"id1","id2","id3","id31","id4","id41","hhmid","HHMID1","s10aiv_a31","s10aiv_a32","s10aiv_a33","s10aiv_a341i","s10aiv_a341ii","s10aiv_a341iii","s10aiv_a342i","s10aiv_a342ii","s10aiv_a342iii","s10aiv_a343i","s10aiv_a343ii","s10aiv_a343iii","s10aiv_a351i","s10aiv_a351ii","s10aiv_a351iii","s10aiv_a352i","s10aiv_a352ii","s10aiv_a352iii","s10aiv_a353i","s10aiv_a353ii","s10aiv_a353iii","s10aiv_a36i","s10aiv_a36ii","s10aiv_a37i","s10aiv_a37ii","s10aiv_a38","s10aiv_a39i","s10aiv_a39ii","s10aiv_a40i","s10aiv_a40ii","s10aiv_a41","uniquehhmid","hhno"
5,14,168,"168",54,"054",1,"01",10,10,10,"BUY A CANOE",100,,,,,,,,,,,,,,,,,20,,20,,2,,,,,2,"16805401",105168054
7,124,263,"263",22,"022",1,"01",,,,"BUY A CLOTH",60,,"BUY FOOTWEAR",30,,"BUY HEADGEAR (DOKU)",10,,"BUY A CLOTH",60,,"BUY FOOTWEAR",30,,"BUY HEADGEAR (DUKU)",10,,1,,2,,2,4,,6,,2,"26302201",107263022
7,124,263,"263",21,"021",3,"03",10,7,5,"BUY A CLOTH",20,,"SUPPORT TRAINING",60,,"WELFARE OF CHILDREN",20,,"BUY A CLOTH",20,,"SUPPORT TRAINING",60,,"WELFARE OF CHILDREN",20,,2,,3,,2,5,,6,,2,"26302103",107263021
5,80,144,"144",65,"065",1,"01",8,8,8,"BUY A COMPUTER",100,,,,,,,,,,,,,,,,,,50,1,50,1,20,0,35,0,1,"14406501",105144065
8,150,274,"274",26,"026",1,"01",10,10,5,"BUY A COW",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"27402601",108274026
7,124,263,"263",36,"036",1,"01",10,10,10,"BUY A FRIDGE",50,,"BUY ICE CHEST",30,,"WOOLEN CARPET",20,,"SCHOOL FEES",50,,"PAY CANTEEN FEE",20,,"BUY SCHOOL UNIFORMS",30,,5,,10,,2,5,,10,,2,"26303601",107263036
5,12,169,"169",15,"015",1,"01",10,10,10,"BUY A GOAT",50,0,"INVEST IN AGRIC",50,0,,,,,,,,,,,,,5,0,5,0,2,6,0,8,0,2,"16901501",105169015
5,10,164,"164",36,"036",2,"02",10,10,10,"BUY A LAND",100,,,,,,,,,,,,,,,,,4,,5,,1,15,,30,,2,"16403602",105164036
3,44,89,"089",16,"016",2,"02",10,10,9,"BUY A PHONE",100,,,,,,,,,,,,,,,,,,,,,,4,,8,,2,"08901602",103089016
6,10,216,"216",66,"066",4,"04",10,10,10,"BUY A PHONE",50,,,,,,,,,,,,,,,,,5,,10,,1,5,,10,,1,"21606604",106216066
8,148,298,"298",30,"030",1,"01",,,10,"BUY A RETAILABLE GOOD",100,,,,,,,,,,,,,,,,,,30,1,30,2,,20,,30,2,"29803001",108298030
7,112,240,"240",3,"003",2,"02",9,9,9,"BUY A SHEEP",100,,,,,,,,,,,,,,,,,,,,,,5,,10,,2,"24000302",107240003
5,8,158,"158",4,"004",2,"02",10,5,5,"BUY A T-BILLS",100,0,,,,,,,,,,,,,,,,,,,,,1,,1,50,2,"15800402",105158004
3,44,91,"091",84,"084",2,"02",10,10,10,"BUY A TD BOARD",5,,"BUY CLOTHES",45,,"SAVINGS",50,,,,,,,,,,,,,,,,2,,5,,2,"09108402",103091084
5,14,174,"174",3,"003",1,"01",10,10,7,"BUY A TELEVISION",100,0,,,,,,,,,,,,,,,,3,0,7,0,2,5,0,8,0,2,"17400301",105174003
1,2,28,"028",9,"009",1,"01",10,10,10,"BUY AGRICULTURAL INPUTS",100,,,,,,,,"DAILY CONSUMPTION",100,,,,,,,,1,2,1,80,2,2,,2,50,2,"02800901",101028009
2,31,39,"039",66,"066",1,"01",9,8,7,"BUY AGRO CHEMICAL",100,,,,,,,,,,,,,,,,,6,,10,,1,,,,,,"03906601",102039066
1,12,29,"029",2,"002",1,"01",10,10,10,"BUY ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES",100,0,,,,,,,"BUY ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES",100,0,,,,,,,2,0,3,0,2,3,0,3,50,2,"02900201",101029002
1,13,10,"010",164,"164",1,"01",10,10,10,"BUY AND SELL SECONDHAND CLOTHING",35,,"BUY PROVISION FOR SALE",35,,"PHONE HOUSING FOR SALE",30,,,,,,,,,,,,,,,,3,,5,,2,"01016401",101010164
9,158,313,"313",17,"017",1,"01",10,10,10,"BUY ANIMALS",40,0,"EXTEND FARM",60,,,,,,,,,,,,,,,,,,,,,,,,"31301701",109313017
9,158,313,"313",20,"020",1,"01",10,10,10,"BUY ANIMALS",60,0,"EXTEND FARM",40,,,,,,,,,,,,,,,,,,,,,,,,"31302001",109313020
8,150,274,"274",14,"014",2,"02",10,10,10,"BUY ANIMALS FOR REARING",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"27401402",108274014
10,166,333,"333",4,"004",1,"01",10,10,9,"BUY ANIMALS TO KEEP",80,,"BUY CLOTHING",20,,,,,,,,,,,,,,,,,,,,,,,,"33300401",110333004
10,166,334,"334",15,"015",1,"01",10,10,10,"BUY ANIMALS TO KEEP",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"33401501",110334015
1,1,31,"031",1,"001",2,"02",10,10,10,"BUY APPLICATION FORM",55,0,"BEAUTY PRODUCTS",45,0,,,,,,,,,,,,,,,,,,7,0,10,0,,"03100102",101031001
3,43,98,"098",52,"052",3,"03",10,10,10,"BUY APPLICATION FORM FOR SCHOOL",100,,,,,,,,,,,,,,,,,,,,,,5,,10,,2,"09805203",103098052
6,10,213,"213",61,"061",2,"02",10,10,10,"BUY BABY FOOD",30,0,"BUSINESS",50,0,"SAVE",20,0,,,,,,,,,,2,0,5,0,2,3,0,5,0,2,"21306102",106213061
4,58,130,"130",9,"009",1,"01",10,10,9,"BUY BABY ITEMS",100,,,,,,,,,,,,,,,,,4,,4,,2,,,,,,"13000901",104130009
2,22,53,"053",27,"027",2,"02",10,8,8,"BUY BABY WEARS FOR CHILD",20,,"START A TRADE",80,,,,,,,,,,,,,,3,,4,,2,,,,,,"05302702",102053027
2,2,32,"032",5,"005",2,"02",6,6,5,"BUY BANANA TO SELL",50,,"BUY ORANGES TO SELL",40,,"BUY GROUNDNUT TO SELL",10,,,,,,,,,,,,,,,,2,50,3,,2,"03200502",102032005
10,166,333,"333",8,"008",3,"03",10,10,10,"BUY BICYCLE",50,,"BUY CLOTHES",20,,"BUY FOODSTUFF",30,,,,,,,,,,,,,,,,,,,,,"33300803",110333008
10,166,336,"336",1,"001",3,"03",10,10,10,"BUY BICYCLE",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"33600103",110336001
4,50,342,"342",22,"022",2,"02",10,9,9,"BUY BICYCLE",70,,"FOOTWEAR",10,,"JEANS",20,,,,,,,,,,,2,50,4,,2,,,,,,"34202202",104342022
1,10,27,"027",23,"023",3,"03",10,10,,"BUY BICYCLE",70,,"BUY JEANS",30,,,,,"BUY BICYCLE",70,,"BUY JEANS",30,,,,,3,,5,,2,5,,10,,2,"02702303",101027023
10,166,334,"334",8,"008",3,"03",10,10,10,"BUY BICYCLE",40,,"BUY PHONE",40,,"FARMING",20,,,,,,,,,,,,,,,,,,,,,"33400803",110334008
10,169,329,"329",15,"015",4,"04",10,10,10,"BUY BICYCLE",80,,"SCHOOL UNIFORM",20,,,,,,,,,,,,,,,,,,,,,,,,"32901504",110329015
10,171,330,"330",8,"008",4,"04",10,10,10,"BUY BICYCLE",80,0,"GIVE TO PARENTS",20,0,,,,,,,,,,,,,,,,,,,,,,,"33000804",110330008
2,31,38,"038",29,"029",3,"03",10,10,10,"BUY BICYCLE",80,,"SCHOOL SHOE",10,,"SCHOOL UNIFORM",10,,,,,,,,,,,3,,4,,2,,,,,,"03802903",102038029
9,158,313,"313",3,"003",4,"04",10,10,10,"BUY BICYCLE",80,,"BUY SHOES",20,,,,,,,,,,,,,,,,,,1,,,,,,"31300304",109313003
9,157,315,"315",13,"013",4,"04",10,10,10,"BUY BICYCLE",60,0,"BUY BOOKS",4,40,,,,,,,,,,,,,1,0,1,0,1,5,0,1,0,2,"31501304",109315013
8,147,273,"273",50,"050",3,"03",10,10,10,"BUY BICYCLE",80,,"BUY CLOTHS",20,,,,,,,,,,,,,,,,,,,,,,,,"27305003",108273050
1,2,26,"026",23,"023",6,"06",10,10,10,"BUY BICYCLE",60,,"GIVE TO BROTHER",40,,,,,"BUY BICYCLE",60,,"GIVE TO BROTHER",40,,,,,3,,5,,2,5,,10,,2,"02602306",101026023
9,158,314,"314",4,"004",3,"03",10,10,10,"BUY BICYCLE",80,,"BUY CLOTHS",20,,,,,,,,,,,,,,,,,,,,,,,,"31400403",109314004
8,151,307,"307",38,"038",3,"03",10,10,10,"BUY BICYCLE",60,,"EDUCATION",20,,"CONSUMPTION",20,,,,,,,,,,,,,,,,,,,,,"30703803",108307038
9,158,314,"314",5,"005",3,"03",10,10,10,"BUY BICYCLE",80,,"SCHOOL UNIFORM",20,,,,,,,,,,,,,,,,,,,,,,,,"31400503",109314005
9,156,317,"317",25,"025",1,"01",10,10,10,"BUY BICYCLE PARTS FOR SALE",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,"31702501",109317025
7,121,265,"265",41,"041",3,"03",10,10,10,"BUY BICYLE",60,,"FARM",40,,,,,,,,,,,,,,,,,,,,,,,,"26504103",107265041
10,166,333,"333",18,"018",2,"02",10,10,5,"BUY BIG PAN",20,,"INVEST IN FARMING",60,,"BUY A POT",20,,,,,,,,,,,,,,,,,,,,,"33301802",110333018
1,1,8,"008",47,"047",2,"02",10,10,10,"BUY BISCUITS FOR SALE",50,,"BUY TOFFEES FOR SALE",50,,,,,,,,,,,,,,9,,9,,1,,,,,,"00804702",101008047
3,43,96,"096",39,"039",1,"01",10,10,10,"BUY BLOCKS",100,,,,,,,,,,,,,,,,,3,,6,,2,,,,,,"09603901",103096039
3,1,73,"073",52,"052",1,"01",10,10,10,"BUY BLOCKS FOR BUILDING",100,,,,,,,,,,,,,,,,,1,,2,,2,2,,3,,2,"07305201",103073052
3,43,95,"095",61,"061",2,"02",10,10,10,"BUY BOOK",30,,"SAVE",70,,,,,,,,,,,,,,3,,3,,1,4,,4,,1,"09506102",103095061
9,158,314,"314",4,"004",4,"04",10,10,10,"BUY BOOK",50,,"SCHOOL UNIFORM",20,,"BUY CLOTHS",30,,,,,,,,,,,,,,,,,,,,,"31400404",109314004
6,10,204,"204",3,"003",4,"04",10,10,10,"BUY BOOKS",30,,"SCHOOL FEES",20,,"SAVE",50,,,,,,,,,,,4,,6,,1,8,,10,,1,"20400304",106204003
9,158,313,"313",17,"017",3,"03",10,10,10,"BUY BOOKS",50,,"BUY CLOTHS",30,,"BUY SHOE",20,0,,,,,,,,,,,,,,,,,,,,"31301703",109313017
9,158,313,"313",8,"008",2,"02",10,10,10,"BUY BOOKS",40,,"BUY DRESSES",60,,,,,,,,,,,,,,,0,,0,1,,,,,,"31300802",109313008
7,124,263,"263",6,"006",2,"02",10,10,10,"BUY BOOKS",30,,"ATTEND CLASSES",40,,"FEEDING",30,,"BUY BOOKS",30,,"ATTEND CLASSES",40,,"FEEDING",30,,6,,8,,2,7,,9,,2,"26300602",107263006
6,102,208,"208",18,"018",4,"04",10,10,10,"BUY BOOKS",40,0,"BUY DRESS",30,0,"FOR FOOD",30,0,,,,,,,,,,3,0,3,0,,4,0,5,0,2,"20801804",106208018
3,43,98,"098",31,"031",3,"03",10,10,10,"BUY BOOKS",100,,,,,,,,"BUY SCH. UNIFORM",100,,,,,,,,3,,3,,1,5,,5,,1,"09803103",103098031
7,8,260,"260",18,"018",3,"03",10,10,10,"BUY BOOKS",40,,"CLASSES",20,,"FEEDING",40,,,,,,,,,,,8,,10,,2,5,,8,,2,"26001803",107260018
6,102,209,"209",25,"025",2,"02",10,10,10,"BUY BOOKS",100,,,,,,,,,,,,,,,,,5,,6,,2,7,,10,,2,"20902502",106209025
6,10,211,"211",2,"002",5,"05",10,10,10,"BUY BOOKS",50,,"PAY FEES",50,,,,,,,,,,,,,,3,,4,,2,4,,5,,2,"21100205",106211002
3,1,83,"083",8,"008",3,"03",,,,"BUY BOOKS",20,,"SAVE",80,,,,,"BUY BOOKS",30,,"SAVE",50,,"POCKET MONEY",20,,2,,2,,1,3,,4,,2,"08300803",103083008
1,12,29,"029",39,"039",2,"02",10,10,10,"BUY BOOKS",50,0,"BUY SHIRTS AND TROUSERS",50,0,,,,"SAVE FOR MY EDUCATION",100,0,,,,,,,2,0,2,0,1,2,0,3,50,1,"02903902",101029039
9,158,312,"312",42,"042",6,"06",,,,"BUY BOOKS",20,,"DRESSES",60,,"SHOES",20,,,,,,,,,,,,,,,,,,,,,"31204206",109312042
3,43,97,"097",14,"014",5,"05",10,10,10,"BUY BOOKS",30,,"SAVE",70,,,,,,,,,,,,,,,,,,,4,,7,,2,"09701405",103097014
3,43,94,"094",2,"002",3,"03",10,10,10,"BUY BOOKS",50,,"SAVE",50,,,,,"BUY BOOKS",100,,"SAVE",50,,,,,10,,10,,1,12,,12,,1,"09400203",103094002
3,43,97,"097",34,"034",2,"02",10,10,10,"BUY BOOKS",60,,"SAVE",40,,,,,"BUY BOOKS",60,,"PAY EXTRA CLASSES FEES",40,,,,,6,,6,,1,10,,10,,1,"09703402",103097034
1,10,21,"021",54,"054",3,"03",10,10,9,"BUY BOOKS",30,,"GIVE TO MOTHER",70,,,,,"BUY BOOKS",30,,"GIVE TO MOTHER",70,,,,,5,,6,,2,6,,8,,2,"02105403",101021054
7,8,260,"260",34,"034",2,"02",10,10,10,"BUY BOOKS",40,,"FEEDING",40,,"ATTEND EXTRA CLASSES",20,,"BUY BOOKS",40,,"FEEDING",30,,"ATTEND EXTRA CLASSES",30,,40,,60,,2,45,,65,,2,"26003402",107260034
6,110,227,"227",12,"012",4,"04",10,10,10,"BUY BOOKS",50,,"SAVE",50,,,,,,,,,,,,,,2,,3,,1,2,,3,,1,"22701204",106227012
3,40,90,"090",19,"019",3,"03",10,10,10,"BUY BOOKS",100,,,,,,,,"BUY BOOKS",100,,,,,,,,3,,3,,2,4,,4,,2,"09001903",103090019
3,39,99,"099",10,"010",2,"02",10,10,10,"BUY BOOKS",50,,"SAVE",50,,,,,"BUY BOOKS",50,,"SAVE",50,,,,,3,,3,,1,5,,10,,2,"09901002",103099010
9,158,313,"313",8,"008",4,"04",10,10,10,"BUY BOOKS",70,,"SCHOOL UNIFORM",10,,"PAIR OF SHOE",20,,,,,,,,,,,,0,,0,1,5,0,10,0,2,"31300804",109313008
7,124,264,"264",3,"003",4,"04",10,10,10,"BUY BOOKS",30,,"DO CLASSES",40,,"FEEDING",30,,"BUY BOOKS",30,,"DO CLASSES",40,,"FEEDING",30,,4,,6,,2,5,,7,,2,"26400304",107264003
7,124,264,"264",34,"034",2,"02",10,10,10,"BUY BOOKS",30,,"PAY MY FEES",40,,"ATTEND CLASSES",30,,"BUY BOOKS",30,,"PAY MY FEES",40,,"ATTEND CLASSES",30,,4,,6,,2,5,,7,,2,"26403402",107264034
6,106,237,"237",74,"074",3,"03",10,10,10,"BUY BOOKS",50,,"SAVINGS",50,,,,,,,,,,,,,,,,,,,4,,6,,2,"23707403",106237074
6,10,202,"202",21,"021",3,"03",10,10,10,"BUY BOOKS",100,,,,,,,,,,,,,,,,,5,,7,,2,7,,10,,2,"20202103",106202021
7,8,260,"260",18,"018",2,"02",10,10,10,"BUY BOOKS",40,,"MATERIAL",40,,"FEEDING",20,,,,,,,,,,,5,,7,,2,6,,8,,2,"26001802",107260018
9,158,314,"314",14,"014",3,"03",10,10,10,"BUY BOOKS",10,,"SCHOOL UNIFORM",6,,"BUY FOODSTUFF",84,,,,,,,,,,,,,,,,,,,,,"31401403",109314014
7,8,260,"260",8,"008",3,"03",10,,,"BUY BOOKS",40,,"FURTHER MY EDUCATION",50,,"FEEDING",10,,"BUY BOOKS",40,,"FURTHER MY EDUCATION",50,,"FEEDING",10,,45,,50,,2,50,,60,,2,"26000803",107260008
5,67,149,"149",69,"069",3,"03",8,9,9,"BUY BOOKS",100,,,,,,,,,,,,,,,,,1,,3,,2,5,,6,,2,"14906903",105149069
1,10,19,"019",4,"004",8,"08",10,10,10,"BUY BOOKS",50,,"BUY SHIRTS",50,,,,,"BUY BOOKS",50,,"BUY SHIRTS",50,,,,,6,,8,,2,10,,15,,2,"01900408",101019004
8,147,273,"273",36,"036",1,"01",10,10,10,"BUY BOOKS",20,,"INVEST IN FARMING",80,,,,,,,,,,,,,,,,,,,,,,,,"27303601",108273036
3,44,91,"091",131,"131",3,"03",10,10,10,"BUY BOOKS",100,,,,,,,,"BUY COMPUTER",100,,,,,,,,2,,3,,2,,,,,,"09113103",103091131
3,43,97,"097",4,"004",2,"02",10,10,10,"BUY BOOKS",50,,"SAVE",50,,,,,"SAVE",100,,,,,,,,10,,15,,2,15,,15,,2,"09700402",103097004
9,156,319,"319",9,"009",4,"04",10,10,10,"BUY BOOKS",50,,"PAY EXTRA CLASSES",30,,"SHOES",20,,,,,,,,,,,,25,,35,1,60,,99,,1,"31900904",109319009
3,43,93,"093",34,"034",2,"02",10,10,10,"BUY BOOKS",50,,"SAVE",50,,,,,"BUY BOOKS",50,,"SAVE",50,,,,,5,,5,,1,10,,10,,1,"09303402",103093034
6,10,211,"211",80,"080",3,"03",10,10,10,"BUY BOOKS",100,,,,,,,,,,,,,,,,,5,,7,,2,5,,7,,2,"21108003",106211080
7,8,260,"260",34,"034",3,"03",10,10,10,"BUY BOOKS",40,,"FEEDING",40,,"ATTEND EXTRA CLASSES",20,,"BUY BOOKS",40,,"FEEDING",30,,"ATTEND EXTRA CLASSES",30,,45,,60,,2,50,,70,,2,"26003403",107260034
3,43,95,"095",61,"061",3,"03",10,10,10,"BUY BOOKS",30,,"SAVE",70,,,,,,,,,,,,,,3,,3,,1,4,,4,,1,"09506103",103095061
8,150,274,"274",14,"014",3,"03",10,10,10,"BUY BOOKS",50,,"BUY SCH UNIFORM & SHOE",50,,,,,,,,,,,,,,,,,,,,,,,,"27401403",108274014
1,1,3,"003",46,"046",3,"03",,,,"BUY BOOKS",10,,"BUY CLOTH",10,,"SAVE IT",80,,"GIVE TO MOTHER",100,,,,,,,,1,,2,,2,2,,3,,2,"00304603",101003046
10,166,334,"334",1,"001",9,"09",10,10,10,"BUY BOWLS",50,,"BUY CLOTH",50,,,,,,,,,,,,,,,,,,,,,,,,"33400109",110334001
3,44,89,"089",48,"048",2,"02",10,10,10,"BUY BOXERS",100,,,,,,,,"BUY BOOKS",100,,,,,,,,3,,4,,2,6,,5,,2,"08904802",103089048
5,8,160,"160",8,"008",2,"02",8,8,8,"BUY BUILDING MATERIAL",100,,,,,,,,,,,,,,,,,5,,5,,2,2,,5,,2,"16000802",105160008
6,100,198,"198",143,"143",1,"01",10,10,10,"BUY BUILDING MATERIAL",100,,,,,,,,,,,,,,,,,4,,8,,2,15,,25,,2,"19814301",106198143
3,1,73,"073",25,"025",1,"01",10,8,4,"BUY BUILDING MATERIALS",100,,,,,,,,,,,,,,,,,1,,2,,2,2,,3,,2,"07302501",103073025
5,80,146,"146",28,"028",1,"01",5,6,7,"BUY BUILDING MATERIALS",100,,,,,,,,,,,,,,,,,2,,3,,1,4,,5,,,"14602801",105146028
10,171,330,"330",4,"004",1,"01",10,10,10,"BUY BUILDING MATERIALS",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,"33000401",110330004
1,2,26,"026",39,"039",1,"01",,,7,"BUY BUILDING MATERIALS",,,,,,,,,"BUY BUILDING MATERIALS",,,,,,,,,5,,6,,2,8,,10,,2,"02603901",101026039
9,156,320,"320",18,"018",1,"01",,,10,"BUY BULLOCKS",100,,,,,,,,,,,,,,,,,3,,3,,1,,,,,,"32001801",109320018
3,43,97,"097",15,"015",1,"01",10,10,10,"BUY BURGLARY PROOF",100,,,,,,,,,,,,,,,,,,,,,,2,,5,,2,"09701501",103097015
1,12,29,"029",29,"029",1,"01",10,10,10,"BUY BUSINESS PRODUCTS",100,0,,,,,,,"SAVE",100,0,,,,,,,2,0,2,50,1,2,50,3,0,1,"02902901",101029029
2,2,33,"033",16,"016",1,"01",10,10,10,"BUY CANOE FOR FISHIN",100,,,,,,,,,,,,,,,,,,,,,,3,,10,,2,"03301601",102033016
5,71,148,"148",77,"077",1,"01",10,10,10,"BUY CAPENTRY TOOLS",100,,,,,,,,,,,,,,,,,3,,4,,1,6,,8,,1,"14807701",105148077
5,66,172,"172",26,"026",1,"01",10,8,8,"BUY CAPENTRY TOOLS",100,,,,,,,,,,,,,,,,,7,,12,,2,15,,20,,2,"17202601",105172026
6,10,204,"204",22,"022",1,"01",10,10,10,"BUY CAR TYRE",50,,"PAY FEES",30,,"BUY BOOKS",20,,,,,,,,,,,3,,5,,2,3,,5,,2,"20402201",106204022
1,2,6,"006",1,"001",2,"02",10,10,10,"BUY CASSAVA",50,,"BUY FISH",30,,"BUY PLANTAIN",20,,"BUY CASSAVA",50,,"BUY FISH",30,,"BUY PLANTAIN",20,,2,,3,,1,3,,4,,1,"00600102",101006001
8,151,307,"307",3,"003",1,"01",10,9,7,"BUY CEMENT",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"30700301",108307003
2,2,35,"035",13,"013",1,"01",9,8,8,"BUY CEMENT",100,,,,,,,,,,,,,,,,,,,,,,5,,10,,2,"03501301",102035013
1,12,29,"029",34,"034",1,"01",10,10,10,"BUY CEMENT",100,0,,,,,,,"FOR CHILDREN'S EDUCATION",100,0,,,,,,,1,50,2,0,2,2,0,2,50,2,"02903401",101029034
1,12,29,"029",23,"023",2,"02",10,10,10,"BUY CEMENT",100,0,,,,,,,"BUY CONGRUGATED IRON SHEETS",100,0,,,,,,,2,0,2,50,2,2,50,3,0,2,"02902302",101029023
5,11,166,"166",56,"056",1,"01",10,10,10,"BUY CEMENT",100,,,,,,,,,,,,,,,,,3,,3,,2,15,,15,,2,"16605601",105166056
6,111,225,"225",34,"034",1,"01",10,10,10,"BUY CEMENT",100,,,,,,,,,,,,,,,,,2,,4,,2,4,,6,,2,"22503401",106225034
6,10,203,"203",63,"063",1,"01",,10,4,"BUY CEMENT",40,,"BUY ROOFING SHEETS",40,,"BUY BLOCKS",20,,,,,,,,,,,3,,4,,2,5,,6,,2,"20306301",106203063
10,168,339,"339",9,"009",7,"07",10,10,10,"BUY CEMENT",50,,"BUILD HER ROOM",40,,"MAIZE",10,,,,,,,,,,,,,,,,,,,,,"33900907",110339009
1,10,27,"027",36,"036",1,"01",10,8,5,"BUY CEMENT",50,,"BUY ROOFING SHEETS",50,,,,,"BUY CEMENT",50,,"BUY ROOFING SHEETS",50,,,,,3,,6,,2,6,,8,,2,"02703601",101027036
1,10,18,"018",28,"028",1,"01",10,10,10,"BUY CEMENT",100,,,,,,,,"BUY CEMENT",100,,,,,,,,3,,3,50,2,3,50,5,,2,"01802801",101018028
2,2,33,"033",34,"034",1,"01",10,10,10,"BUY CEMENT FOR BUILD",100,,,,,,,,,,,,,,,,,,,,,,5,,3,,1,"03303401",102033034
2,31,38,"038",59,"059",1,"01",5,4,3,"BUY CEMENT FOR MY BUILDING",100,,,,,,,,,,,,,,,,,3,,3,,2,,,,,,"03805901",102038059
2,29,60,"060",90,"090",1,"01",8,8,6,"BUY CEMENT TO REPAIR ROOM",100,,,,,,,,,,,,,,,,,1,50,3,,2,,,,,,"06009001",102060090
2,31,38,"038",30,"030",1,"01",,,5,"BUY CEMENT TO SUPPORT CHILDREN TO BUILD",100,,,,,,,,,,,,,,,,,4,,1,,2,,,,,,"03803001",102038030
7,130,249,"249",11,"011",1,"01",10,10,10,"BUY CEMENTS",100,,,,,,,,,,,,,,,,,2,,3,,2,,,,,,"24901101",107249011
7,113,245,"245",13,"013",1,"01",8,6,5,"BUY CEMENTS",100,,,,,,,,,,,,,,,,,3,,5,,2,,,,,,"24501301",107245013
1,2,5,"005",52,"052",2,"02",10,10,10,"BUY CHACOAL TO SELL",100,,,,,,,,"CHACOAL TO SELL",100,,,,,,,,2,,4,,2,5,,10,,2,"00505202",101005052
5,7,156,"156",49,"049",1,"01",10,10,10,"BUY CHEMICAL FOR FARM",100,,,,,,,,,,,,,,,,,3,,5,,2,5,,8,,2,"15604901",105156049
6,108,230,"230",14,"014",1,"01",10,10,10,"BUY CHEMICAL FOR FARM",100,,,,,,,,,,,,,,,,,3,,3,,2,,,,,,"23001401",106230014
5,67,149,"149",69,"069",1,"01",8,9,9,"BUY CHEMICAL INPUTS",100,,,,,,,,,,,,,,,,,1,,3,,2,4,,5,,2,"14906901",105149069
5,67,149,"149",67,"067",3,"03",8,9,,"BUY CHEMICAL INPUTS",100,,,,,,,,,,,,,,,,,1,,2,,2,3,,4,,2,"14906703",105149067
6,109,232,"232",57,"057",1,"01",10,10,10,"BUY CHEMICALS",100,,,,,,,,,,,,,,,,,3,,4,,2,4,,6,,2,"23205701",106232057
6,111,225,"225",21,"021",2,"02",10,10,8,"BUY CHEMICALS",50,,"SAVINGS",50,,,,,,,,,,,,,,2,,5,,2,4,,6,,2,"22502102",106225021
6,97,189,"189",72,"072",1,"01",,10,10,"BUY CHEMICALS",100,,,,,,,,,,,,,,,,,3,,5,,1,3,,5,,1,"18907201",106189072
6,111,225,"225",29,"029",1,"01",10,10,10,"BUY CHEMICALS",100,,,,,,,,,,,,,,,,,1,50,5,,2,3,,7,,2,"22502901",106225029
6,109,233,"233",35,"035",1,"01",10,10,10,"BUY CHEMICALS",100,,,,,,,,,,,,,,,,,2,,3,,1,2,,3,,1,"23303501",106233035
6,12,226,"226",50,"050",1,"01",10,10,10,"BUY CHEMICALS",30,,"SUPPORT HOME",40,,"SAVE",30,,,,,,,,,,,1,0,2,50,1,2,0,4,0,1,"22605001",106226050
6,108,229,"229",2,"002",2,"02",10,10,10,"BUY CHEMICALS",100,,,,,,,,,,,,,,,,,,,,,1,,,,,1,"22900202",106229002
6,108,229,"229",2,"002",1,"01",10,10,10,"BUY CHEMICALS",100,,,,,,,,,,,,,,,,,,,,,1,,,,,1,"22900201",106229002
6,109,232,"232",161,"161",1,"01",10,10,10,"BUY CHEMICALS FOR FARM",100,,,,,,,,,,,,,,,,,3,,3,,2,5,,5,,2,"23216101",106232161
6,102,209,"209",23,"023",2,"02",10,10,10,"BUY CHILDREN'S BOOKS",50,,"PAY FEES",50,,,,,,,,,,,,,,5,,7,,2,7,,10,,2,"20902302",106209023
1,1,31,"031",30,"030",1,"01",10,10,10,"BUY CHURCH CLOTHES",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"03103001",101031030
4,49,123,"123",12,"012",3,"03",10,10,8,"BUY CLOTH",30,0,"FOOTWEAR",20,0,"FOR CONSUMPTION",50,0,,,,,,,,,,2,50,3,50,2,,,,,,"12301203",104123012
7,124,263,"263",22,"022",2,"02",,,,"BUY CLOTH",50,,"BUY DRESS",20,,"BUY FOOTWEAR",30,,"BUY CLOTH",50,,"BUY DRESS",20,,"BUY FOOTWEAR",30,,6,,1,7,2,1,7,3,,2,"26302202",107263022
5,7,156,"156",49,"049",2,"02",10,10,10,"BUY CLOTH",20,,"BUY CLOTHING AND SHOES FOR CHILDREN",30,,"SAVE FOR CONSUMPTION",50,,,,,,,,,,,2,,2,,1,5,,5,,2,"15604902",105156049
6,99,231,"231",46,"046",2,"02",10,10,10,"BUY CLOTH",40,,"BUSINESS",40,,"SAVE",20,,,,,,,,,,,3,,3,,2,4,,5,,2,"23104602",106231046
6,99,231,"231",55,"055",2,"02",10,10,10,"BUY CLOTH",30,,"FOR FOOD",20,,"CHILD EDUCATION",50,,,,,,,,,,,4,,5,,2,5,,5,,2,"23105502",106231055
