"id1","id2","id3","id4","sav_no","s3bv_51","s3bv_52ii","s3bv_53i","s3bv_53ii","s3bv_54","s3bv_55","s3bv_56i","s3bv_56ii","s3bv_57i","s3bv_57ii","s3bv_57iii","s3bv_57iv","s3bv_57v","s3bv_58","s3bv_59i","s3bv_59ii","s3bv_60i","s3bv_61","s3v_61_1","s3v_61_2","s3v_61_3","s3v_61_4","s3v_61_5","s3v_61_6","hhno"
3,1,84,50,3,,1,,,,-8,15,,,,,,,,,,,,,,,,,,103084050
3,1,84,58,1,,1,20,,2,,,,,,,,,,,,,,,,,,,,103084058
3,1,84,62,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103084062
3,1,84,78,1,1,1,15,,2,,,,,,,,,,,,,,,,,,,,103084078
3,1,84,78,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,103084078
3,1,84,92,1,2,1,,,1,-8,500,,,,,,,,,,,,,,,,,,103084092
3,1,84,95,1,2,1,,,1,-8,,,,,,,,,,,,,,,,,,,103084095
3,1,84,117,1,2,1,,,1,,1500,,,,,,,,,,,,,,,,,,103084117
3,1,84,127,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,103084127
3,1,84,138,1,2,1,,,,,120,,,,,,,,,,,,,,,,,,103084138
3,1,84,170,1,2,1,,,1,-8,250,,,,,,,,,,,,,,,,,,103084170
3,1,85,10,2,2,1,,,1,-8,100,,,,,,,,,,,,,,,,,,103085010
3,1,85,10,1,2,1,,,1,,200,,,,,,,,,,,,,,,,,,103085010
3,1,85,14,2,,2,100,,2,,,,,,,,,,,,,,,,,,,,103085014
3,1,85,14,1,1,1,70,,1,-8,100,,,,,,,,,,,,,,,,,,103085014
3,1,85,21,1,1,1,15,,2,,,,,,,,,,,,,,,,,,,,103085021
3,1,85,28,1,1,1,70,,2,,,,,,,,,,,,,,,,,,,,103085028
3,1,85,28,2,1,2,70,,2,,,,,,,,,,,,,,,,,,,,103085028
3,1,85,50,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,103085050
3,1,85,56,1,1,2,20,,2,,,,,,,,,,,,,,,,,,,,103085056
3,1,85,56,2,1,4,60,,2,,,,,,,,,,,,,,,,,,,,103085056
3,1,85,57,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,103085057
3,1,85,62,1,2,1,,,1,,50,,,,,,,,,,,,,,,,,,103085062
3,1,85,70,1,1,1,,80,1,-8,250,,,,,,,,,,,,,,,,,,103085070
3,1,85,83,2,1,2,,,1,,300,,,,,,,,,,,,,,,,,,103085083
3,1,85,83,1,1,2,70,,1,,50,,,,,,,,,,,,,,,,,,103085083
3,1,85,83,4,1,1,,,1,,3000,,,,,,,,,,,,,,,,,,103085083
3,1,85,83,3,1,1,150,,1,,6000,,,,,,,,,,,,,,,,,,103085083
3,1,85,88,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,103085088
3,1,85,88,1,1,1,80,,2,,,,,,,,,,,,,,,,,,,,103085088
3,1,85,116,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103085116
3,1,85,116,2,1,2,40,,2,,,,,,,,,,,,,,,,,,,,103085116
3,1,85,125,1,2,1,,,1,,140,,,,,,,,,,,,,,,,,,103085125
3,1,85,126,1,2,1,,,1,,50,,,,,,,,,,,,,,,,,,103085126
3,1,86,2,1,2,1,,,1,,5,,,,,,,,,,,,,,,,,,103086002
3,1,86,14,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,103086014
3,1,86,20,1,2,1,,,1,,1000,,,,,,,,,,,,,,,,,,103086020
3,1,86,24,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103086024
3,1,86,29,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,103086029
3,1,86,37,2,2,1,,,1,,100,,,,,,,,,,,,,,,,,,103086037
3,1,86,37,1,1,1,200,,,,,,,,,,,,,,,,,,,,,,103086037
3,1,86,41,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103086041
3,1,86,46,2,1,2,17,,2,,,,,,,,,,,,,,,,,,,,103086046
3,1,86,46,1,1,1,15,,2,,,,,,,,,,,,,,,,,,,,103086046
3,1,86,47,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103086047
3,1,86,47,2,1,2,6,,2,,,,,,,,,,,,,,,,,,,,103086047
3,1,86,58,3,2,1,,,,,,,,,,,,,,,,,,,,,,,103086058
3,1,86,58,2,2,1,,,,,,,,,,,,,,,,,,,,,,,103086058
3,1,86,58,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103086058
3,1,86,59,2,1,2,15,,2,,,,,,,,,,,,,,,,,,,,103086059
3,1,86,59,3,2,1,,,,,,,,,,,,,,,,,,,,,,,103086059
3,1,86,59,4,2,1,,,,,,,,,,,,,,,,,,,,,,,103086059
3,1,86,59,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,103086059
3,1,86,63,1,1,1,50,,1,,200,,,,,,,,,,,,,,,,,,103086063
3,1,86,68,1,1,1,500,,2,,,,,,,,,,,,,,,,,,,,103086068
3,1,86,89,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,103086089
3,1,86,90,1,1,1,40,,,,,,,,,,,,,,,,,,,,,,103086090
3,41,87,5,1,,1,9,,2,,,,,,,,,,,,,,,,,,,,103087005
3,41,87,6,1,1,1,300,0,2,,,,,,,,,,,,,,,,,,,,103087006
3,41,87,12,1,2,1,,,1,-8,250,,,,,,,,,,,,,,,,,,103087012
3,41,87,12,2,1,2,20,,1,-8,30,,,,,,,,,,,,,,,,,,103087012
3,41,87,13,1,1,2,20,,1,,,,43,,,,,2,,,2,,,,,,,,103087013
3,41,87,22,2,1,2,100,,2,,,,,,,,,,,,,,,,,,,,103087022
3,41,87,22,1,,1,,,,,,,,,,,,,,,,,,,,,,,103087022
3,41,87,32,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103087032
3,41,87,34,1,2,1,,,1,-8,15,,,,,,,,,,,,,,,,,,103087034
3,41,88,1,1,2,1,,,1,,5,,,,,,,,,,,,,,,,,,103088001
3,41,88,2,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,103088002
3,41,88,3,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,103088003
3,41,88,4,1,1,1,150,,2,,,,,,,,,,,,,,,,,,,,103088004
3,41,88,4,2,1,2,20,,1,,,,,,,,,6,48,,2,"6",6,,,,,,103088004
3,41,88,8,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103088008
3,41,88,10,1,1,1,15,,2,,,,,,,,,,,,,,,,,,,,103088010
3,41,88,11,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103088011
3,41,88,12,1,1,1,50,,1,,50,,,,,,,,,,,,,,,,,,103088012
3,41,88,12,2,1,1,,,1,,64,,,,,,,,,,,,,,,,,,103088012
3,41,88,14,1,1,1,30,,1,-8,1000,,,,,,,,,,,,,,,,,,103088014
3,41,88,17,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,103088017
3,41,88,19,1,1,1,200,,2,,,,,,,,,,,,,,,,,,,,103088019
3,41,88,20,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,103088020
3,41,88,21,2,1,2,50,,2,,,,,,,,,,,,,,,,,,,,103088021
3,41,88,21,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103088021
3,41,88,25,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,103088025
3,41,88,25,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103088025
3,44,89,3,1,1,1,40,,1,-8,200,,,,,,,,,,,,,,,,,,103089003
3,44,89,4,1,1,1,30,,1,-8,140,,,,,,,,,,,,,,,,,,103089004
3,44,89,5,2,1,2,30,,1,-8,200,,,,,,,,,,,,,,,,,,103089005
3,44,89,5,1,1,1,50,,1,-8,500,,,,,,,,,,,,,,,,,,103089005
3,44,89,16,2,1,3,40,,1,,74,,,,,,,,,,,,,,,,,,103089016
3,44,89,16,3,1,2,20,,1,,50,,,,,,,,,,,,,,,,,,103089016
3,44,89,16,1,1,1,20,,1,,300,,,,,,,,,,,,,,,,,,103089016
3,44,89,18,1,1,1,300,,1,,100,,,,,,,,,,,,,,,,,,103089018
3,44,89,18,2,1,2,50,,1,,200,,,,,,,,,,,,,,,,,,103089018
3,44,89,28,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,103089028
3,44,89,29,1,2,1,,,1,,600,,,,,,,,,,,,,,,,,,103089029
3,44,89,31,1,2,1,,,1,,200,,,,,,,,,,,,,,,,,,103089031
3,44,89,44,1,2,1,,,1,,500,,,,,,,,,,,,,,,,,,103089044
3,44,89,48,1,1,1,50,,1,-8,500,,,,,,,,,,,,,,,,,,103089048
3,44,89,53,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,103089053
3,44,89,60,2,1,2,80,,1,,500,,,,,,,,,,,,,,,,,,103089060
3,44,89,60,1,1,1,100,,1,,1000,,,,,,,,,,,,,,,,,,103089060
3,44,89,63,1,2,1,,,1,,500,,,,,,,,,,,,,,,,,,103089063
3,44,89,82,1,1,1,600,,2,,,,,,,,,,,,,,,,,,,,103089082
3,44,89,99,2,1,2,20,,1,,300,,,,,,,,,,,,,,,,,,103089099
3,44,89,99,1,1,1,50,,1,,500,,,,,,,,,,,,,,,,,,103089099
3,40,90,1,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,103090001
3,40,90,3,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103090003
3,40,90,5,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,103090005
3,40,90,7,1,1,1,100,,1,,10,,,,,,,,,,,,,,,,,,103090007
3,40,90,12,1,1,2,500,,1,,1000,,,,,,,,,,,,,,,,,,103090012
3,40,90,12,2,2,1,,,1,,1500,,,,,,,,,,,,,,,,,,103090012
3,40,90,18,1,1,1,200,,1,-8,1200,,,,,,,,,,,,,,,,,,103090018
3,40,90,19,3,1,3,100,,1,-8,250,,,,,,,,,,,,,,,,,,103090019
3,40,90,19,1,1,1,200,,1,-8,400,,,,,,,,,,,,,,,,,,103090019
3,40,90,19,2,1,2,50,,1,-8,100,,,,,,,,,,,,,,,,,,103090019
3,40,90,20,2,1,2,70,,1,-8,400,,,,,,,,,,,,,,,,,,103090020
3,40,90,20,1,1,1,100,,1,-8,500,,,,,,,,,,,,,,,,,,103090020
3,40,90,24,1,1,1,40,,1,-8,200,,,,,,,,,,,,,,,,,,103090024
3,40,90,25,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,103090025
3,40,90,27,1,2,1,,,1,,800,,,,,,,,,,,,,,,,,,103090027
3,40,90,31,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,103090031
3,40,90,32,1,1,1,100,,1,,400,,,,,,,,,,,,,,,,,,103090032
3,40,90,33,2,2,1,,,1,,1000,,,,,,,,,,,,,,,,,,103090033
3,40,90,33,1,1,2,100,,1,,100,,,,,,,,,,,,,,,,,,103090033
3,40,90,34,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,103090034
3,40,90,34,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,103090034
3,44,91,9,1,1,1,10,,1,-8,210,,,,,,,,,,,,,,,,,,103091009
3,44,91,10,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,103091010
3,44,91,20,1,1,1,50,,1,-8,40,,,,,,,,,,,,,,,,,,103091020
3,44,91,22,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103091022
3,44,91,25,6,,3,,,1,,100,,,,,,,,,,,,,,,,,,103091025
3,44,91,25,2,2,1,,,1,,1800,,,,,,,,,,,,,,,,,,103091025
3,44,91,25,1,1,2,15,,1,,1500,,,,,,,,,,,,,,,,,,103091025
3,44,91,25,5,1,3,50,,1,,200,,,,,,,,,,,,,,,,,,103091025
3,44,91,25,3,1,1,10,,1,,100,,,,,,,,,,,,,,,,,,103091025
3,44,91,25,4,,1,,,1,,100,,,,,,,,,,,,,,,,,,103091025
3,44,91,76,1,1,2,50,,2,,,,,,,,,,,,,,,,,,,,103091076
3,44,91,76,2,1,1,70,,2,,,,,,,,,,,,,,,,,,,,103091076
3,44,91,84,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,103091084
3,44,91,88,1,1,1,100,,1,-8,150,,,,,,,,,,,,,,,,,,103091088
3,44,91,99,1,2,1,,,1,,-8,,,,,,,,,,,,,,,,,,103091099
3,44,91,108,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,103091108
3,44,91,113,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,103091113
3,44,91,114,1,1,1,50,,1,,400,,,,,,,,,,,,,,,,,,103091114
3,44,91,114,2,1,2,20,,1,,92,,,,,,,,,,,,,,,,,,103091114
3,44,91,131,1,1,1,200,,1,-8,500,,,,,,,,,,,,,,,,,,103091131
3,44,91,131,2,1,2,100,,1,-8,100,,,,,,,,,,,,,,,,,,103091131
3,37,92,23,1,1,1,100,0,2,,,,,,,,,,,,,,,,,,,,103092023
3,37,92,30,1,1,1,60,0,2,,,,,,,,,,,,,,,,,,,,103092030
3,37,92,31,1,1,1,50,0,2,,,,,,,,,,,,,,,,,,,,103092031
3,37,92,47,1,1,1,20,,1,,70,,,,,,,2,20,,2,,,,,,,,103092047
3,37,92,50,1,1,1,200,,2,,,,,,,,,,,,,,,,,,,,103092050
3,37,92,62,1,1,1,5,,,,,,,,,,,2,30,,2,,,,,,,,103092062
3,37,92,64,1,1,1,90,,1,,200,,,,,,,3,25,,8,,,,,,,,103092064
3,37,92,108,1,1,1,15,,1,,20,,,,,,,1,30,,2,,,,,,,,103092108
3,37,92,126,1,2,1,,,1,,20,,,,,,,,,,,,,,,,,,103092126
3,43,93,1,1,1,1,15,,1,-8,50,,,,,,,,,,,,,,,,,,103093001
3,43,93,2,1,1,1,15,,2,,,,,,,,,,,,,,,,,,,,103093002
3,43,93,3,1,1,1,150,,2,,,,,,,,,,,,,,,,,,,,103093003
3,43,93,7,2,1,2,100,,1,,600,,,,,,,,,,,,,,,,,,103093007
3,43,93,7,1,1,1,150,,1,,400,,,,,,,,,,,,,,,,,,103093007
3,43,93,8,2,1,2,30,,2,,,,,,,,,,,,,,,,,,,,103093008
3,43,93,8,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,103093008
3,43,93,15,1,1,1,300,,1,,1000,,,,,,,,,,,,,,,,,,103093015
3,43,93,17,3,1,3,40,,2,,,,,,,,,,,,,,,,,,,,103093017
3,43,93,17,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,103093017
3,43,93,17,2,1,2,50,,2,,,,,,,,,,,,,,,,,,,,103093017
3,43,93,18,1,1,1,200,,1,,20,,,,,,,,,,,,,,,,,,103093018
3,43,93,21,2,1,2,10,,1,,20,,,,,,,,,,,,,,,,,,103093021
3,43,93,21,1,,1,,,,,,,,,,,,,,,,,,,,,,,103093021
3,43,93,31,1,1,1,95,,1,-8,220,,,,,,,,,,,,,,,,,,103093031
3,43,93,34,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,103093034
3,43,93,38,2,1,2,30,,1,,400,,,,,,,,,,,,,,,,,,103093038
3,43,93,38,1,1,1,40,,1,,500,,,,,,,,,,,,,,,,,,103093038
3,43,93,52,1,1,2,10,,2,,,,,,,,,,,,,,,,,,,,103093052
3,43,93,52,2,1,1,40,,1,-8,400,,,,,,,,,,,,,,,,,,103093052
3,43,93,55,2,1,1,100,,1,-8,600,,,,,,,,,,,,,,,,,,103093055
3,43,93,55,1,1,3,50,,1,-8,100,,,,,,,,,,,,,,,,,,103093055
3,43,93,55,3,1,2,50,,2,,,,,,,,,,,,,,,,,,,,103093055
3,43,93,56,1,1,1,100,,1,,500,,,,,,,,,,,,,,,,,,103093056
3,43,93,56,2,1,1,,,1,,200,,,,,,,,,,,,,,,,,,103093056
3,43,93,56,3,1,2,50,,2,,,,,,,,,,,,,,,,,,,,103093056
3,43,94,1,1,2,1,,,1,,120,,,,,,,,,,,,,,,,,,103094001
3,43,94,2,1,1,1,85,,1,,,,,,,,,,,,,,,,,,,,103094002
3,43,94,6,2,1,2,50,,2,,,,,,,,,,,,,,,,,,,,103094006
3,43,94,6,1,1,1,100,,1,,500,,,,,,,,,,,,,,,,,,103094006
3,43,94,14,2,1,2,50,,1,,500,,,,,,,,,,,,,,,,,,103094014
3,43,94,14,3,,2,,,1,,300,,,,,,,,,,,,,,,,,,103094014
3,43,94,14,1,1,1,30,,1,,200,,,,,,,,,,,,,,,,,,103094014
3,43,94,18,4,1,2,70,,1,,500,,,,,,,,,,,,,,,,,,103094018
3,43,94,18,1,1,1,150,,1,,600,,,,,,,,,,,,,,,,,,103094018
3,43,94,18,2,,1,,,1,,700,,,,,,,,,,,,,,,,,,103094018
3,43,94,18,3,,1,,,1,,500,,,,,,,,,,,,,,,,,,103094018
3,43,94,18,5,,2,,,1,,200,,,,,,,2,,,,,,,,,,,103094018
3,43,94,32,2,,2,100,,1,-8,500,,,,,,,,,,,,,,,,,,103094032
3,43,94,32,1,1,1,300,,1,-8,600,,,,,,,,,,,,,,,,,,103094032
3,43,94,38,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103094038
3,43,94,46,1,1,1,50,,1,,10,,,,,,,,,,,,,,,,,,103094046
3,43,94,47,1,1,1,45,,2,,,,,,,,,,,,,,,,,,,,103094047
3,43,94,49,1,1,1,200,,1,-8,400,,,,,,,,,,,,,,,,,,103094049
3,43,94,49,2,1,2,100,,1,-8,1000,,,,,,,,,,,,,,,,,,103094049
3,43,94,51,1,1,1,30,,1,,10,,,,,,,,,,,,,,,,,,103094051
3,43,94,53,1,1,1,50,,,,200,,,,,,,,,,,,,,,,,,103094053
3,43,94,53,3,1,2,70,,2,,,,,,,,,,,,,,,,,,,,103094053
3,43,94,53,2,1,1,,,,,300,,,,,,,,,,,,,,,,,,103094053
3,43,94,56,1,1,1,100,,1,,600,,,,,,,,,,,,,,,,,,103094056
3,43,94,60,2,1,3,5,,2,,,,,,,,,,,,,,,,,,,,103094060
3,43,94,60,1,1,1,10,,1,,200,,,,,,,,,,,,,,,,,,103094060
3,43,94,63,1,,1,100,,1,-8,800,,,,,,,,,,,,,,,,,,103094063
3,43,95,4,1,1,1,80,,2,,,,,,,,,,,,,,,,,,,,103095004
3,43,95,10,1,1,1,150,,1,-8,80,,,,,,,,,,,,,,,,,,103095010
3,43,95,10,2,1,2,45,,2,,,,,,,,,,,,,,,,,,,,103095010
3,43,95,12,1,1,1,8,,1,-8,10,,,,,,,,,,,,,,,,,,103095012
3,43,95,13,1,1,1,10,,1,-8,100,,,,,,,,,,,,,,,,,,103095013
3,43,95,33,2,,2,,,1,,50,,,,,,,,,,,,,,,,,,103095033
3,43,95,33,1,1,2,180,,1,,300,,,,,,,,,,,,,,,,,,103095033
3,43,95,34,1,1,1,50,,1,,500,,,,,,,,,,,,,,,,,,103095034
3,43,95,35,1,1,1,500,,1,,1500,,,,,,,27,150,,4,"1,5",1,5,,,,,103095035
3,43,95,51,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,103095051
3,43,95,52,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103095052
3,43,95,63,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,103095063
3,43,95,74,1,1,1,70,,1,,1000,,,,,,,,,,,,,,,,,,103095074
3,43,95,74,2,1,2,20,,1,,20,,,,,,,,,,,,,,,,,,103095074
3,43,95,75,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,103095075
3,43,95,78,1,1,1,20,,1,-8,200,,,,,,,,,,,,,,,,,,103095078
3,43,95,78,3,1,3,20,,1,-8,100,,,,,,,,,,,,,,,,,,103095078
3,43,95,78,2,1,2,20,,1,-8,400,,,,,,,,,,,,,,,,,,103095078
3,43,96,2,1,1,1,,60,2,,,,,,,,,,,,,,,,,,,,103096002
3,43,96,8,1,1,1,2,,2,,,,,,,,,,,,,,,,,,,,103096008
3,43,96,10,2,1,2,,50,,-8,1,50,,,,,,,,,,,,,,,,,103096010
3,43,96,10,1,1,1,,90,1,-8,2,,,,,,,,,,,,,,,,,,103096010
3,43,96,23,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103096023
3,43,96,23,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,103096023
3,43,96,27,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,103096027
3,43,96,39,1,1,1,70,,2,,,,,,,,,,,,,,,,,,,,103096039
3,43,96,50,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,103096050
3,43,96,50,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,103096050
3,43,96,51,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,103096051
3,43,96,53,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103096053
3,43,96,53,2,1,2,70,,2,,,,,,,,,,,,,,,,,,,,103096053
3,43,96,58,1,1,1,70,,2,,,,,,,,,,,,,,,,,,,,103096058
3,43,96,81,1,2,1,,,1,,100,,,,,,,,,,,,,,,,,,103096081
3,43,96,85,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103096085
3,43,96,86,1,2,1,,,1,,5,,,,,,,,,,,,,,,,,,103096086
3,43,96,95,1,1,1,400,,2,,,,,,,,,,,,,,,,,,,,103096095
3,43,96,98,1,2,1,,,1,,300,,,,,,,,,,,,,,,,,,103096098
3,43,97,1,1,1,1,60,,1,,500,,,,,,,,,,,,,,,,,,103097001
3,43,97,4,1,1,1,60,,2,,,,,,,,,,,,,,,,,,,,103097004
3,43,97,5,1,1,1,40,,1,,30,,,,,,,,,,,,,,,,,,103097005
3,43,97,8,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,103097008
3,43,97,12,1,1,1,90,,1,,1000,,,,,,,,,,,,,,,,,,103097012
3,43,97,12,2,1,2,40,,2,,,,,,,,,,,,,,,,,,,,103097012
3,43,97,14,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,103097014
3,43,97,14,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,103097014
3,43,97,15,3,,1,,,1,,205,,,,,,,,,,,,,,,,,,103097015
3,43,97,15,1,1,1,30,,1,,300,,,,,,,,,,,,,,,,,,103097015
3,43,97,15,2,,1,,,1,,400,,,,,,,,,,,,,,,,,,103097015
3,43,97,17,1,1,1,30,,1,,500,,,,,,,,,,,,,,,,,,103097017
3,43,97,19,3,1,2,20,,2,,,,,,,,,,,,,,,,,,,,103097019
3,43,97,19,1,1,1,70,,1,,900,,,,,,,,,,,,,,,,,,103097019
3,43,97,19,2,1,1,,,1,,500,,,,,,,,,,,,,,,,,,103097019
3,43,97,20,2,1,2,5,,1,-8,,,,,,,,,,,,,,,,,,,103097020
3,43,97,20,1,1,1,100,,1,-8,800,,,,,,,,,,,,,,,,,,103097020
3,43,97,22,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,103097022
3,43,97,22,1,,1,50,,1,,300,,,,,,,,,,,,,,,,,,103097022
3,43,97,29,1,1,1,20,,1,,200,,,,,,,,,,,,,,,,,,103097029
3,43,97,30,2,1,2,10,,1,,100,,,,,,,,,,,,,,,,,,103097030
3,43,97,30,1,1,1,40,,1,,400,,,,,,,,,,,,,,,,,,103097030
3,43,97,33,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,103097033
3,43,97,33,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,103097033
3,43,97,34,1,1,1,25,,2,,,,,,,,,,,,,,,,,,,,103097034
3,43,98,14,2,1,2,20,,1,-8,300,,,,,,,,,,,,,,,,,,103098014
3,43,98,14,1,1,1,80,,1,-8,700,,,,,,,,,,,,,,,,,,103098014
3,43,98,15,3,1,3,,10,1,,4,,,,,,,,,,,,,,,,,,103098015
3,43,98,15,1,1,1,10,,1,,20,,,,,,,,,,,,,,,,,,103098015
3,43,98,15,2,1,2,5,,1,,190,,,,,,,,,,,,,,,,,,103098015
3,43,98,17,1,1,1,70,,1,-8,700,,,,,,,,,,,,,,,,,,103098017
3,43,98,17,2,1,5,20,,1,-8,400,,,,,,,,,,,,,,,,,,103098017
3,43,98,21,1,1,2,60,,1,,120,,,,,,,,,,,,,,,,,,103098021
3,43,98,29,1,1,1,300,,2,,,,,,,,,,,,,,,,,,,,103098029
3,43,98,31,1,1,1,40,,1,,400,,,,,,,,,,,,,,,,,,103098031
3,43,98,35,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103098035
3,43,98,52,1,1,1,30,,1,,300,,,,,,,,,,,,,,,,,,103098052
3,43,98,55,1,1,1,30,,1,,200,,,,,,,,,,,,,,,,,,103098055
3,43,98,57,2,1,2,30,,1,-8,10,,,,,,,,,,,,,,,,,,103098057
3,43,98,57,1,1,1,,45,1,-8,10,,,,,,,,,,,,,,,,,,103098057
3,43,98,60,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,103098060
3,43,98,68,1,1,1,5,,1,,40,,,,,,,,,,,,,,,,,,103098068
3,43,98,74,2,,1,,,1,,100,,,,,,,,,,,,,,,,,,103098074
3,43,98,74,1,1,1,40,,1,,260,,,,,,,,,,,,,,,,,,103098074
3,43,98,74,3,1,2,60,,,,,,,,,,,,,,,,,,,,,,103098074
3,43,98,76,1,1,1,70,,1,,500,,,,,,,30,300,,2,"5",5,,,,,,103098076
3,43,98,90,2,1,2,,,2,,,,,,,,,,,,,,,,,,,,103098090
3,43,98,90,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,103098090
3,39,99,1,1,1,1,8,,2,,,,,,,,,,,,,,,,,,,,103099001
3,39,99,4,1,1,1,15,,2,,,,,,,,,,,,,,,,,,,,103099004
3,39,99,5,1,1,1,15,,2,,,,,,,,,,,,,,,,,,,,103099005
3,39,99,10,1,1,1,4,,2,,,,,,,,,,,,,,,,,,,,103099010
3,39,99,12,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,103099012
3,39,99,13,1,1,1,50,,1,,150,,,,,,,30,140,,2,"5",5,,,,,,103099013
3,39,99,14,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103099014
3,39,99,15,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103099015
3,39,99,16,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,103099016
3,39,99,16,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103099016
3,39,99,20,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,103099020
3,39,99,21,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,103099021
3,39,99,21,1,1,1,2,,2,,,,,,,,,,,,,,,,,,,,103099021
3,39,99,22,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,103099022
3,39,99,25,2,1,1,4,,2,,,,,,,,,,,,,,,,,,,,103099025
3,39,99,25,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,103099025
3,38,100,2,1,2,1,,,1,,200,,,,,,,,,,,,,,,,,,103100002
3,38,100,4,1,1,1,60,,2,,,,,,,,,,,,,,,,,,,,103100004
3,38,100,10,1,2,1,,,1,,700,,,,,,,,,,,,,,,,,,103100010
3,38,100,11,1,2,1,,,1,,50,,,,,,,,,,,,,,,,,,103100011
3,38,100,15,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,103100015
3,38,100,16,1,1,1,80,,1,,,,,,,,,30,28,,2,"7.",7,,,,,,103100016
3,38,100,17,1,1,1,80,,2,,,,,,,,,,,,,,,,,,,,103100017
3,38,100,19,2,1,3,500,,2,,,,,,,,,,,,,,,,,,,,103100019
3,38,100,19,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,103100019
3,38,100,32,1,1,1,90,,1,-8,250,,,,,,,,,,,,,,,,,,103100032
3,38,100,35,1,1,1,3,,2,,,,,,,,,,,,,,,,,,,,103100035
3,38,100,42,1,1,1,25,,1,-8,20,,,,,,,,,,,,,,,,,,103100042
