"id1","id2","id3","id4","s4avi1_plotno","s4avi_a161i","s4avi_a162","s4avi_a163","s4avi_a164i","s4avi_a164ii","s4avi_a165i","s4avi_a165ii","s4avi_a166","s4avi_a167i","s4avi_a167ii","s4avi_a168i","s4avi_a168ii","s4avi_a169i","s4avi_a169ii","s4avi_a169iii","s4avi_a169iv","s4avi_a170i","s4avi_a170","s4avi_a171","s4avi_a172i","s4avi_a172ii","s4avi_a173i","s4avi_a173ii","s4avi_a174","s4avi_a175i","s4avi_a175ii","s4avi_a176i","s4avi_a176ii","s4avi_a177i","s4avi_a177ii","s4avi_a177iii","s4avi_a177iv","s4avi_a178i","s4avi_a178","s4avi_a179","s4avi_a180i","s4avi_a180ii","s4avi_a181i","s4avi_a181ii","s4avi_a182","s4avi_a183i","s4avi_a183ii","s4avi_a184i","s4avi_a184ii","s4avi_a185i","s4avi_a185ii","s4avi_a185iii","s4avi_a185iv","s4avi_a186i","s4avi_a186","s4avi_a187","s4avi_a188i","s4avi_a188ii","s4avi_a189i","s4avi_a189ii","s4avi_a190","s4avi_a191i","s4avi_a191ii","s4avi_a192i","s4avi_a192ii","s4avi_a193i","s4avi_a193ii","s4avi_a193iii","s4avi_a193iv","s4avi_a194i","s4avi_a194","s4avi_a195","s4avi_a196i","s4avi_a196ii","s4avi_a197i","s4avi_a197ii","s4avi_a198","s4avi_a199i","s4avi_a199ii","s4avi_a200i","s4avi_a200ii","s4avi_a201i","s4avi_a201ii","s4avi_a201iii","s4avi_a201iv","hhno"
5,7,156,41,3,66,1,3,8,15,56,,3,,,,,,,,,,1,3,3,15,24,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156041
5,7,156,41,1,66,1,3,4,15,28,,3,,,,,,,,,,1,3,2,15,16,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156041
5,7,156,41,4,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,15,14,,3,,,,,,,,,,,,,,,,,,,,,,,,,105156041
5,7,156,48,1,66,1,3,3,15,21,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156048
5,7,156,48,2,66,1,3,2,15,14,,3,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156048
5,7,156,49,1,10,1,3,1,7,102,,1,1,7,,,,,,,17,1,3,2,36,18,,3,,,,,,,,,39,1,3,2,15,15,,3,,,,,,,,,,1,3,2,15,16,,3,,,,,,,,,,,,,,,,,,,,,,,,,105156049
5,7,156,66,1,33,1,3,4,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156066
5,7,156,68,2,39,1,3,2,15,16,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156068
5,7,156,68,4,39,1,3,6,15,48,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156068
5,7,156,68,3,39,1,3,7,15,56,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156068
5,7,156,68,1,39,1,3,3,15,24,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156068
5,7,156,70,1,33,1,3,1.5,6,135,,3,,,,,19,,,,10,1,3,2,6,200,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105156070
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,8,158,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105158048
5,9,161,11,1,,1,3,1,15,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161011
5,9,161,13,1,33,,3,2,15,16,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161013
5,9,161,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161013
5,9,161,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161015
5,9,161,15,5,33,1,3,0.5,15,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161015
5,9,161,15,1,33,1,3,1,15,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161015
5,9,161,15,3,33,1,3,0.5,15,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161015
5,9,161,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161015
5,9,161,17,1,17,1,3,4,15,20,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161017
5,9,161,33,2,17,2,,,,,,,,,,,,,,,33,1,3,2,15,20,,3,,,,,19,5,,,30,1,3,2,15,20,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161033
5,9,161,33,1,17,1,3,2,15,18,,3,,,,,19,,,,33,2,,,,,,,,,,,,,,,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105161033
5,9,162,1,1,55,1,3,6,15,42,0,3,,,,,19,5,,,33,1,3,3,15,21,0,3,,,,,19,5,,,17,1,3,3,15,18,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162001
5,9,162,5,1,10,1,4,4,15,36,0,3,,,,,27,12,,,69,1,2,1,15,6,0,3,,,,,27,12,,,9,1,2,4,15,24,0,3,,,,,27,12,,,55,1,3,5,15,45,0,3,,,,,19,27,12,,,,,,,,,,,,,,,,,,105162005
5,9,162,5,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,55,1,3,3,15,27,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,105162005
5,9,162,8,2,55,1,3,2,15,14,0,3,,,,,5,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162008
5,9,162,8,1,55,1,3,8,15,56,0,3,,,,,19,5,,,33,1,3,2,15,13,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162008
5,9,162,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162009
5,9,162,9,1,28,1,3,3,15,21,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162009
5,9,162,9,2,28,1,3,1,15,7,0,3,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162009
5,9,162,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162019
5,9,162,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162019
5,9,162,19,5,15,1,2,100,14,900,0,3,,,,,19,,,,33,1,3,2,15,12,0,3,,,,,,,,,17,1,3,2,14,20,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162019
5,9,162,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162019
5,9,162,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162019
5,9,162,24,2,7,1,3,6,15,45,0,3,,,,,,,,,33,1,3,2,15,13,0,3,,,,,,,,,17,1,,3,14,21,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162024
5,9,162,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162024
5,9,162,27,3,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,3,2,15,24,0,3,,,,,28,,,,66,1,3,1,15,24,0,3,,,,,28,,,,15,1,2,4,18,112,0,3,,,,,28,,,,105162027
5,9,162,27,2,17,1,3,3,15,24,0,3,,,,,19,,,,55,1,3,3,15,30,0,3,,,,,19,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,105162027
5,9,162,27,1,17,1,3,5,15,40,0,3,,,,,19,5,,,55,1,3,6,15,60,0,3,,,,,19,5,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,15,1,2,5,18,140,0,3,,,,,19,5,,,105162027
5,9,162,28,,33,1,3,2,15,16,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162028
5,9,162,28,,33,1,3,1.5,15,12,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162028
5,9,162,29,1,47,1,3,5,15,30,0,3,,,,,19,5,,,33,1,3,2,15,11,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162029
5,9,162,29,3,47,1,3,1,15,6,0,3,,,,,27,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162029
5,9,162,29,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162029
5,9,162,31,1,55,1,3,4,15,32,0,3,,,,,19,5,,,16,1,2,1,18,40,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162031
5,9,162,31,2,55,1,,4,15,32,0,3,,,,,19,5,,,16,1,2,1,18,40,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105162031
5,9,163,53,1,33,1,3,3,15,24,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163053
5,9,163,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163065
5,9,163,65,1,3,1,3,5,15,30,,,,,,,,,,,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163065
5,9,163,65,3,3,1,3,10,15,60,,3,,,,,,,,,66,1,2,5,15,73,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163065
5,9,163,79,1,28,1,3,13,15,117,,3,,,,,26,,,,8,1,4,18,15,216,,3,,,,,26,,,,15,1,2,7,18,294,,2,7,18,14,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105163079
5,10,164,8,1,83,1,3,1,37,5,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164008
5,10,164,20,1,17,1,3,2,15,18,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164020
5,10,164,29,4,,1,3,2,15,18,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164029
5,10,164,29,5,,1,3,3,15,27,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164029
5,10,164,29,3,,1,3,4,15,36,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164029
5,10,164,29,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164029
5,10,164,29,1,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164029
5,10,164,30,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164030
5,10,164,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164030
5,10,164,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164030
5,10,164,30,1,17,1,3,2,14,14,,3,,,,,,,,,39,1,3,2,15,14,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164030
5,10,164,33,1,17,1,3,1,15,7,50,3,,,,,19,,,,55,1,3,1,15,8,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164033
5,10,164,38,1,17,1,3,3,15,22,50,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105164038
5,10,165,5,1,17,1,4,5,14,36,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165005
5,10,165,19,1,7,1,3,6,15,57,,3,,,,,,,,,33,1,,6,15,45,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165019
5,10,165,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165019
5,10,165,53,1,17,1,3,6,15,48,,3,,,,,19,,,,66,1,3,4,15,32,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105165053
5,11,166,1,3,15,1,2,0.5,19,25,,2,0.25,19,12,50,19,,,,16,1,2,0.5,19,20,,3,,,,,19,,,,27,1,3,3,15,19,50,3,,,,,37,,,,,2,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,105166001
5,11,166,1,2,,,,,,,,,,,,,,,,,16,2,,,,,,,,,,,,,,,27,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,105166001
5,11,166,1,1,,,,,,,,,,,,,,,,,16,2,,,,,,,,,,,,,,,27,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,105166001
5,11,166,1,4,15,1,2,2,2,9,,3,,,,,37,,,,16,2,,,,,,,,,,,,,,,27,1,3,2,15,13,,3,,,,,37,,,,,1,2,4,41,10,,3,,,,,37,,,,10,1,5,1,41,3,,3,,,,,37,,,,105166001
5,11,166,8,1,28,1,3,1,15,9,,3,,,,,5,19,,,17,1,,1,15,7,50,3,,,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166008
5,11,166,8,2,28,2,,,,,,,,,,,,,,,17,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166008
5,11,166,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166012
5,11,166,12,1,15,1,2,2,37,10,,3,,,,,19,,,,58,1,3,3,15,15,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166012
5,11,166,19,1,28,1,3,1,15,7,50,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166019
5,11,166,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166027
5,11,166,27,1,33,1,3,2,15,13,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166027
5,11,166,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166031
5,11,166,31,1,17,1,3,5,14,8,50,3,,,,,,,,,33,1,3,1,15,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166031
5,11,166,39,1,27,1,3,3,15,24,,3,,,,,,,,,96,1,,1,15,8,,3,,,,,,,,,15,1,,100,14,112,,3,,,,,19,,,,16,1,2,100,14,112,,3,,,,,19,,,,,,,,,,,,,,,,,,,,105166039
5,11,166,39,2,27,1,3,3,15,24,,3,,,,,,,,,,,,1,15,8,,3,,,,,,,,,15,1,,50,14,56,,3,,,,,19,,,,16,1,2,50,14,56,,3,,,,,19,,,,,,,,,,,,,,,,,,,,105166039
5,11,166,47,1,17,1,3,10,15,17,,3,,,,,,,,,15,1,,25,15,24,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166047
5,11,166,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166047
5,11,166,52,1,28,1,3,2,15,15,,3,,,,,19,5,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166052
5,11,166,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166052
5,11,166,52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166052
5,11,166,56,2,17,1,3,1,15,7,,3,,,,,19,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166056
5,11,166,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166056
5,11,166,60,3,95,1,3,1.5,15,11,25,3,,,,,19,5,,,33,1,3,3,15,27,,3,,,,,19,5,,,17,1,3,1,15,6,50,3,,,,,19,,,,15,1,2,1,18,56,,1,1,18,30,,19,,,,,,,,,,,,,,,,,,,,105166060
5,11,166,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166060
5,11,166,60,2,95,1,3,4,15,30,,3,,,,,19,5,,,33,1,3,2,15,18,,3,,,,,19,5,,,17,1,3,2.5,15,16,25,3,,,,,19,,,,15,1,2,1,18,56,,1,1,18,30,,19,,,,,,,,,,,,,,,,,,,,105166060
5,11,166,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166060
5,12,168,52,1,,1,4,12,15,30,,3,,,,,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105168052
5,12,169,3,2,,1,2,50,14,50,0,1,50,14,26,0,19,,,,,1,3,2,15,14,0,3,,,,,19,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169003
5,12,169,3,3,,1,2,50,1,55,0,1,50,14,25,0,19,,,,,1,3,2,15,14,0,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169003
5,12,169,3,1,,1,2,100,14,100,0,1,100,14,48,0,19,,,,,1,3,3,15,21,0,3,,,,,,,,,,1,4,50,14,9,0,3,,,,,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169003
5,12,169,4,1,15,1,2,100,14,84,0,3,,,,,19,23,,,16,1,2,100,14,84,0,3,,,,,19,,,,3,1,3,12,15,84,0,3,,,,,19,23,,,7,1,,3,15,21,0,3,,,,,19,23,,,,1,4,2,15,14,0,3,,,,,23,,,,105169004
5,12,169,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169004
5,12,169,4,3,15,1,2,50,14,42,0,3,,,,,19,,,,16,1,2,50,14,42,0,3,,,,,,,,,3,1,3,6,15,42,50,3,,,,,19,,,,7,1,,1,15,7,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,105169004
5,12,169,7,3,15,1,2,100,14,100,0,2,100,14,52,0,19,,,,33,1,,1,15,7,0,3,,,,,19,,,,79,1,3,3,15,18,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169007
5,12,169,7,2,15,1,2,100,14,100,0,2,100,14,52,0,19,,,,33,1,3,1,15,7,0,3,,,,,19,,,,79,1,3,3,15,18,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169007
5,12,169,7,1,15,1,2,100,14,100,0,2,100,14,52,0,19,5,,,33,1,3,1,15,7,0,3,,,,,19,5,,,79,1,3,3,15,18,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169007
5,12,169,8,2,15,1,2,100,14,84,0,3,,,,,19,5,,,16,1,2,100,14,84,0,3,,,,,19,5,,,33,1,3,6,15,42,0,3,,,,,19,5,,,79,1,3,6,15,42,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,105169008
5,12,169,8,1,15,1,2,100,14,84,0,3,,,,,19,,,,16,1,2,150,14,126,0,3,,,,,19,,,,33,1,3,12,15,84,0,3,,,,,19,,,,79,1,3,8,15,56,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,105169008
5,12,169,8,3,15,1,2,50,14,42,0,3,,,,,19,,,,16,1,2,50,14,42,0,3,,,,,19,,,,33,1,3,3,15,21,0,3,,,,,19,,,,79,1,3,3,15,21,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,105169008
5,12,169,15,1,7,1,3,5,15,35,0,1,5,15,10,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169015
