"id1","id2","id3","id4","cropno","s4bii_b74i","s4bii_b74ii","s4bii_b75i","s4bii_b75ii","s4bii_b76i","s4bii_b76ii","s4bii_b77","s4bii_b78","s4bii_b79","s4bii_b80","s4bii_b81","s4bii_b82","hhno"
4,50,126,7,6,,,,,,,,,,,,,104126007
4,50,126,7,9,,,,,,,,,,,,,104126007
4,50,126,7,13,,,,,,,,,,,,,104126007
4,50,126,7,4,,,,,,,,,,,,,104126007
4,50,126,7,12,,,,,,,,,,,,,104126007
4,50,126,7,7,,,,,,,,,,,,,104126007
4,50,126,17,2,,,,,,,,,,,,,104126017
4,50,126,17,5,,,,,,,,,,,,,104126017
4,50,126,17,9,,,,,,,,,,,,,104126017
4,50,126,17,3,,,,,,,,,,,,,104126017
4,50,126,17,8,,,,,,,,,,,,,104126017
4,50,126,17,15,,,,,,,,,,,,,104126017
4,50,126,17,4,,,,,,,,,,,,,104126017
4,50,126,17,14,,,,,,,,,,,,,104126017
4,50,126,17,7,,,,,,,,,,,,,104126017
4,50,126,17,11,,,,,,,,,,,,,104126017
4,50,126,17,6,,,,,,,,,,,,,104126017
4,50,126,17,10,,,,,,,,,,,,,104126017
4,50,126,17,13,,,,,,,,,,,,,104126017
4,50,126,17,1,19,"MAIZE",30,6,20,6,2,2,,2,,,104126017
4,50,126,17,12,,,,,,,,,,,,,104126017
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,21,,,,,,,,,,,,,,104126021
4,50,126,41,15,,,,,,,,,,,,,104126041
4,50,126,41,2,,,,,,,,,,,,,104126041
4,50,126,41,14,,,,,,,,,,,,,104126041
4,50,126,41,3,,,,,,,,,,,,,104126041
4,50,126,41,12,,,,,,,,,,,,,104126041
4,50,126,41,13,,,,,,,,,,,,,104126041
4,50,126,41,7,,,,,,,,,,,,,104126041
4,50,126,41,11,,,,,,,,,,,,,104126041
4,50,126,41,9,,,,,,,,,,,,,104126041
4,50,126,41,6,,,,,,,,,,,,,104126041
4,50,126,41,4,,,,,,,,,,,,,104126041
4,50,126,41,8,,,,,,,,,,,,,104126041
4,50,126,41,5,,,,,,,,,,,,,104126041
4,50,126,41,1,19,"MAIZE",40,6,12,6,2,2,,2,,,104126041
4,50,126,41,10,,,,,,,,,,,,,104126041
4,50,342,1,12,,,,,,,,,,,,,104342001
4,50,342,1,9,,,,,,,,,,,,,104342001
4,50,342,1,2,,,,,,,,,,,,,104342001
4,50,342,1,1,19,"MAIZE",1,18,40,6,2,2,,2,,,104342001
4,50,342,1,5,,,,,,,,,,,,,104342001
4,50,342,1,7,,,,,,,,,,,,,104342001
4,50,342,1,8,,,,,,,,,,,,,104342001
4,50,342,1,15,,,,,,,,,,,,,104342001
4,50,342,1,11,,,,,,,,,,,,,104342001
4,50,342,1,6,,,,,,,,,,,,,104342001
4,50,342,1,13,,,,,,,,,,,,,104342001
4,50,342,1,10,,,,,,,,,,,,,104342001
4,50,342,1,3,,,,,,,,,,,,,104342001
4,50,342,1,4,,,,,,,,,,,,,104342001
4,50,342,1,14,,,,,,,,,,,,,104342001
4,50,342,2,3,,,,,,,,,,,,,104342002
4,50,342,2,12,,,,,,,,,,,,,104342002
4,50,342,2,5,,,,,,,,,,,,,104342002
4,50,342,2,13,,,,,,,,,,,,,104342002
4,50,342,2,1,19,"MAIZE",18,6,8,6,2,2,,2,,,104342002
4,50,342,2,2,,,,,,,,,,,,,104342002
4,50,342,2,10,,,,,,,,,,,,,104342002
4,50,342,2,8,,,,,,,,,,,,,104342002
4,50,342,2,14,,,,,,,,,,,,,104342002
4,50,342,2,4,,,,,,,,,,,,,104342002
4,50,342,2,6,,,,,,,,,,,,,104342002
4,50,342,2,11,,,,,,,,,,,,,104342002
4,50,342,2,15,,,,,,,,,,,,,104342002
4,50,342,2,7,,,,,,,,,,,,,104342002
4,50,342,2,9,,,,,,,,,,,,,104342002
4,50,342,3,11,,,,,,,,,,,,,104342003
4,50,342,3,13,,,,,,,,,,,,,104342003
4,50,342,3,12,,,,,,,,,,,,,104342003
4,50,342,3,4,,,,,,,,,,,,,104342003
4,50,342,3,14,,,,,,,,,,,,,104342003
4,50,342,3,10,,,,,,,,,,,,,104342003
4,50,342,3,2,,,,,,,,,,,,,104342003
4,50,342,3,8,,,,,,,,,,,,,104342003
4,50,342,3,9,,,,,,,,,,,,,104342003
4,50,342,3,1,19,"MAIZE",1,18,1,18,2,2,,2,,,104342003
4,50,342,3,3,,,,,,,,,,,,,104342003
4,50,342,3,7,,,,,,,,,,,,,104342003
4,50,342,3,6,,,,,,,,,,,,,104342003
4,50,342,3,5,,,,,,,,,,,,,104342003
4,50,342,3,15,,,,,,,,,,,,,104342003
4,50,342,4,7,,,,,,,,,,,,,104342004
4,50,342,4,14,,,,,,,,,,,,,104342004
4,50,342,4,12,,,,,,,,,,,,,104342004
4,50,342,4,4,,,,,,,,,,,,,104342004
4,50,342,4,10,,,,,,,,,,,,,104342004
4,50,342,4,11,,,,,,,,,,,,,104342004
4,50,342,4,5,,,,,,,,,,,,,104342004
4,50,342,4,1,19,"MAIZE",5,6,3,6,2,2,,2,,,104342004
4,50,342,4,6,,,,,,,,,,,,,104342004
4,50,342,4,8,,,,,,,,,,,,,104342004
4,50,342,4,9,,,,,,,,,,,,,104342004
4,50,342,4,15,,,,,,,,,,,,,104342004
4,50,342,4,2,,,,,,,,,,,,,104342004
4,50,342,4,3,,,,,,,,,,,,,104342004
4,50,342,4,13,,,,,,,,,,,,,104342004
4,50,342,14,2,40,"YAM",150,26,65,26,2,2,,2,,,104342014
4,50,342,14,1,19,"MAIZE",1,19,15,2,2,2,,2,,,104342014
4,50,342,14,10,,,,,,,,,,,,,104342014
4,50,342,14,7,,,,,,,,,,,,,104342014
4,50,342,14,4,,,,,,,,,,,,,104342014
4,50,342,14,6,,,,,,,,,,,,,104342014
4,50,342,14,14,,,,,,,,,,,,,104342014
4,50,342,14,5,,,,,,,,,,,,,104342014
4,50,342,14,15,,,,,,,,,,,,,104342014
4,50,342,14,9,,,,,,,,,,,,,104342014
4,50,342,14,8,,,,,,,,,,,,,104342014
4,50,342,14,11,,,,,,,,,,,,,104342014
4,50,342,14,3,,,,,,,,,,,,,104342014
4,50,342,14,12,,,,,,,,,,,,,104342014
4,50,342,14,13,,,,,,,,,,,,,104342014
4,50,342,17,8,,,,,,,,,,,,,104342017
4,50,342,17,13,,,,,,,,,,,,,104342017
4,50,342,17,15,,,,,,,,,,,,,104342017
4,50,342,17,2,31,"RICE",28,18,22,18,2,2,,2,,,104342017
4,50,342,17,5,,,,,,,,,,,,,104342017
4,50,342,17,7,,,,,,,,,,,,,104342017
4,50,342,17,1,19,"MAIZE",3,18,4,18,2,2,,2,,,104342017
4,50,342,17,9,,,,,,,,,,,,,104342017
4,50,342,17,6,,,,,,,,,,,,,104342017
4,50,342,17,11,,,,,,,,,,,,,104342017
4,50,342,17,12,,,,,,,,,,,,,104342017
4,50,342,17,3,,,,,,,,,,,,,104342017
4,50,342,17,14,,,,,,,,,,,,,104342017
4,50,342,17,10,,,,,,,,,,,,,104342017
4,50,342,17,4,,,,,,,,,,,,,104342017
4,50,342,19,1,19,"MAIZE",3,18,7,19,2,2,,2,,,104342019
4,50,342,19,5,,,,,,,,,,,,,104342019
4,50,342,19,3,,,,,,,,,,,,,104342019
4,50,342,19,14,,,,,,,,,,,,,104342019
4,50,342,19,7,,,,,,,,,,,,,104342019
4,50,342,19,4,,,,,,,,,,,,,104342019
4,50,342,19,15,,,,,,,,,,,,,104342019
4,50,342,19,11,,,,,,,,,,,,,104342019
4,50,342,19,2,31,"RICE",13,18,12,18,2,2,,2,,,104342019
4,50,342,19,9,,,,,,,,,,,,,104342019
4,50,342,19,13,,,,,,,,,,,,,104342019
4,50,342,19,10,,,,,,,,,,,,,104342019
4,50,342,19,6,,,,,,,,,,,,,104342019
4,50,342,19,12,,,,,,,,,,,,,104342019
4,50,342,19,8,,,,,,,,,,,,,104342019
4,50,342,21,1,19,"MAIZE",1,18,2,18,2,2,,2,,,104342021
4,50,342,21,6,,,,,,,,,,,,,104342021
4,50,342,21,13,,,,,,,,,,,,,104342021
4,50,342,21,11,,,,,,,,,,,,,104342021
4,50,342,21,4,,,,,,,,,,,,,104342021
4,50,342,21,2,,,,,,,,,,,,,104342021
4,50,342,21,10,,,,,,,,,,,,,104342021
4,50,342,21,15,,,,,,,,,,,,,104342021
4,50,342,21,5,,,,,,,,,,,,,104342021
4,50,342,21,14,,,,,,,,,,,,,104342021
4,50,342,21,3,,,,,,,,,,,,,104342021
4,50,342,21,7,,,,,,,,,,,,,104342021
4,50,342,21,12,,,,,,,,,,,,,104342021
4,50,342,21,8,,,,,,,,,,,,,104342021
4,50,342,21,9,,,,,,,,,,,,,104342021
4,50,342,22,1,19,"MAIZE",1,19,4,19,2,2,,2,,,104342022
4,50,342,22,8,,,,,,,,,,,,,104342022
4,50,342,22,6,,,,,,,,,,,,,104342022
4,50,342,22,12,,,,,,,,,,,,,104342022
4,50,342,22,3,,,,,,,,,,,,,104342022
4,50,342,22,9,,,,,,,,,,,,,104342022
4,50,342,22,2,31,"RICE",1,18,12,2,2,2,,2,,,104342022
4,50,342,22,4,,,,,,,,,,,,,104342022
4,50,342,22,13,,,,,,,,,,,,,104342022
4,50,342,22,7,,,,,,,,,,,,,104342022
4,50,342,22,10,,,,,,,,,,,,,104342022
4,50,342,22,5,,,,,,,,,,,,,104342022
4,50,342,22,11,,,,,,,,,,,,,104342022
4,50,342,22,15,,,,,,,,,,,,,104342022
4,50,342,22,14,,,,,,,,,,,,,104342022
4,50,342,26,7,,,,,,,,,,,,,104342026
4,50,342,26,3,,,,,,,,,,,,,104342026
4,50,342,26,1,19,"MAIZE",2,18,3,19,2,2,,2,,,104342026
4,50,342,26,13,,,,,,,,,,,,,104342026
4,50,342,26,14,,,,,,,,,,,,,104342026
4,50,342,26,5,,,,,,,,,,,,,104342026
4,50,342,26,12,,,,,,,,,,,,,104342026
4,50,342,26,6,,,,,,,,,,,,,104342026
4,50,342,26,10,,,,,,,,,,,,,104342026
4,50,342,26,11,,,,,,,,,,,,,104342026
4,50,342,26,9,,,,,,,,,,,,,104342026
4,50,342,26,2,,,,,,,,,,,,,104342026
4,50,342,26,8,,,,,,,,,,,,,104342026
4,50,342,26,4,,,,,,,,,,,,,104342026
4,50,342,26,15,,,,,,,,,,,,,104342026
4,51,127,3,5,,,,,,,,,,,,,104127003
4,51,127,3,9,,,,,,,,,,,,,104127003
4,51,127,3,14,,,,,,,,,,,,,104127003
4,51,127,3,4,,,,,,,,,,,,,104127003
4,51,127,3,6,,,,,,,,,,,,,104127003
4,51,127,3,11,,,,,,,,,,,,,104127003
4,51,127,3,13,,,,,,,,,,,,,104127003
4,51,127,3,8,,,,,,,,,,,,,104127003
4,51,127,3,1,19,"MAIZE",2,18,20,6,2,2,,1,2,"1",104127003
4,51,127,3,2,,,,,,,,,,,,,104127003
4,51,127,3,12,,,,,,,,,,,,,104127003
4,51,127,3,15,,,,,,,,,,,,,104127003
4,51,127,3,7,,,,,,,,,,,,,104127003
4,51,127,3,3,,,,,,,,,,,,,104127003
4,51,127,3,10,,,,,,,,,,,,,104127003
4,51,127,7,1,19,,1,18,10,6,2,2,,1,1,"1",104127007
4,51,127,7,7,,,,,,,,,,,,,104127007
4,51,127,7,12,,,,,,,,,,,,,104127007
4,51,127,7,3,,,,,,,,,,,,,104127007
4,51,127,7,4,,,,,,,,,,,,,104127007
4,51,127,7,14,,,,,,,,,,,,,104127007
4,51,127,7,2,,,,,,,,,,,,,104127007
4,51,127,7,8,,,,,,,,,,,,,104127007
4,51,127,7,13,,,,,,,,,,,,,104127007
4,51,127,7,15,,,,,,,,,,,,,104127007
4,51,127,7,6,,,,,,,,,,,,,104127007
4,51,127,7,10,,,,,,,,,,,,,104127007
4,51,127,7,9,,,,,,,,,,,,,104127007
4,51,127,7,5,,,,,,,,,,,,,104127007
4,51,127,7,11,,,,,,,,,,,,,104127007
4,51,127,8,5,,,,,,,,,,,,,104127008
4,51,127,8,6,,,,,,,,,,,,,104127008
4,51,127,8,1,19,"MAIZE",1,18,1,19,2,2,,1,1,"1",104127008
4,51,127,8,13,,,,,,,,,,,,,104127008
4,51,127,8,15,,,,,,,,,,,,,104127008
4,51,127,8,8,,,,,,,,,,,,,104127008
4,51,127,8,3,,,,,,,,,,,,,104127008
4,51,127,8,2,31,"RICE",1,18,1,19,2,2,,2,,,104127008
4,51,127,8,12,,,,,,,,,,,,,104127008
4,51,127,8,10,,,,,,,,,,,,,104127008
4,51,127,8,14,,,,,,,,,,,,,104127008
4,51,127,8,4,,,,,,,,,,,,,104127008
4,51,127,8,9,,,,,,,,,,,,,104127008
4,51,127,8,7,,,,,,,,,,,,,104127008
4,51,127,8,11,,,,,,,,,,,,,104127008
4,51,127,9,7,,,,,,,,,,,,,104127009
4,51,127,9,3,,,,,,,,,,,,,104127009
4,51,127,9,14,,,,,,,,,,,,,104127009
4,51,127,9,13,,,,,,,,,,,,,104127009
4,51,127,9,8,,,,,,,,,,,,,104127009
4,51,127,9,2,,,,,,,,,,,,,104127009
4,51,127,9,12,,,,,,,,,,,,,104127009
4,51,127,9,11,,,,,,,,,,,,,104127009
4,51,127,9,15,,,,,,,,,,,,,104127009
4,51,127,9,1,19,"MAIZE",1,18,1,18,2,2,,1,10,"1",104127009
4,51,127,9,5,,,,,,,,,,,,,104127009
4,51,127,9,4,,,,,,,,,,,,,104127009
4,51,127,9,9,,,,,,,,,,,,,104127009
4,51,127,9,6,,,,,,,,,,,,,104127009
4,51,127,9,10,,,,,,,,,,,,,104127009
4,51,127,11,6,,,,,,,,,,,,,104127011
4,51,127,11,12,,,,,,,,,,,,,104127011
4,51,127,11,1,19,"MAIZE",1,18,30,2,2,2,,2,,,104127011
4,51,127,11,11,,,,,,,,,,,,,104127011
4,51,127,11,15,,,,,,,,,,,,,104127011
4,51,127,11,10,,,,,,,,,,,,,104127011
4,51,127,11,2,,,,,,,,,,,,,104127011
4,51,127,11,13,,,,,,,,,,,,,104127011
4,51,127,11,8,,,,,,,,,,,,,104127011
4,51,127,11,7,,,,,,,,,,,,,104127011
4,51,127,11,3,,,,,,,,,,,,,104127011
4,51,127,11,9,,,,,,,,,,,,,104127011
4,51,127,11,4,,,,,,,,,,,,,104127011
4,51,127,11,5,,,,,,,,,,,,,104127011
4,51,127,11,14,,,,,,,,,,,,,104127011
4,51,127,12,14,,,,,,,,,,,,,104127012
4,51,127,12,15,,,,,,,,,,,,,104127012
4,51,127,12,11,,,,,,,,,,,,,104127012
4,51,127,12,5,,,,,,,,,,,,,104127012
4,51,127,12,2,3,"BEANS",4,18,4,18,2,2,,2,,,104127012
4,51,127,12,13,,,,,,,,,,,,,104127012
4,51,127,12,3,,,,,,,,,,,,,104127012
4,51,127,12,4,,,,,,,,,,,,,104127012
4,51,127,12,7,,,,,,,,,,,,,104127012
4,51,127,12,9,,,,,,,,,,,,,104127012
4,51,127,12,1,19,"MAIZE",15,18,15,18,2,2,,2,,,104127012
4,51,127,12,6,,,,,,,,,,,,,104127012
4,51,127,12,12,,,,,,,,,,,,,104127012
4,51,127,12,8,,,,,,,,,,,,,104127012
4,51,127,12,10,,,,,,,,,,,,,104127012
4,51,127,14,5,,,,,,,,,,,,,104127014
4,51,127,14,2,,,,,,,,,,,,,104127014
4,51,127,14,7,,,,,,,,,,,,,104127014
4,51,127,14,14,,,,,,,,,,,,,104127014
4,51,127,14,12,,,,,,,,,,,,,104127014
4,51,127,14,3,,,,,,,,,,,,,104127014
4,51,127,14,13,,,,,,,,,,,,,104127014
4,51,127,14,4,,,,,,,,,,,,,104127014
4,51,127,14,15,,,,,,,,,,,,,104127014
4,51,127,14,8,,,,,,,,,,,,,104127014
4,51,127,14,6,,,,,,,,,,,,,104127014
4,51,127,14,1,19,"MAIZE",1,18,1,19,2,2,,2,,,104127014
4,51,127,14,10,,,,,,,,,,,,,104127014
4,51,127,14,11,,,,,,,,,,,,,104127014
4,51,127,14,9,,,,,,,,,,,,,104127014
4,51,127,15,6,,,,,,,,,,,,,104127015
4,51,127,15,2,,,,,,,,,,,,,104127015
4,51,127,15,13,,,,,,,,,,,,,104127015
4,51,127,15,10,,,,,,,,,,,,,104127015
4,51,127,15,3,,,,,,,,,,,,,104127015
4,51,127,15,14,,,,,,,,,,,,,104127015
4,51,127,15,4,,,,,,,,,,,,,104127015
4,51,127,15,12,,,,,,,,,,,,,104127015
4,51,127,15,5,,,,,,,,,,,,,104127015
4,51,127,15,15,,,,,,,,,,,,,104127015
4,51,127,15,1,19,"MAIZE",4,18,4,18,2,2,,2,,,104127015
4,51,127,15,8,,,,,,,,,,,,,104127015
4,51,127,15,11,,,,,,,,,,,,,104127015
4,51,127,15,9,,,,,,,,,,,,,104127015
4,51,127,15,7,,,,,,,,,,,,,104127015
4,51,127,42,9,,,,,,,,,,,,,104127042
4,51,127,42,2,,,,,,,,,,,,,104127042
4,51,127,42,4,,,,,,,,,,,,,104127042
4,51,127,42,3,,,,,,,,,,,,,104127042
4,51,127,42,1,40,"YAM",500,26,120,26,2,2,,2,,,104127042
4,51,127,42,15,,,,,,,,,,,,,104127042
4,51,127,42,7,,,,,,,,,,,,,104127042
4,51,127,42,12,,,,,,,,,,,,,104127042
4,51,127,42,5,,,,,,,,,,,,,104127042
4,51,127,42,6,,,,,,,,,,,,,104127042
4,51,127,42,8,,,,,,,,,,,,,104127042
4,51,127,42,10,,,,,,,,,,,,,104127042
4,51,127,42,13,,,,,,,,,,,,,104127042
4,51,127,42,14,,,,,,,,,,,,,104127042
4,51,127,42,11,,,,,,,,,,,,,104127042
4,51,133,18,1,19,"MAIZE",40,2,10,2,2,2,,2,,,104133018
4,51,133,18,2,,,,,,,,,,,,,104133018
4,51,133,18,15,,,,,,,,,,,,,104133018
4,51,133,18,8,,,,,,,,,,,,,104133018
4,51,133,18,12,,,,,,,,,,,,,104133018
4,51,133,18,6,,,,,,,,,,,,,104133018
4,51,133,18,7,,,,,,,,,,,,,104133018
4,51,133,18,5,,,,,,,,,,,,,104133018
4,51,133,18,9,,,,,,,,,,,,,104133018
4,51,133,18,3,,,,,,,,,,,,,104133018
4,51,133,18,13,,,,,,,,,,,,,104133018
4,51,133,18,11,,,,,,,,,,,,,104133018
4,51,133,18,14,,,,,,,,,,,,,104133018
4,51,133,18,4,,,,,,,,,,,,,104133018
4,51,133,18,10,,,,,,,,,,,,,104133018
4,51,133,21,13,,,,,,,,,,,,,104133021
4,51,133,21,4,,,,,,,,,,,,,104133021
4,51,133,21,8,,,,,,,,,,,,,104133021
4,51,133,21,15,,,,,,,,,,,,,104133021
4,51,133,21,10,,,,,,,,,,,,,104133021
4,51,133,21,5,,,,,,,,,,,,,104133021
4,51,133,21,7,,,,,,,,,,,,,104133021
4,51,133,21,3,,,,,,,,,,,,,104133021
4,51,133,21,11,,,,,,,,,,,,,104133021
4,51,133,21,12,,,,,,,,,,,,,104133021
4,51,133,21,2,,,,,,,,,,,,,104133021
4,51,133,21,9,,,,,,,,,,,,,104133021
4,51,133,21,6,,,,,,,,,,,,,104133021
4,51,133,21,1,19,"MAIZE",2,18,1,18,2,2,,2,,,104133021
4,51,133,21,14,,,,,,,,,,,,,104133021
4,51,133,25,10,,,,,,,,,,,,,104133025
4,51,133,25,11,,,,,,,,,,,,,104133025
4,51,133,25,3,,,,,,,,,,,,,104133025
4,51,133,25,13,,,,,,,,,,,,,104133025
4,51,133,25,15,,,,,,,,,,,,,104133025
4,51,133,25,12,,,,,,,,,,,,,104133025
4,51,133,25,14,,,,,,,,,,,,,104133025
4,51,133,25,8,,,,,,,,,,,,,104133025
4,51,133,25,9,,,,,,,,,,,,,104133025
4,51,133,25,6,,,,,,,,,,,,,104133025
4,51,133,25,2,,,,,,,,,,,,,104133025
4,51,133,25,5,,,,,,,,,,,,,104133025
4,51,133,25,7,,,,,,,,,,,,,104133025
4,51,133,25,1,19,"MAIZE",3,18,1,18,2,2,,2,,,104133025
4,51,133,25,4,,,,,,,,,,,,,104133025
4,51,133,28,11,,,,,,,,,,,,,104133028
4,51,133,28,15,,,,,,,,,,,,,104133028
4,51,133,28,2,,,,,,,,,,,,,104133028
4,51,133,28,14,,,,,,,,,,,,,104133028
4,51,133,28,10,,,,,,,,,,,,,104133028
4,51,133,28,1,19,"MAIZE",1,18,1,19,2,2,,2,,,104133028
4,51,133,28,4,,,,,,,,,,,,,104133028
4,51,133,28,7,,,,,,,,,,,,,104133028
4,51,133,28,3,,,,,,,,,,,,,104133028
4,51,133,28,6,,,,,,,,,,,,,104133028
4,51,133,28,8,,,,,,,,,,,,,104133028
4,51,133,28,13,,,,,,,,,,,,,104133028
4,51,133,28,5,,,,,,,,,,,,,104133028
4,51,133,28,9,,,,,,,,,,,,,104133028
4,51,133,28,12,,,,,,,,,,,,,104133028
4,51,133,29,12,,,,,,,,,,,,,104133029
4,51,133,29,11,,,,,,,,,,,,,104133029
4,51,133,29,4,,,,,,,,,,,,,104133029
4,51,133,29,1,19,"MAIZE",1,18,10,2,2,2,,2,,,104133029
4,51,133,29,5,,,,,,,,,,,,,104133029
4,51,133,29,13,,,,,,,,,,,,,104133029
4,51,133,29,10,,,,,,,,,,,,,104133029
4,51,133,29,3,,,,,,,,,,,,,104133029
4,51,133,29,9,,,,,,,,,,,,,104133029
4,51,133,29,8,,,,,,,,,,,,,104133029
4,51,133,29,15,,,,,,,,,,,,,104133029
4,51,133,29,6,,,,,,,,,,,,,104133029
4,51,133,29,14,,,,,,,,,,,,,104133029
4,51,133,29,2,,,,,,,,,,,,,104133029
4,51,133,29,7,,,,,,,,,,,,,104133029
4,51,133,33,6,,,,,,,,,,,,,104133033
4,51,133,33,1,19,"MAIZE",1,18,3,18,3,2,,2,,,104133033
4,51,133,33,13,,,,,,,,,,,,,104133033
4,51,133,33,12,,,,,,,,,,,,,104133033
4,51,133,33,2,,,,,,,,,,,,,104133033
4,51,133,33,10,,,,,,,,,,,,,104133033
4,51,133,33,9,,,,,,,,,,,,,104133033
4,51,133,33,7,,,,,,,,,,,,,104133033
4,51,133,33,5,,,,,,,,,,,,,104133033
4,51,133,33,15,,,,,,,,,,,,,104133033
4,51,133,33,3,,,,,,,,,,,,,104133033
4,51,133,33,11,,,,,,,,,,,,,104133033
4,51,133,33,4,,,,,,,,,,,,,104133033
4,51,133,33,8,,,,,,,,,,,,,104133033
4,51,133,33,14,,,,,,,,,,,,,104133033
4,51,133,43,2,,,,,,,,,,,,,104133043
4,51,133,43,3,,,,,,,,,,,,,104133043
4,51,133,43,10,,,,,,,,,,,,,104133043
4,51,133,43,8,,,,,,,,,,,,,104133043
4,51,133,43,14,,,,,,,,,,,,,104133043
4,51,133,43,15,,,,,,,,,,,,,104133043
4,51,133,43,6,,,,,,,,,,,,,104133043
4,51,133,43,11,,,,,,,,,,,,,104133043
4,51,133,43,9,,,,,,,,,,,,,104133043
4,51,133,43,7,,,,,,,,,,,,,104133043
4,51,133,43,4,,,,,,,,,,,,,104133043
4,51,133,43,1,19,"MAIZE",10,6,4,6,2,2,,2,,,104133043
4,51,133,43,13,,,,,,,,,,,,,104133043
4,51,133,43,12,,,,,,,,,,,,,104133043
4,51,133,43,5,,,,,,,,,,,,,104133043
4,51,133,45,3,,,,,,,,,,,,,104133045
4,51,133,45,12,,,,,,,,,,,,,104133045
4,51,133,45,15,,,,,,,,,,,,,104133045
4,51,133,45,11,,,,,,,,,,,,,104133045
4,51,133,45,1,19,"MAIZE",3,18,2,18,2,2,,1,3,"1,5",104133045
4,51,133,45,5,,,,,,,,,,,,,104133045
4,51,133,45,2,,,,,,,,,,,,,104133045
4,51,133,45,14,,,,,,,,,,,,,104133045
4,51,133,45,13,,,,,,,,,,,,,104133045
4,51,133,45,4,,,,,,,,,,,,,104133045
4,51,133,45,10,,,,,,,,,,,,,104133045
4,51,133,45,9,,,,,,,,,,,,,104133045
4,51,133,45,8,,,,,,,,,,,,,104133045
4,51,133,45,6,,,,,,,,,,,,,104133045
4,51,133,45,7,,,,,,,,,,,,,104133045
4,53,105,22,4,,,,,,,,,,,,,104105022
4,53,105,22,1,19,"MAIZE",2,18,2,18,2,2,,1,1,"1",104105022
4,53,105,22,12,,,,,,,,,,,,,104105022
4,53,105,22,5,,,,,,,,,,,,,104105022
4,53,105,22,2,,,,,,,,,,,,,104105022
4,53,105,22,7,,,,,,,,,,,,,104105022
4,53,105,22,8,,,,,,,,,,,,,104105022
4,53,105,22,10,,,,,,,,,,,,,104105022
4,53,105,22,15,,,,,,,,,,,,,104105022
4,53,105,22,11,,,,,,,,,,,,,104105022
4,53,105,22,13,,,,,,,,,,,,,104105022
4,53,105,22,6,,,,,,,,,,,,,104105022
4,53,105,22,9,,,,,,,,,,,,,104105022
4,53,105,22,14,,,,,,,,,,,,,104105022
4,53,105,22,3,,,,,,,,,,,,,104105022
4,53,105,32,3,,,,,,,,,,,,,104105032
4,53,105,32,10,,,,,,,,,,,,,104105032
4,53,105,32,13,,,,,,,,,,,,,104105032
4,53,105,32,15,,,,,,,,,,,,,104105032
4,53,105,32,11,,,,,,,,,,,,,104105032
4,53,105,32,2,,,,,,,,,,,,,104105032
4,53,105,32,7,,,,,,,,,,,,,104105032
4,53,105,32,1,19,"MAIZE",10,6,1,18,2,2,,2,,,104105032
4,53,105,32,5,,,,,,,,,,,,,104105032
4,53,105,32,8,,,,,,,,,,,,,104105032
4,53,105,32,4,,,,,,,,,,,,,104105032
4,53,105,32,9,,,,,,,,,,,,,104105032
4,53,105,32,12,,,,,,,,,,,,,104105032
4,53,105,32,6,,,,,,,,,,,,,104105032
4,53,105,32,14,,,,,,,,,,,,,104105032
4,53,105,33,6,,,,,,,,,,,,,104105033
4,53,105,33,4,,,,,,,,,,,,,104105033
4,53,105,33,11,,,,,,,,,,,,,104105033
4,53,105,33,3,,,,,,,,,,,,,104105033
4,53,105,33,7,,,,,,,,,,,,,104105033
4,53,105,33,15,,,,,,,,,,,,,104105033
4,53,105,33,9,,,,,,,,,,,,,104105033
4,53,105,33,1,19,"MAIZE",1,18,3,18,2,2,,2,,,104105033
4,53,105,33,10,,,,,,,,,,,,,104105033
4,53,105,33,5,,,,,,,,,,,,,104105033
4,53,105,33,14,,,,,,,,,,,,,104105033
4,53,105,33,2,,,,,,,,,,,,,104105033
4,53,105,33,12,,,,,,,,,,,,,104105033
4,53,105,33,8,,,,,,,,,,,,,104105033
4,53,105,33,13,,,,,,,,,,,,,104105033
4,53,105,35,12,,,,,,,,,,,,,104105035
4,53,105,35,14,,,,,,,,,,,,,104105035
4,53,105,35,9,,,,,,,,,,,,,104105035
4,53,105,35,15,,,,,,,,,,,,,104105035
4,53,105,35,4,,,,,,,,,,,,,104105035
4,53,105,35,2,,,,,,,,,,,,,104105035
4,53,105,35,1,19,"MAIZE",7,6,2,18,2,2,,2,,,104105035
4,53,105,35,3,,,,,,,,,,,,,104105035
4,53,105,35,8,,,,,,,,,,,,,104105035
4,53,105,35,5,,,,,,,,,,,,,104105035
4,53,105,35,11,,,,,,,,,,,,,104105035
4,53,105,35,6,,,,,,,,,,,,,104105035
