"id1","id2","id3","id4","s9d_ie","s9e_i","s9e_ii","s9e_9","s9e_10","s9e_11","s9e_12","s9e_13","s9e_14","s9e_15","s9e_16","s9e_iii","s9e_iv","hhno"
3,41,87,5,6,9,44,"B","A","D","C","C","B","B","A",9,50,103087005
3,41,87,5,3,9,7,"B","A","D","C","C","B","B","A",9,12,103087005
3,41,87,5,5,,,,,,,,,,,,,103087005
3,41,87,7,2,3,20,"B","A","D","C","C","B","D","A",3,23,103087007
3,41,87,12,3,3,12,"B","A","D","C","C","B","D","D",3,15,103087012
3,41,87,12,4,3,22,"B","A","D","C","C","B","D","B",3,24,103087012
3,41,87,12,6,3,45,"B","A","B","C","B","C","C","C",3,50,103087012
3,41,87,12,5,3,31,"B","A","C","C","A","B","A","B",3,35,103087012
3,41,87,13,4,,,,,,,,,,,,,103087013
3,41,87,13,3,,,,,,,,,,,,,103087013
3,41,87,24,4,8,12,"B","A","C","C","C","B","A","D",8,17,103087024
3,41,87,32,3,,,,,,,,,,,,,103087032
3,41,87,34,3,4,28,"B","A","D","C","C","B","D","A",4,32,103087034
3,41,87,34,4,4,40,"B","A","C","C","B","C","A","D",4,48,103087034
3,41,87,34,6,,,,,,,,,,,,,103087034
3,41,87,44,1,16,59,"B","A","B","C","A","A","A","A",17,1,103087044
3,41,88,1,2,15,55,"B","A","D","C","C","B","D","A",16,38,103088001
3,41,88,1,1,15,15,"B","A","D","C","C","B","D","A",15,46,103088001
3,41,88,3,3,6,30,"B","A","D","C","C","B","B","A",7,28,103088003
3,41,88,4,3,10,28,"B","A","A","D","C","B","A","A",10,30,103088004
3,41,88,8,1,6,0,"B","A","D","C","C","B","D","A",6,4,103088008
3,41,88,14,1,14,15,"B","A","D","C","C","B","A","C",14,34,103088014
3,41,88,17,6,14,53,"B","A","D","C","C","B","B","A",15,10,103088017
3,41,88,17,7,15,12,"B","A","D","C","C","B","B","A",15,30,103088017
3,41,88,17,3,14,0,"B","A","D","C","C","B","B","A",14,20,103088017
3,41,88,17,4,14,25,"B","A","D","C","C","B","B","A",14,35,103088017
3,41,88,17,5,14,37,"B","A","D","C","C","B","B","A",14,50,103088017
3,41,88,19,7,15,39,"B","A","D","C","C","B","A","B",16,10,103088019
3,41,88,19,3,15,41,"B","A","D","C","C","B","A","A",15,58,103088019
3,41,88,20,3,15,36,"B","B","B","C","B","B","A","A",15,44,103088020
3,41,88,20,5,16,6,"B","B","B","C","B","B","A","A",16,15,103088020
3,41,88,20,4,15,46,"B","B","B","C","B","B","A","A",16,4,103088020
3,41,88,21,3,16,14,"B","A","B","C","C","B","A","A",16,27,103088021
3,41,88,21,4,16,28,"B","A","A","B","C","B","A","A",16,39,103088021
3,41,88,21,5,16,50,"B","A","A","C","C","B","A","A",17,4,103088021
3,41,88,25,3,15,46,"A","B","C","C","B","D","B","B",15,46,103088025
3,43,93,15,2,3,37,"B","A","D","C","C","B","D","A",3,38,103093015
3,43,93,17,5,1,11,"B","A","A","C","C","B","B",,1,20,103093017
3,43,93,17,7,1,33,"B","A","A","C","C","B","B",,1,43,103093017
3,43,93,17,,,,,,,,,,,,,,103093017
3,43,93,17,6,1,21,"B","A","A","C","C","B","B",,1,33,103093017
3,43,93,34,2,13,55,"B","A","D","C","C","B","D","A",14,21,103093034
3,43,93,34,3,14,30,"B","A","D","C","C","B","D","A",15,5,103093034
3,43,93,38,3,6,27,"B","A","D","C","C","B","D","C",6,28,103093038
3,43,93,38,5,3,15,"B","A","D","C","C","B","D","C",3,19,103093038
3,43,93,38,4,3,29,"B","A","D","C","C","B","B","A",3,30,103093038
3,43,93,52,3,14,31,"B","A","B","B","C","B","B","A",14,41,103093052
3,43,93,55,4,11,50,"B","B","D","C","D","B","A","D",12,10,103093055
3,43,93,56,5,6,0,"B","A","D","C","C","B","B","C",6,1,103093056
3,43,94,2,3,17,15,"B","A","D","C","C","B","D","A",17,28,103094002
3,43,94,2,4,17,30,"B","A","D","C","C","B","D","A",17,47,103094002
3,43,94,6,4,3,14,"B","A","D","C","C","B","D","A",3,16,103094006
3,43,94,6,5,3,32,"B","A","D","C","C","B","D","A",3,34,103094006
3,43,94,14,3,3,37,"B","A","D","C","C","B","D","B",3,38,103094014
3,43,94,14,4,2,21,"B","A","D","C","C","B","D","D",2,23,103094014
3,43,94,18,3,4,15,"C","A","D","C","C","B","D","A",4,17,103094018
3,43,94,32,3,10,17,"B","A","D","C","C","C","D","A",10,35,103094032
3,43,94,38,1,13,40,"B","A","D","C","C","B","D","A",13,58,103094038
3,43,94,49,3,4,15,"B","A","D","C","D","B","D","C",4,40,103094049
3,43,94,49,4,4,45,"B","A","D","C","D","B","D","C",5,10,103094049
3,43,94,51,3,3,17,"C","A","D","C","D","A","D","D",3,22,103094051
3,43,94,56,2,2,15,"B","A","D","C","C","B","D","D",2,39,103094056
3,43,94,60,3,12,50,"B","A","D","C","C","B","D","C",1,15,103094060
3,43,94,60,2,12,40,"B","A","D","C","C","B","D","C",12,48,103094060
3,43,94,60,4,1,20,"B","A","D","C","C","B","D","C",1,35,103094060
3,43,94,63,1,8,17,"B","A","D","C","C","B","D",,8,30,103094063
3,43,95,4,3,12,10,"B","C","C","C","C","C","B","C",12,20,103095004
3,43,95,4,4,12,23,"C","D","B","A","A","B","D","A",12,40,103095004
3,43,95,12,3,15,44,"B","A","D","C","B","C","C","B",16,10,103095012
3,43,95,13,3,16,0,"B","B","D","C","C","B","A","D",17,12,103095013
3,43,95,13,4,17,17,"B","B","D","C","C","B","A","D",17,35,103095013
3,43,95,33,5,4,17,"B","A","D","C","C","B","D","A",4,19,103095033
3,43,95,35,3,1,53,"D","A","D","A","A","B","D","A",1,57,103095035
3,43,95,51,4,18,50,"B","A","D","C","C","B","B","C",19,38,103095051
3,43,95,51,3,18,5,"B","A","D","C","C","B","B","A",18,42,103095051
3,43,95,52,1,12,5,"B","A","D","C","C","B","D","A",12,42,103095052
3,43,95,59,3,16,45,"B","A","D","C","C","B","D","A",17,8,103095059
3,43,95,59,4,17,10,"B","A","D","C","C","B","A","A",17,36,103095059
3,43,95,61,2,19,45,"B","A","D","C","C","B","D","A",20,14,103095061
3,43,95,61,3,20,16,"B","A","D","C","C","B","D","A",20,45,103095061
3,43,96,8,2,12,53,"B","A","D","C","C","B","A","A",1,20,103096008
3,43,96,10,4,4,12,"B","A","C","C","B","C","B","A",4,29,103096010
3,43,96,10,3,3,56,"B","A","C","C","B","B","A","B",4,10,103096010
3,43,96,27,2,11,25,"C","D","D","C","D","B","A","C",11,40,103096027
3,43,96,39,2,3,22,"B","A","C","B","C","B","A","A",3,26,103096039
3,43,96,53,3,3,20,"B","A","D","C","A","C","B","C",3,22,103096053
3,43,96,95,5,20,10,"B","A","D","C","C","B","B","A",2,43,103096095
3,43,96,95,0,20,50,"B","A","D","C","C","B","B","A",21,29,103096095
3,43,96,95,4,19,35,"B","A","D","C","C","B","D","A",19,59,103096095
3,43,96,95,3,19,45,"B","A","D","C","C","B","D","A",19,28,103096095
3,43,97,1,3,8,30,"B","A","D","C","C","B","D","A",8,53,103097001
3,43,97,4,2,7,30,"B","A","D","C","C","B","D","A",7,43,103097004
3,43,97,5,2,17,11,"B","A","D","C","C","B","D","A",17,33,103097005
3,43,97,5,3,17,40,"B","A","D","C","C","B","D","C",18,12,103097005
3,43,97,8,2,10,40,"B","A","D","C","C","B","D","A",10,52,103097008
3,43,97,8,3,11,0,"B","A","D","C","C","B","D","B",11,23,103097008
3,43,97,14,5,11,23,"B","C","D","C","C","B","B","A",11,26,103097014
3,43,97,17,2,4,23,"B","A","D","C","C","B","A","A",4,24,103097017
3,43,97,20,4,3,30,"B","A","D","C","C","B","D","D",3,47,103097020
3,43,97,20,3,3,15,"B","A","D","C","C","B","D","D",3,27,103097020
3,43,97,22,4,2,50,"B","A","D","C","C","B","D","A",3,1,103097022
3,43,97,22,3,2,38,"B","A","D","C","C","B","D","A",2,48,103097022
3,43,97,29,3,4,27,"B","A","D","C","D","B","D",,4,41,103097029
3,43,97,30,5,3,52,"B","B","D","C","D","B","D",,4,2,103097030
3,43,97,30,4,3,46,"B","B","D","C","D","B","D",,3,51,103097030
3,43,97,30,3,3,35,"B","B","D","C","D","B","D",,3,45,103097030
3,43,97,33,6,2,37,"B","A","D","C","C","B","D","A",2,41,103097033
3,43,97,33,4,2,15,"B","A","D","C","C","B","D","A",2,25,103097033
3,43,97,33,5,2,26,"B","A","D","C","C","B","D","A",2,35,103097033
3,43,97,33,3,1,50,"B","A","D","C","C","B","D","A",2,10,103097033
3,43,97,34,2,15,21,"B","A","D","C","C","B","D","A",15,37,103097034
3,43,98,17,7,12,30,"B","A","A","C","C","B","C",,12,35,103098017
3,43,98,31,4,18,43,"B","A","D","C","C","B","D","A",18,59,103098031
3,43,98,31,3,18,28,"B","A","D","C","C","B","D","A",18,40,103098031
3,43,98,52,5,3,34,"B","A","D","C","C","B","D","A",3,36,103098052
3,43,98,52,3,3,26,"B","A","D","C","C","B","D","A",3,28,103098052
3,43,98,52,4,3,19,"B","A","D","C","C","B","D","A",3,21,103098052
3,43,98,55,3,4,48,"B","A","D","C","C","B","D","A",4,49,103098055
3,43,98,68,2,7,45,"B","A","D","C","C","B","D","A",8,16,103098068
3,43,98,74,3,8,55,"B","A","D","C","C","B","D","A",8,57,103098074
3,43,98,74,4,1,15,"B","A","D","C","C","B","D","A",1,17,103098074
3,43,98,74,5,4,14,"B","A","D","C","C","B","D","C",4,16,103098074
3,44,89,5,4,16,38,"B","A","D","C","C","B","A","A",16,54,103089005
3,44,89,5,3,16,31,"B","A","D","C","C","B","A","A",16,35,103089005
3,44,89,16,5,5,36,"B","A","D","C","C","A","D","A",5,38,103089016
3,44,89,16,2,11,3,"B","A","D","C","C","B","B","A",11,5,103089016
3,44,89,16,4,5,50,"B","A","D","C","C","B","B","A",5,52,103089016
3,44,89,16,3,11,9,"B","A","D","C","C","B","B","A",11,10,103089016
3,44,89,16,6,11,15,"A","A","C","D","B","A","A","D",11,16,103089016
3,44,89,29,1,10,50,"B","A","D","C","C","B","B","A",11,4,103089029
3,44,89,48,3,5,20,"B","A","D","C","C","B","A","A",5,41,103089048
3,44,89,53,3,17,20,"B","B","C","C","D","B","A","B",17,40,103089053
3,44,91,9,3,12,25,"B","A","D","C","C","B","B","A",12,40,103091009
3,44,91,25,3,16,32,"B","A","D","C","C","B","D","A",16,33,103091025
3,44,91,76,5,10,58,"B","A","A","C","A","A","A","A",11,,103091076
3,44,91,76,3,10,42,"B","A","D","C","C","B","B","A",10,44,103091076
3,44,91,84,3,16,41,"B","C","D","C","A","A","A","A",16,42,103091084
3,44,91,84,4,17,2,"B","B","B","B","D","B","B","D",17,4,103091084
3,44,91,84,2,16,26,"B","C","A","C","B","B","A","D",16,31,103091084
3,44,91,88,2,7,35,"B","A","D","C","C","B","B","A",8,15,103091088
3,44,91,88,3,8,20,"B","A","D","C","C","B","B","A",9,14,103091088
3,44,91,89,4,12,45,"B","A","D","C","C","B","B","A",13,28,103091089
3,44,91,99,4,15,50,"B","A","D","C","C","B","B","A",16,42,103091099
3,44,91,131,4,15,12,"B","B","D","C","C","B","D","A",15,25,103091131
3,44,91,131,3,14,53,"B","B","D","C","C","B","D","A",15,10,103091131
3,44,91,131,6,15,46,"B","B","D","C","C","B","D","A",16,10,103091131
3,44,91,131,5,15,27,"B","B","D","C","C","B","D","A",15,44,103091131
4,3,101,20,3,16,53,"B","A","D","C","C","B","D",,16,55,104101020
4,3,101,20,4,16,51,"B","A","D","C","C","B","D",,16,53,104101020
4,3,101,32,5,10,26,"B","A","D","C","C","B","D","B",10,28,104101032
4,3,101,32,6,10,34,"B","B","A","D","C","A","B","A",10,40,104101032
4,3,101,39,2,11,8,"B","A","D","C","C","B","A",,11,9,104101039
4,3,101,39,3,10,56,,"A","D","C","C","B","D",,10,59,104101039
4,3,101,49,1,16,30,"B","A","D","C","C","B","D","A",16,33,104101049
4,3,101,51,5,13,10,"B","A","D","C","C","B","B","C",13,20,104101051
4,3,101,51,7,13,30,"B","A","D","C","C","B","B","A",13,36,104101051
4,3,101,51,6,13,21,"B","A","D","C","A","B","B","D",13,29,104101051
4,3,101,57,1,9,21,"B","B","D","C","C","B","D","A",9,23,104101057
4,3,101,65,2,11,40,"B","A","D","C","C","B","D","C",11,42,104101065
4,3,101,69,1,11,5,"B","A","D","C","C","B","D","B",11,15,104101069
4,3,101,93,3,17,21,"B","A","D","C","C","B","D","A",17,23,104101093
4,3,101,93,5,16,57,"B","A","D","C","C","A","B","B",17,10,104101093
4,3,101,107,4,16,57,"B","B","D","C","C","B","D",,17,8,104101107
4,3,102,2,4,4,56,"B","A","D","C","C","B","B","C",5,2,104102002
4,3,102,3,3,12,10,"B","A","D","C","C","B","D","A",12,15,104102003
4,3,102,3,2,3,24,"B","A","D","C","C","B","D","A",3,34,104102003
4,3,102,3,5,1,10,"B","A","D","C","C","B","D","A",1,14,104102003
4,3,102,12,,,,,,,,,,,,,,104102012
4,3,102,12,5,12,20,"B","A","C","C","C","B","D","C",12,25,104102012
4,3,102,12,,,,,,,,,,,,,,104102012
4,3,102,12,,,,,,,,,,,,,,104102012
4,3,102,12,5,12,20,"B","A","C","C","C","B","D","C",12,25,104102012
4,3,102,21,6,,,,,,,,,,,,,104102021
4,3,102,21,5,2,12,"B","A","D","C","C","B","A","A",2,17,104102021
4,3,102,23,4,5,22,"B","A","D","C","C","B","D","A",5,28,104102023
4,3,102,23,5,4,19,"B","A","D","C","C","B","D","A",4,23,104102023
4,3,102,36,4,16,27,"B","A","D","C","D","B","D","C",16,34,104102036
4,3,102,36,5,16,36,,,,,,,,,16,45,104102036
4,3,103,1,4,4,13,"B","A","D","C","C","B","A","C",4,5,104103001
4,3,103,1,3,4,5,"B","A","D","C","C","B","D","B",4,8,104103001
4,3,103,1,5,4,19,"B","A","D","C","C","B","D","C",4,22,104103001
4,3,103,8,2,7,30,"B","B","D","C","C","B","D","A",7,37,104103008
4,3,103,8,3,7,48,"B","B","D","C","C","B","D","B",7,50,104103008
4,3,103,20,1,9,48,"A","B","D","A","C","C","B","D",9,56,104103020
4,3,103,20,2,,,,,,,,,,,,,104103020
4,3,103,29,3,15,57,"B","A","D","C","C","B","D","A",16,0,104103029
4,3,103,29,4,16,8,"B","C","B","B","B","C","C","A",16,12,104103029
4,3,103,37,2,7,38,"B","A","D","C","C","B","B","A",,,104103037
4,3,103,39,1,15,36,"B","A","D","C","C","C","B","C",15,40,104103039
4,3,103,50,1,11,20,"B","A","D","C","C","B","B",,11,23,104103050
4,3,103,79,3,12,41,"A","A",,"C",,,"D",,12,44,104103079
4,3,103,125,6,17,56,"B","A","D","C","C","B","D","A",18,0,104103125
4,3,103,125,3,17,40,"B","A","C","C","C","B","D","B",17,43,104103125
4,6,114,1,2,4,18,"B","A","D","C","C","B","D","A",4,20,104114001
4,6,114,3,2,16,29,"B","A","D","C","C","B","D","A",16,33,104114003
4,6,114,4,3,20,44,"B","A","D","C","C","B","D","C",20,46,104114004
4,6,114,5,4,,,,,,,,,,,,,104114005
4,6,114,5,3,15,5,"B","A","D","C","C","B","D","C",15,7,104114005
4,6,114,7,3,11,56,"B","A","D","C","D","B","A","D",12,3,104114007
4,6,114,9,4,17,18,"B","A","D","C","C","B","D","A",17,21,104114009
4,6,114,9,5,,,,,,,,,,,,,104114009
4,6,114,9,3,16,6,"B","A","D","C","C","B","D","A",16,8,104114009
4,6,114,15,5,3,41,"B","A","D","C","C","B","D","B",8,46,104114015
4,6,114,17,4,14,28,"B","A","D","C","C","B","D","B",14,29,104114017
4,6,114,17,3,14,21,"B","A","D","C","C","B","D","A",14,22,104114017
4,6,115,7,4,2,10,"B","B","D","C","C","B","D","A",2,15,104115007
4,6,115,9,3,3,40,"B","A","D","C","C","B","B","A",3,45,104115009
4,6,115,9,2,3,32,"B","A","D","C","C","B","B","A",3,36,104115009
4,6,115,10,4,5,56,"B","A","D","C","C","C","D","B",6,5,104115010
4,6,115,10,3,5,45,"B","A","D","C","C","B","B","A",5,51,104115010
4,6,115,20,6,10,36,"B","A","D","C","C","B","B","A",10,41,104115020
4,6,115,20,3,10,23,"B","A","D","C","C","B","B","A",10,27,104115020
4,6,115,23,4,10,56,"B","A","D","C","C","B","D",,10,57,104115023
4,6,115,23,3,10,53,"B","A","D","C","C","B","D",,10,54,104115023
4,6,115,27,4,3,16,"B","A","D","C","D","B","B",,3,21,104115027
4,6,115,27,3,3,7,"B","A","D","C","C","B","B","A",3,11,104115027
4,6,115,31,3,8,44,"B","A","D","C","C","B","B","A",8,49,104115031
4,6,115,31,2,8,35,"B","A","D","C","C","B","B","A",8,37,104115031
4,6,115,31,4,8,55,"B","A","D","C","C","B","B","A",9,1,104115031
4,6,115,38,3,11,15,"B","A","D","C","C","B","A","B",11,20,104115038
4,6,116,18,3,9,46,"B","A","D","C","C","B","D","B",9,47,104116018
4,6,116,26,2,15,21,"B","A","D","C","C","B","B","B",15,23,104116026
4,6,116,26,3,15,30,"B","A","D","C","C","B","D","C",15,33,104116026
4,6,116,71,2,15,38,"B","B","D","C","C","C","D","A",15,39,104116071
4,7,119,2,3,1,27,"B","A","D","C","C","B","A","A",1,37,104119002
4,7,119,2,2,1,19,"B","A","D","C","C","B","B","A",1,26,104119002
4,7,119,5,3,12,10,"B","A","D","C","A","B","A","A",12,19,104119005
4,7,119,13,1,12,13,"B","A","D","C","C","B","D","A",,,104119013
4,7,119,31,3,3,42,"B","A","D","C","C","B","A","A",3,47,104119031
4,7,119,31,4,3,47,"B","A","D","C","C","B","A","A",3,51,104119031
4,7,119,31,5,3,51,"B","A","D","B","D","A","B","A",3,58,104119031
4,7,119,34,2,10,49,"B","A","D","C","C","B","A","A",10,55,104119034
4,7,119,38,3,9,36,"B","A","D","A","C","B","D","A",9,41,104119038
4,7,119,38,4,9,42,"B","A","C","B","D","C","C","A",9,54,104119038
4,7,119,39,3,,,,,,,,,,,,,104119039
4,7,119,43,3,18,39,"B","A","D","C","C","B","D","B",18,40,104119043
4,7,171,5,6,10,27,"B","A","D","C","C","B","A","C",10,31,104171005
4,7,171,7,6,15,10,,,,,,,,,15,10,104171007
4,7,171,7,4,18,5,"B","A","D","C","C","B","D","A",18,6,104171007
4,7,171,11,1,18,25,"B","A","D","C","C","B","D","C",18,30,104171011
4,7,171,11,2,9,19,"B","A","C","C","C","B","D","A",9,26,104171011
4,7,171,13,6,17,56,"B","A","A","C","A","A","A","C",18,0,104171013
4,7,171,13,3,10,23,"B","A","D","C","C","B","D","A",10,25,104171013
4,7,171,13,4,14,11,"B","A","D","C","C","B","D","A",14,12,104171013
4,7,171,13,2,14,0,"B","A","D","C","C","B","B","A",14,3,104171013
4,7,171,20,3,16,6,"A","C","B","D","A","D","B","C",16,8,104171020
4,7,171,20,4,16,13,"B","A","D","C","C","C","D","D",16,15,104171020
4,7,171,24,3,14,48,,,,,,,,,14,48,104171024
4,7,171,32,2,11,5,"B","A","D","C","C","A","D","A",11,7,104171032
4,7,171,32,3,10,51,"B","A","D","C","C","A","D","A",10,52,104171032
4,7,171,33,3,17,39,"B","A","D","A","C","B","D","A",17,42,104171033
4,7,171,41,4,12,24,"B","A","D","C","C","B","D","A",12,26,104171041
4,7,171,41,3,11,59,"B","A","C","C","C","B","D","A",12,0,104171041
4,46,107,15,3,12,26,"B","C","D","C","C","B","A","B",1,35,104107015
4,46,107,43,2,9,50,"B","A","D","C","C","B","B","A",10,0,104107043
4,46,107,45,2,17,18,"B","A","D","C","C","B","D","A",17,19,104107045
4,46,107,45,4,4,50,"B","C","A","C","C","C","A","C",4,53,104107045
4,46,107,45,3,5,12,"B","A","D","C","C","B","D","D",17,14,104107045
4,46,107,48,2,2,18,"B","A","D","C","C","B","B","A",2,22,104107048
4,46,107,66,3,1,23,"B","A","D","C","C","B","D","A",1,28,104107066
4,46,108,18,2,15,30,"B","A","B","C","C","B","B","A",15,33,104108018
4,46,108,25,3,11,13,"B","A","D","C","C","B","B",,11,18,104108025
4,46,108,30,1,14,33,"B","A","D","C","C","B","D","B",14,35,104108030
4,46,109,2,5,12,7,"B","A","D","C","C","B","A","B",12,10,104109002
4,46,109,2,4,,,,,,,,,,,,,104109002
4,46,109,28,3,15,25,"B","A","B","B","A","B","A","B",15,30,104109028
4,46,109,30,1,15,23,"B","A","B","B","C","C","C","C",17,26,104109030
4,46,109,47,2,11,56,"B","A","D","C","C","B","B","B",11,58,104109047
4,46,109,48,2,15,35,"B","A","A","C","B","C","C","D",15,38,104109048
4,46,109,51,5,2,33,"B","A","D","C","C","B","B","A",2,38,104109051
4,46,109,51,,,,,,,,,,,,,,104109051
4,46,109,51,,,,,,,,,,,,,,104109051
4,46,109,51,4,2,25,"B","A","D","C","C","B","B","A",2,30,104109051
4,49,120,16,3,14,11,"B","A","D","C","C","B","D","A",14,12,104120016
4,49,120,16,4,14,23,"B","A","D","C","C","B","D","A",14,24,104120016
4,49,120,24,3,10,27,"B","A","D","C","C","B","D","A",10,29,104120024
4,49,120,24,5,18,3,"B","A","D","C","C","B","D","C",18,6,104120024
4,49,120,25,4,17,32,"B","A","A","C","C","A","D","C",17,36,104120025
4,49,120,27,2,11,12,"C","C","D","C","A","B","A","C",11,14,104120027
4,49,120,33,1,17,8,"B","A","D","C","C","B","D","A",17,9,104120033
4,49,120,33,2,17,38,"B","A","D","C","C","B","D","A",17,40,104120033
4,49,120,39,2,16,19,"D","A","D","C","C","B","D","A",16,19,104120039
4,49,121,3,3,12,9,"B","B","D","C","C","B","D","A",12,11,104121003
4,49,121,3,4,10,47,"B","A","C","C","C","B","D","A",10,49,104121003
4,49,121,16,4,16,14,"B","A","C","C","C","B","D","C",16,15,104121016
4,49,121,16,3,16,5,"B","A","C","C","C","A","D","D",16,6,104121016
4,49,121,16,5,17,1,"B","A","D","C","C","B","D","C",17,3,104121016
4,49,121,24,2,12,13,"B","A","D","C","C","B","D","A",12,14,104121024
4,49,121,24,3,12,16,"B","A","D","C","C","B","D","A",12,18,104121024
4,49,121,91,2,17,35,"B","A","D","C","C","B","D","A",17,38,104121091
4,49,121,102,2,2,7,"B","A","D","C","C","A","D","A",2,10,104121102
4,49,121,103,3,16,46,"B","A","D","C","C","B","D","A",16,47,104121103
4,49,123,5,3,12,48,,,,,,,,,12,48,104123005
4,49,123,5,5,12,48,,,,,,,,,12,48,104123005
4,49,123,9,3,3,32,"B","A","D","C","C","A","A","A",3,35,104123009
4,49,123,12,4,14,23,,,,,,,,,14,23,104123012
4,49,123,17,3,15,25,"B","A","D","C","C","B","B","A",15,27,104123017
4,49,123,28,3,16,45,"B","A","D","C","C","B","B","A",16,48,104123028
4,49,123,29,6,16,22,"B","A","D","C","C","B","D","B",16,25,104123029
4,49,123,29,7,14,23,"B","B","B","D","A","D","B","D",14,27,104123029
4,49,123,29,5,16,15,"B","A","D","C","C","B","D","A",16,18,104123029
4,49,123,31,7,13,40,"B","C","D","C","C","B","A","C",13,43,104123031
4,49,123,31,6,13,23,"B","A","D","C","C","B","D","A",13,25,104123031
4,49,123,31,5,13,15,"B","A","D","C","C","B","D","A",13,18,104123031
4,49,123,31,,,,,,,,,,,,,,104123031
4,49,123,32,,,,,,,,,,,,,,104123032
4,49,123,32,,,,,,,,,,,,,,104123032
4,49,123,32,4,15,20,"B","B","C","C","D",,"A",,15,22,104123032
4,49,123,36,1,2,21,,,,,,,,,2,21,104123036
4,49,124,2,4,16,52,,,,,,,,,16,53,104124002
4,49,124,2,2,17,11,,,,,,,,,17,12,104124002
4,49,124,2,3,15,44,"B","A","D","C","C","B","D","B",15,46,104124002
4,49,124,12,7,15,44,"B","A","D","C","C","B","D","A",15,45,104124012
4,49,124,12,3,14,54,"B","A","C","B","C","B","C","D",15,55,104124012
4,49,124,12,6,15,33,"B","A","C","C","A","B","D","A",15,34,104124012
4,49,124,14,4,16,18,"B","A","D","C","C","B","D","B",16,20,104124014
4,49,124,14,3,16,6,"B","A","D","C","C","B","D","C",16,8,104124014
4,49,124,14,2,11,19,"B","A","D","D","C","B","B","D",11,23,104124014
4,49,124,23,2,17,3,"B","C","D","A","D",,"A","C",17,6,104124023
4,49,124,25,2,17,12,"B","D","C","B","C","D","A","B",17,15,104124025
4,49,124,26,3,2,41,"B","A","D","C","C","B","D","A",2,45,104124026
4,49,124,28,2,11,21,,,,,,,,,11,21,104124028
4,49,124,33,3,,,,,,,,,,,,,104124033
4,49,124,33,2,2,27,"B","A","D","C","C","B","D","A",2,30,104124033
4,49,124,37,2,1,15,"B","A","D","D","C","B","D","B",1,17,104124037
4,49,124,37,3,1,17,"B","A","D","C","C","B","D","A",1,20,104124037
4,49,124,48,5,16,35,"B","A","B","C","C","B","D","B",16,37,104124048
4,49,124,48,3,16,22,"B","A","C","C","C","B","D","C",16,25,104124048
4,49,124,48,4,,,,,,,,,,,,,104124048
4,50,126,3,2,16,44,"B","A","D","C","C","A","D","C",16,46,104126003
4,50,126,4,3,14,36,"B","A","D","C","C","B","D","B",14,39,104126004
4,50,126,31,2,15,17,"B","A","D","C","C","B","D","B",15,19,104126031
4,50,126,41,3,17,7,"B","A","B","C","C","B","A","B",17,10,104126041
4,50,342,1,4,15,9,"B","A","A","C","A","C","D","A",15,11,104342001
4,50,342,1,3,16,29,"B","C","D","C","A","B","D","D",16,31,104342001
4,50,342,2,3,17,21,"B","A","C","B","B","C","D","B",17,21,104342002
4,50,342,2,2,15,22,"B","A","D","A","C","B","D","A",15,22,104342002
4,50,342,2,4,17,27,,,,,,,,,17,27,104342002
4,50,342,3,5,16,50,"B","A","C","C","B","B","D","C",16,54,104342003
4,50,342,3,4,16,34,"B","A","B","C","C","B","D","A",16,35,104342003
4,50,342,3,3,17,24,"B","A","D","C","C","B","D","A",17,26,104342003
4,50,342,4,3,17,21,,,,,,,,,17,21,104342004
4,50,342,6,3,2,46,"B","A","D","C","C","B","D","C",2,49,104342006
4,50,342,6,4,2,49,"B","A","D","C","C","B","D","A",2,53,104342006
4,50,342,7,3,2,38,"B","A","D","C","C","B","A","A",2,41,104342007
4,50,342,7,4,2,41,"B","A","D","C","C","B","D","A",2,43,104342007
4,50,342,22,2,14,43,,,,,,,,,14,44,104342022
4,50,342,22,3,14,57,,,,,,,,,14,58,104342022
4,50,342,26,4,16,48,"B","A","D","C","C","B","D","A",16,49,104342026
4,50,342,26,5,16,54,"C","C","A","D","B","B","D","B",16,56,104342026
4,50,342,26,10,17,0,"A","A","B","B","C","A","A","C",17,2,104342026
4,51,127,8,2,15,2,"B","A","D","C","C","B","D","A",15,4,104127008
4,51,127,8,3,15,45,"A","B","D","B","D","B","A","C",15,47,104127008
4,51,127,11,2,13,39,"B","A","D","C","C","B","D","A",13,43,104127011
4,51,127,11,4,13,6,"B","A","D","C","C","B","D","D",13,8,104127011
4,51,127,11,3,13,21,"B","A","D","C","C","B","D","A",13,23,104127011
4,51,127,12,3,13,7,"B","A","D","C","C","B","D","A",13,10,104127012
4,51,127,12,4,13,25,,,,,,,,,13,26,104127012
4,51,127,14,2,12,20,,,,,,,,,12,22,104127014
4,51,127,14,1,12,15,,,,,,,,,12,16,104127014
4,51,127,23,3,11,18,,,,,,,,,11,19,104127023
4,51,127,23,4,11,19,,,,,,,,,11,20,104127023
4,51,127,25,5,9,38,,,,,,,,,9,38,104127025
4,51,127,25,6,9,39,,,,,,,,,9,39,104127025
4,51,127,42,3,17,22,"B","C","D","B","D","B","A","B",17,23,104127042
4,51,127,42,5,17,25,"C","A","A","C","C","A","D","B",17,27,104127042
4,51,127,42,4,17,12,"C","D","B","D","A","B","C","D",17,15,104127042
4,51,133,3,3,8,37,"B","A","D","C","C","B","D","A",8,40,104133003
4,51,133,3,4,8,40,,,,,,,,,8,40,104133003
