"id1","id2","hhno","hhmid","s10av_a42","s10av_a43","s10av_a44","s10av_a45","s10av_a46","s10av_a47","s10av_a48"
3,1,103084062,2,1,1,5,1,2,,3
3,1,103084078,1,1,1,5,1,2,,5
3,1,103084078,2,1,1,5,1,2,,5
3,1,103084092,1,3,1,4,2,2,,2
3,1,103084092,3,4,1,4,2,2,,4
3,1,103084095,1,4,4,4,2,2,,5
3,1,103084095,2,2,3,4,2,2,,3
3,1,103084117,2,2,2,4,2,2,,2
3,1,103084127,1,3,2,4,2,2,,2
3,1,103084127,2,2,2,4,2,2,,3
3,1,103084138,1,1,3,5,2,2,,1
3,1,103084170,1,5,4,1,2,2,,3
3,1,103085010,1,2,3,4,2,2,,2
3,1,103085010,2,1,2,5,1,2,,2
3,1,103085014,1,1,2,5,2,1,2,2
3,1,103085014,2,1,2,5,2,1,2,4
3,1,103085014,3,1,2,5,2,2,,3
3,1,103085021,1,1,3,4,2,1,2,5
3,1,103085028,1,4,3,5,1,2,,3
3,1,103085028,2,4,3,5,1,2,,3
3,1,103085050,1,2,3,4,2,2,,1
3,1,103085056,1,2,3,5,1,2,,3
3,1,103085056,2,3,3,5,1,2,,3
3,1,103085056,4,3,3,5,1,2,,3
3,1,103085057,1,5,4,1,2,1,2,1
3,1,103085062,1,2,3,4,2,2,,2
3,1,103085070,1,2,1,1,2,2,,5
3,1,103085070,2,2,1,1,2,2,,5
3,1,103085070,4,2,1,1,2,2,,5
3,1,103085083,1,4,5,1,2,1,3,1
3,1,103085083,2,4,4,3,2,1,2,1
3,1,103085088,1,3,2,2,2,2,,2
3,1,103085088,2,2,3,3,2,2,,1
3,1,103085088,3,1,1,5,2,2,,3
3,1,103085095,1,5,2,2,2,2,,4
3,1,103085095,2,5,3,2,2,2,,4
3,1,103085095,4,5,1,2,2,2,,4
3,1,103085116,1,2,2,3,1,2,,
3,1,103085116,3,4,3,3,1,2,,
3,1,103085125,1,4,4,3,2,2,,1
3,1,103085125,5,5,4,3,2,2,,1
3,1,103085126,1,2,3,4,2,2,,2
3,1,103086002,1,1,3,4,2,2,,3
3,1,103086014,1,4,4,4,2,2,,2
3,1,103086020,1,1,3,2,2,2,,4
3,1,103086024,1,3,2,4,2,2,,1
3,1,103086024,2,3,3,3,2,2,,1
3,1,103086029,1,1,2,4,2,2,,2
3,1,103086029,2,1,2,3,2,2,,2
3,1,103086029,4,2,3,4,2,2,,2
3,1,103086037,1,4,5,4,2,2,,5
3,1,103086037,4,3,4,1,2,2,,2
3,1,103086041,1,5,4,2,2,2,,
3,1,103086046,1,1,1,5,1,2,,
3,1,103086046,2,1,1,5,1,2,,
3,1,103086047,1,2,1,1,2,2,,5
3,1,103086047,2,2,1,1,2,2,,5
3,1,103086047,3,2,1,1,2,2,,5
3,1,103086058,1,1,1,5,1,2,,
3,1,103086058,2,1,1,5,1,2,,
3,1,103086059,1,2,1,5,2,2,,4
3,1,103086059,2,2,1,5,2,2,,4
3,1,103086063,1,5,5,4,2,2,,1
3,1,103086063,2,4,4,3,2,2,,1
3,1,103086063,3,3,3,3,2,2,,2
3,1,103086068,1,4,5,2,2,2,,1
3,1,103086068,2,3,3,3,2,2,,2
3,1,103086089,1,3,4,3,2,1,5,2
3,1,103086090,1,3,1,3,2,2,,2
3,37,103092006,1,2,2,5,2,1,2,1
3,37,103092018,1,3,3,5,1,2,,2
3,37,103092023,1,2,2,5,1,2,,2
3,37,103092030,1,3,3,5,2,2,,2
3,37,103092031,1,3,3,5,1,2,,2
3,37,103092039,1,2,2,4,2,2,,2
3,37,103092039,2,2,2,4,2,2,,2
3,37,103092039,3,2,2,4,2,2,,2
3,37,103092047,1,1,1,4,2,2,,1
3,37,103092047,2,1,1,4,2,2,,2
3,37,103092050,1,1,4,5,2,2,,1
3,37,103092062,1,1,1,4,2,2,,2
3,37,103092062,2,1,1,4,2,2,,2
3,37,103092064,1,2,2,4,2,2,,1
3,37,103092080,1,1,2,5,2,1,1,1
3,37,103092080,2,1,4,5,2,1,1,1
3,37,103092080,3,1,4,5,2,2,,1
3,37,103092096,1,2,2,5,2,2,,2
3,37,103092107,1,1,4,5,2,2,,1
3,37,103092108,1,2,2,4,2,2,,2
3,37,103092126,1,1,4,5,2,2,,1
3,38,103100002,1,4,4,3,2,2,,2
3,38,103100002,2,4,4,2,2,2,,2
3,38,103100002,8,5,4,3,2,2,,1
3,38,103100004,1,4,3,4,2,2,,1
3,38,103100010,1,4,3,4,2,2,,2
3,38,103100010,2,3,2,4,2,2,,3
3,38,103100010,3,2,2,4,2,2,,2
3,38,103100011,1,4,4,3,2,2,,1
3,38,103100015,1,4,3,2,2,2,,2
3,38,103100016,1,3,3,2,2,2,,1
3,38,103100016,2,3,4,3,2,2,,3
3,38,103100017,1,4,4,2,2,2,,1
3,38,103100019,1,4,3,2,2,2,,1
3,38,103100019,2,3,3,3,1,2,,2
3,38,103100019,3,4,3,2,2,2,,1
3,38,103100032,1,1,1,5,2,2,,2
3,38,103100035,1,2,2,4,2,2,,2
3,38,103100042,1,1,1,5,2,2,,4
3,38,103100056,1,1,1,5,2,2,,4
3,38,103100056,2,1,1,5,2,2,,4
3,38,103100056,5,1,1,5,2,2,,4
3,38,103100057,1,3,2,4,2,2,,3
3,38,103100058,1,4,2,3,1,2,,2
3,38,103100068,1,1,1,4,2,2,,4
3,38,103100068,2,1,1,4,2,2,,4
3,39,103099001,1,4,4,3,1,2,,1
3,39,103099001,2,4,4,2,2,2,,1
3,39,103099004,1,3,4,2,2,2,,1
3,39,103099005,1,4,4,2,2,2,,1
3,39,103099005,2,4,3,3,2,2,,1
3,39,103099010,1,4,3,4,1,2,,2
3,39,103099010,2,4,4,4,2,2,,2
3,39,103099012,1,4,1,3,2,1,2,1
3,39,103099012,2,4,2,3,2,2,,1
3,39,103099012,3,4,2,3,2,2,,1
3,39,103099013,1,4,3,2,2,2,,1
3,39,103099014,1,4,3,2,1,1,1,1
3,39,103099014,2,4,4,3,1,2,,1
3,39,103099015,1,4,3,2,2,2,,1
3,39,103099015,2,4,3,2,2,2,,1
3,39,103099016,1,4,2,2,2,2,,1
3,39,103099016,2,5,2,2,2,2,,1
3,39,103099016,3,5,2,2,2,2,,1
3,39,103099020,1,1,1,5,2,2,,4
3,39,103099020,2,1,1,5,2,2,,4
3,39,103099020,3,1,1,5,2,2,,4
3,39,103099021,1,1,1,5,2,2,,5
3,39,103099021,2,1,1,5,2,2,,5
3,39,103099021,3,1,1,5,2,2,,5
3,39,103099022,1,1,1,4,2,2,,4
3,39,103099023,1,2,2,4,2,2,,2
3,39,103099025,1,1,1,1,2,2,,4
3,39,103099025,2,1,1,1,2,2,,4
3,39,103099025,3,1,1,1,2,2,,4
3,39,103099029,1,1,1,5,2,2,,4
3,39,103099029,2,1,1,5,2,2,,4
3,40,103090001,1,2,2,4,2,2,,3
3,40,103090001,2,3,2,4,2,2,,4
3,40,103090003,1,2,2,2,2,2,,2
3,40,103090005,1,3,1,3,2,2,,4
3,40,103090005,2,3,1,4,2,2,,4
3,40,103090007,1,4,3,4,2,1,4,1
3,40,103090012,2,4,3,2,2,2,,1
3,40,103090012,4,4,4,2,2,2,,1
3,40,103090012,9,4,4,2,2,2,,1
3,40,103090018,1,2,2,3,2,2,,3
3,40,103090018,2,3,1,3,2,2,,2
3,40,103090019,1,1,3,5,2,2,,5
3,40,103090019,2,1,2,5,2,2,,5
3,40,103090019,3,1,1,5,2,2,,5
3,40,103090020,1,1,2,2,2,2,,2
3,40,103090020,2,1,1,1,2,2,,3
3,40,103090020,5,1,1,1,2,2,,2
3,40,103090024,1,2,1,2,2,2,,2
3,40,103090025,1,1,3,3,2,2,,4
3,40,103090027,1,3,3,4,2,2,,3
3,40,103090031,1,4,4,4,2,2,,2
3,40,103090031,2,2,2,4,2,2,,3
3,40,103090031,4,3,2,4,2,2,,4
3,40,103090032,1,3,3,3,2,2,,1
3,40,103090032,2,4,4,3,2,2,,1
3,40,103090032,3,4,4,3,2,2,,1
3,40,103090033,2,4,3,3,2,2,,1
3,40,103090034,1,4,2,3,2,2,,1
3,40,103090034,2,4,2,3,2,2,,1
3,41,103087001,1,3,3,5,2,1,3,3
3,41,103087003,1,3,3,5,2,1,2,2
3,41,103087004,1,3,3,5,2,1,3,2
3,41,103087005,1,1,1,4,2,1,2,1
3,41,103087005,2,1,1,4,2,1,2,1
3,41,103087005,3,1,1,4,2,2,,1
3,41,103087006,1,3,3,5,2,1,5,2
3,41,103087006,2,3,3,5,2,1,5,2
3,41,103087007,1,4,5,5,2,1,1,1
3,41,103087007,2,3,4,5,2,1,1,1
3,41,103087012,1,4,4,5,2,1,1,1
3,41,103087012,2,5,4,5,2,1,2,1
3,41,103087012,4,3,3,5,2,2,,2
3,41,103087013,1,1,1,4,2,2,,1
3,41,103087013,2,1,1,4,2,1,5,1
3,41,103087013,3,1,1,4,2,2,,1
3,41,103087015,1,1,1,4,2,2,,1
3,41,103087022,1,3,1,5,1,1,1,1
3,41,103087022,2,4,2,5,2,1,2,1
3,41,103087024,1,1,1,5,,,,
3,41,103087024,3,5,1,5,2,1,1,1
3,41,103087024,4,3,2,5,,,,
3,41,103087032,1,1,1,4,2,1,2,1
3,41,103087032,2,1,1,4,2,1,2,1
3,41,103087034,1,1,1,5,2,1,1,1
3,41,103087034,2,3,1,5,2,1,1,1
3,41,103087034,5,5,1,5,2,1,1,1
3,41,103087036,1,2,2,4,2,2,,1
3,41,103087044,1,3,3,5,2,2,,2
3,41,103088001,1,4,4,2,2,1,2,1
3,41,103088001,2,5,4,1,2,2,,1
3,41,103088002,1,5,5,1,2,2,,1
3,41,103088002,2,5,5,1,2,2,,1
3,41,103088003,1,5,4,2,2,2,,1
3,41,103088003,2,5,4,2,2,2,,1
3,41,103088003,3,5,3,1,2,1,4,1
3,41,103088004,1,4,4,1,2,1,3,1
3,41,103088004,2,4,3,1,2,1,3,1
3,41,103088005,1,5,5,2,2,2,,1
3,41,103088008,1,4,4,1,2,1,5,1
3,41,103088010,1,4,4,2,2,1,2,1
3,41,103088011,1,4,4,1,2,1,6,1
3,41,103088012,1,4,5,1,2,2,,1
3,41,103088014,1,2,2,4,2,1,2,1
3,41,103088017,1,5,5,1,2,2,,1
3,41,103088017,2,5,5,1,2,2,,1
3,41,103088017,3,5,5,1,2,2,,1
3,41,103088019,1,5,5,1,2,1,3,1
3,41,103088019,2,5,5,1,2,1,3,1
3,41,103088019,7,5,5,1,2,1,4,1
3,41,103088020,1,5,4,5,2,2,,2
3,41,103088020,2,5,4,5,2,2,,2
3,41,103088020,3,5,4,5,2,2,,2
3,41,103088021,1,1,1,1,2,2,,1
3,41,103088021,2,1,1,1,2,2,,1
3,41,103088021,3,1,1,1,2,2,,1
3,41,103088025,1,4,3,2,2,1,8,1
3,41,103088025,2,4,2,2,2,1,10,1
3,43,103093001,1,4,2,4,2,2,,2
3,43,103093002,1,4,2,4,2,2,,2
3,43,103093003,1,4,4,3,2,2,,1
3,43,103093007,1,3,2,3,2,2,,1
3,43,103093007,2,3,2,3,2,2,,1
3,43,103093008,1,3,3,2,2,2,,2
3,43,103093008,2,3,3,2,2,2,,2
3,43,103093015,1,3,3,3,2,2,,2
3,43,103093017,1,1,1,4,1,2,,4
3,43,103093017,2,1,1,4,1,2,,4
3,43,103093017,3,1,1,4,1,2,,4
3,43,103093018,1,2,3,2,2,2,,4
3,43,103093018,2,2,3,2,2,2,,4
3,43,103093021,1,1,1,5,2,2,,4
3,43,103093021,2,1,1,5,2,2,,4
3,43,103093031,1,1,1,5,2,2,,4
3,43,103093034,1,3,4,3,2,2,,1
3,43,103093034,2,4,3,4,2,2,,3
3,43,103093038,1,4,3,3,2,2,,1
3,43,103093038,2,4,3,3,2,2,,1
3,43,103093038,5,3,3,2,2,2,,1
3,43,103093052,1,1,1,5,2,2,,4
3,43,103093052,2,1,1,5,2,2,,4
3,43,103093055,1,1,1,1,2,,,4
3,43,103093055,2,1,1,1,2,,,4
3,43,103093055,3,1,1,1,2,,,4
3,43,103093056,1,4,4,2,2,2,,1
3,43,103093056,2,4,4,2,2,2,,1
3,43,103093056,5,4,3,2,2,2,,1
3,43,103094001,1,4,4,4,2,2,,1
3,43,103094001,2,4,3,4,2,2,,2
3,43,103094002,1,3,4,2,2,2,,2
3,43,103094002,2,3,3,2,2,2,,1
3,43,103094002,3,3,3,2,2,2,,2
3,43,103094006,1,4,3,3,2,2,,1
3,43,103094006,2,4,3,2,2,2,,2
3,43,103094006,4,4,2,2,2,2,,3
3,43,103094014,1,3,1,3,2,2,,2
3,43,103094014,2,3,2,3,2,2,,2
3,43,103094018,1,3,1,3,2,2,,1
3,43,103094018,2,3,3,3,2,2,,1
3,43,103094032,1,1,1,4,2,2,,3
3,43,103094032,2,1,1,5,2,2,,4
3,43,103094032,3,1,1,5,2,2,,4
3,43,103094038,1,3,2,4,2,2,,3
3,43,103094046,1,4,4,4,2,2,,2
3,43,103094047,1,4,2,3,2,2,,2
3,43,103094049,1,2,1,4,2,2,,4
3,43,103094049,2,1,2,5,2,2,,4
3,43,103094049,3,1,1,5,2,2,,5
3,43,103094051,1,4,2,2,2,2,,1
3,43,103094053,1,3,2,3,2,2,,1
3,43,103094053,2,3,2,3,2,2,,3
3,43,103094056,1,4,2,3,2,2,,4
3,43,103094056,2,2,1,5,2,2,,5
3,43,103094060,1,2,2,3,2,2,,4
3,43,103094060,3,1,1,4,2,2,,3
3,43,103094063,1,1,1,4,2,2,,4
3,43,103095004,1,1,1,5,2,2,,3
3,43,103095004,2,1,1,5,2,2,,2
3,43,103095010,1,1,1,4,2,2,,4
3,43,103095010,2,1,1,4,2,2,,4
3,43,103095012,1,1,1,5,2,2,,4
3,43,103095012,2,1,1,5,2,2,,4
3,43,103095013,1,1,1,4,2,2,,4
3,43,103095013,2,1,1,4,2,2,,4
3,43,103095013,3,1,1,4,2,2,,4
3,43,103095033,2,3,3,3,2,2,,2
3,43,103095034,1,3,2,3,2,1,3,1
3,43,103095035,1,4,2,3,2,2,,2
3,43,103095035,2,4,3,3,2,2,,2
3,43,103095051,1,3,2,3,2,2,,2
3,43,103095051,2,3,2,4,2,2,,3
3,43,103095051,3,2,2,4,2,2,,3
3,43,103095052,1,3,2,4,2,2,,2
3,43,103095059,1,2,2,2,2,2,,2
3,43,103095059,2,3,2,2,2,2,,1
3,43,103095061,1,4,1,4,2,2,,1
3,43,103095061,2,4,1,4,2,2,,1
3,43,103095061,3,4,1,5,2,2,,1
3,43,103095063,1,3,3,4,2,2,,2
3,43,103095074,1,4,2,3,2,1,1,1
3,43,103095074,2,4,3,2,2,1,1,1
3,43,103095075,1,3,2,4,2,1,2,1
3,43,103095078,1,1,1,1,2,2,,4
3,43,103095078,2,1,1,1,2,2,,4
3,43,103095078,3,1,1,1,2,2,,4
3,43,103096002,1,4,4,2,2,2,,3
3,43,103096008,1,4,4,2,2,2,,2
3,43,103096008,2,4,4,2,2,2,,2
3,43,103096010,1,4,4,1,2,2,,4
3,43,103096010,2,4,4,1,2,2,,4
3,43,103096010,3,4,4,1,2,2,,4
3,43,103096023,1,4,4,2,2,2,,4
3,43,103096023,2,4,4,2,2,2,,4
3,43,103096027,1,4,4,2,2,2,,2
3,43,103096027,2,4,4,2,2,2,,2
3,43,103096039,1,4,3,2,2,1,3,1
3,43,103096050,1,4,1,2,2,1,7,1
3,43,103096050,2,4,1,2,2,1,7,1
3,43,103096051,1,3,3,2,2,1,3,1
3,43,103096053,1,3,2,4,2,1,3,1
3,43,103096053,2,2,2,4,2,1,3,1
3,43,103096053,3,3,3,3,2,2,,1
3,43,103096058,1,4,3,2,2,1,3,1
3,43,103096081,1,4,3,2,2,2,,2
3,43,103096081,2,4,4,3,2,2,,3
3,43,103096085,1,4,4,3,2,2,,1
3,43,103096086,1,3,3,4,2,2,,3
3,43,103096095,1,4,4,2,2,2,,1
3,43,103096095,2,5,4,1,2,2,,1
3,43,103096095,3,3,4,4,2,2,,1
3,43,103096098,1,3,4,2,2,2,,1
3,43,103096098,2,4,4,2,2,2,,1
3,43,103097001,1,2,2,4,2,2,,3
3,43,103097001,2,3,2,5,2,2,,3
3,43,103097001,3,2,2,4,2,2,,4
3,43,103097004,1,4,3,4,1,2,,3
3,43,103097004,2,3,3,4,2,2,,2
3,43,103097005,1,4,2,4,2,2,,3
3,43,103097005,2,2,2,3,1,2,,3
3,43,103097005,3,2,3,4,2,2,,4
3,43,103097008,1,4,3,2,2,1,2,1
3,43,103097008,2,3,2,3,2,2,,2
3,43,103097008,3,2,2,3,2,2,,1
3,43,103097012,1,4,2,2,2,2,,1
3,43,103097012,2,4,3,2,2,2,,1
3,43,103097014,1,4,3,2,2,2,,1
3,43,103097014,2,4,2,2,2,2,,1
3,43,103097014,5,4,2,2,2,2,,1
3,43,103097015,1,3,2,3,2,2,,1
3,43,103097017,1,4,3,2,2,2,,1
3,43,103097017,2,4,2,2,2,2,,1
3,43,103097019,1,3,4,2,2,2,,1
3,43,103097019,2,4,4,2,2,2,,1
3,43,103097020,1,2,2,4,2,2,,4
3,43,103097020,2,1,2,4,2,2,,4
3,43,103097020,3,1,2,4,2,2,,4
3,43,103097022,1,1,1,4,2,2,,5
3,43,103097022,2,1,1,4,2,2,,5
3,43,103097022,3,1,1,4,2,2,,5
3,43,103097029,1,2,2,4,2,2,,4
3,43,103097029,2,2,2,4,2,2,,4
3,43,103097030,1,1,2,4,2,2,,4
3,43,103097030,2,2,1,4,2,2,,5
3,43,103097030,3,1,1,4,2,2,,5
3,43,103097033,1,1,1,4,2,2,,4
3,43,103097033,2,1,1,4,2,2,,4
3,43,103097033,3,1,1,4,2,2,,4
3,43,103097034,1,2,2,4,1,2,,4
3,43,103097034,2,3,2,5,2,2,,2
3,43,103097034,3,2,1,4,1,2,,3
3,43,103098014,1,5,1,2,2,2,,4
3,43,103098014,2,5,1,2,2,2,,4
3,43,103098015,1,1,1,5,2,2,,4
3,43,103098015,2,1,1,5,2,2,,4
3,43,103098015,3,1,1,5,2,2,,4
3,43,103098017,1,1,2,5,2,2,,4
3,43,103098017,2,1,1,5,2,2,,4
3,43,103098017,4,1,1,5,2,2,,4
3,43,103098021,1,2,1,2,2,2,,2
3,43,103098021,2,2,1,2,2,2,,2
3,43,103098029,1,3,2,4,2,2,,3
3,43,103098029,2,2,2,4,2,2,,2
3,43,103098031,1,2,2,4,2,2,,2
3,43,103098031,2,3,2,5,2,2,,2
3,43,103098031,3,4,2,4,2,2,,2
3,43,103098035,1,4,3,2,1,2,,1
3,43,103098052,1,3,2,2,2,2,,2
3,43,103098052,3,4,2,2,2,2,,1
3,43,103098052,5,4,2,2,2,2,,1
3,43,103098055,1,4,2,2,2,2,,1
3,43,103098055,2,3,2,3,2,2,,1
3,43,103098055,3,3,3,3,2,2,,2
3,43,103098057,1,1,1,5,2,2,,4
3,43,103098057,2,1,1,5,2,2,,4
3,43,103098060,1,4,4,2,2,2,,1
3,43,103098068,1,4,3,3,2,2,,2
3,43,103098068,2,2,2,4,2,2,,3
3,43,103098074,1,4,2,2,2,2,,1
3,43,103098074,2,4,2,2,2,2,,1
3,43,103098074,4,4,3,2,2,2,,1
3,43,103098076,1,4,4,2,2,1,10,1
3,43,103098090,1,1,1,1,2,2,,4
3,43,103098090,2,1,1,1,2,2,,4
3,44,103089003,1,1,1,1,2,2,,2
3,44,103089004,1,1,1,5,2,2,,3
3,44,103089004,2,1,1,5,2,2,,4
3,44,103089004,4,1,1,5,2,2,,4
3,44,103089005,1,1,1,5,2,2,,2
3,44,103089005,2,1,1,3,2,2,,4
3,44,103089005,3,1,1,3,2,2,,3
3,44,103089016,1,3,3,3,2,2,,2
3,44,103089016,2,4,4,2,2,2,,1
3,44,103089016,6,4,3,2,2,2,,1
3,44,103089018,1,4,3,3,2,2,,1
3,44,103089028,1,2,1,5,2,2,,3
3,44,103089029,1,3,2,4,2,2,,2
3,44,103089031,1,3,2,4,2,2,,2
3,44,103089044,1,1,2,5,2,2,,2
3,44,103089044,2,2,2,4,2,2,,3
3,44,103089048,1,1,1,5,2,2,,4
3,44,103089048,2,1,1,5,2,2,,4
3,44,103089048,3,1,1,5,2,2,,4
3,44,103089053,1,1,1,1,2,2,,5
3,44,103089053,2,1,1,1,2,2,,5
3,44,103089053,3,3,3,4,2,2,,5
3,44,103089060,1,4,4,2,2,2,,1
3,44,103089060,2,4,3,2,2,2,,1
3,44,103089063,1,1,2,5,2,2,,2
3,44,103089063,2,2,2,4,2,2,,2
3,44,103089082,1,4,3,3,2,2,,2
3,44,103089099,1,4,4,3,2,2,,2
3,44,103089099,2,3,2,3,2,2,,2
3,44,103091009,1,1,1,5,2,2,,2
3,44,103091009,2,1,1,5,2,2,,2
3,44,103091009,3,1,1,5,2,2,,2
3,44,103091010,1,1,1,5,2,2,,3
3,44,103091020,1,1,1,5,2,2,,3
3,44,103091022,1,1,1,5,2,2,,2
3,44,103091025,1,4,4,2,2,2,,2
3,44,103091025,2,4,4,3,2,2,,2
3,44,103091025,3,3,3,3,2,2,,2
3,44,103091076,1,4,4,2,1,2,,1
3,44,103091076,2,4,3,3,1,2,,1
3,44,103091076,3,3,3,3,1,2,,1
3,44,103091079,1,3,2,2,2,1,2,1
3,44,103091084,1,4,3,2,1,2,,1
3,44,103091084,2,4,4,2,1,2,,1
3,44,103091088,1,4,4,2,2,1,4,1
3,44,103091088,3,4,4,2,2,1,5,1
3,44,103091089,1,4,3,2,2,1,2,1
3,44,103091089,2,4,3,3,2,1,3,1
3,44,103091099,1,3,4,2,1,1,4,1
3,44,103091099,2,3,4,3,1,2,,1
3,44,103091108,1,4,5,2,2,1,12,1
3,44,103091113,1,3,2,4,1,2,,2
3,44,103091114,1,3,2,3,2,2,,2
3,44,103091114,2,3,2,3,2,2,,2
3,44,103091131,1,1,2,5,2,2,,4
3,44,103091131,2,1,2,5,2,2,,4
3,44,103091131,3,1,2,5,2,2,,4
4,3,104101020,2,1,1,5,2,1,2,1
4,3,104101020,3,3,3,4,2,1,1,3
4,3,104101032,1,1,1,5,2,2,,1
4,3,104101032,2,1,3,5,2,2,,1
4,3,104101032,5,1,4,5,1,2,,1
4,3,104101038,1,1,4,5,2,2,,2
4,3,104101039,1,1,1,5,1,2,,2
4,3,104101039,2,1,2,5,2,1,1,3
4,3,104101039,3,1,3,4,2,1,1,1
4,3,104101049,1,1,4,4,2,1,1,1
4,3,104101051,1,2,4,5,2,1,3,1
4,3,104101051,3,1,4,4,2,2,,1
4,3,104101051,4,1,4,5,2,2,,1
4,3,104101052,1,2,2,4,2,2,,2
4,3,104101055,1,2,1,5,1,2,,2
4,3,104101055,2,2,5,5,2,1,4,1
4,3,104101057,1,2,4,4,2,1,2,2
4,3,104101065,1,4,3,4,2,1,2,5
4,3,104101065,2,5,1,5,1,1,3,1
4,3,104101069,1,3,3,5,2,2,,4
4,3,104101079,1,3,2,4,2,2,,2
4,3,104101086,1,1,1,4,1,1,5,1
4,3,104101086,2,1,3,4,2,1,2,1
4,3,104101093,1,1,1,5,2,1,4,1
4,3,104101093,2,4,4,5,2,1,3,1
4,3,104101093,3,1,5,5,2,2,,1
4,3,104101107,1,2,2,5,2,1,1,1
4,3,104101107,2,2,2,5,1,1,1,1
4,3,104101107,4,2,4,4,2,2,,1
4,3,104102002,1,2,4,4,1,1,3,2
4,3,104102002,2,2,4,4,1,1,3,2
4,3,104102002,3,2,4,4,1,1,3,2
4,3,104102003,2,1,1,5,2,2,,4
4,3,104102003,5,1,1,4,2,2,,4
4,3,104102005,1,1,1,5,1,1,3,
4,3,104102007,1,1,1,4,1,2,,2
4,3,104102007,3,1,1,4,1,2,,2
4,3,104102007,4,1,1,4,1,2,,3
4,3,104102008,1,2,4,4,2,2,,2
4,3,104102008,2,2,4,4,2,2,,2
4,3,104102010,1,2,4,4,1,2,,2
4,3,104102010,2,2,2,4,2,2,,2
4,3,104102012,1,1,2,5,1,2,,2
4,3,104102012,5,1,2,4,2,2,,3
4,3,104102013,1,1,1,5,1,2,,1
4,3,104102013,2,1,2,4,1,2,,1
4,3,104102019,1,4,4,5,1,2,,2
4,3,104102021,1,1,1,4,2,1,2,1
4,3,104102021,2,1,1,4,2,1,2,1
4,3,104102021,4,2,3,4,1,2,,2
4,3,104102023,1,1,2,2,2,2,,1
4,3,104102023,2,2,4,4,2,2,,2
4,3,104102023,3,2,2,4,2,2,,1
4,3,104102025,1,1,2,5,1,2,,2
4,3,104102025,2,2,2,1,1,2,,2
4,3,104102029,1,1,1,5,2,2,,1
4,3,104102036,1,4,1,5,2,2,,1
4,3,104102036,2,5,1,5,2,2,,1
4,3,104102036,3,5,1,5,2,2,,1
4,3,104102046,1,1,2,5,1,2,,4
4,3,104103001,1,5,1,5,1,2,,2
4,3,104103001,2,5,1,5,1,2,,2
4,3,104103001,3,5,2,4,1,2,,2
4,3,104103008,1,3,1,5,2,1,3,2
4,3,104103008,2,2,3,4,1,2,,1
4,3,104103008,3,3,3,3,1,2,,1
4,3,104103011,1,2,2,1,1,2,,1
4,3,104103012,1,3,4,5,1,2,,1
4,3,104103012,2,2,4,5,1,1,3,1
4,3,104103015,1,1,1,5,2,2,,1
4,3,104103020,1,1,2,5,1,1,3,5
4,3,104103020,2,1,1,5,1,1,2,
4,3,104103029,1,1,2,1,2,2,,3
4,3,104103029,2,2,2,1,1,2,,1
4,3,104103029,3,3,2,1,1,2,,1
4,3,104103037,1,2,2,5,2,2,,1
4,3,104103037,2,5,3,5,2,2,,2
4,3,104103039,1,1,5,1,2,2,,1
4,3,104103043,1,4,2,2,2,1,4,4
4,3,104103046,2,1,5,4,1,2,,2
4,3,104103048,1,2,2,4,1,2,,1
4,3,104103050,1,2,5,5,1,2,,2
4,3,104103079,1,4,1,5,2,2,,1
4,3,104103079,2,1,1,4,1,2,,1
4,3,104103079,3,1,1,3,1,2,,1
4,3,104103125,1,1,1,5,2,2,,1
4,3,104103125,2,1,1,5,2,2,,1
4,3,104103125,6,1,1,5,1,2,,1
4,6,104114001,1,5,4,5,2,1,6,1
4,6,104114001,2,4,3,5,2,1,2,1
4,6,104114002,1,2,2,4,2,1,4,1
4,6,104114002,2,1,1,4,2,2,,2
4,6,104114002,3,1,3,5,2,1,2,3
4,6,104114003,1,5,5,4,2,1,5,1
4,6,104114003,2,4,4,5,2,1,3,1
4,6,104114004,1,5,5,5,2,1,6,1
4,6,104114004,2,2,2,5,2,1,2,1
4,6,104114004,3,1,3,5,2,1,4,1
4,6,104114005,1,3,4,4,2,1,10,1
4,6,104114005,2,3,4,4,2,1,10,1
4,6,104114005,3,3,4,4,2,1,10,1
4,6,104114006,1,2,2,5,2,1,6,1
4,6,104114006,2,4,2,5,2,1,6,3
4,6,104114007,1,2,4,5,1,2,,1
4,6,104114007,2,2,4,5,2,1,4,1
4,6,104114007,3,2,4,5,2,1,4,1
4,6,104114009,1,2,5,5,2,2,,1
4,6,104114009,2,2,4,5,2,2,,1
4,6,104114009,4,1,3,5,2,2,,1
4,6,104114010,1,3,1,5,1,2,,3
4,6,104114013,1,1,3,5,2,1,4,1
4,6,104114014,1,3,5,5,2,1,6,1
4,6,104114015,1,2,4,5,2,1,6,1
4,6,104114015,2,3,4,5,2,1,6,1
4,6,104114015,5,1,4,1,2,1,6,1
4,6,104114016,1,3,4,5,2,1,3,1
4,6,104114017,1,2,2,5,2,1,10,1
4,6,104114017,2,1,2,5,2,1,10,1
4,6,104114017,3,1,3,5,2,2,,1
4,6,104114019,1,3,3,5,1,2,,2
4,6,104115006,1,2,4,4,2,2,,2
4,6,104115007,1,2,4,4,2,2,,1
4,6,104115007,4,2,4,4,2,2,,1
4,6,104115008,1,4,4,2,1,2,,2
4,6,104115009,1,2,4,4,2,1,1,2
4,6,104115009,2,4,4,4,2,1,5,2
