"id1","id2","id3","id4","entno","s5d_33i","s5d_33ii","s5d_33iii","s5d_33iv","s5d_34i","s5d_34ii","s5d_34iii","s5d_34iv","s5d_35i","s5d_35ii","s5d_35iii","s5d_35iv","s5d_36i","s5d_36ii","s5d_36iii","s5d_36iv","s5d_37i","s5d_37ii","s5d_37iii","s5d_37iv","s5d_38i","s5d_38ii","headage","hhsize","urbrur","hhweight","hhno"
3,1,72,30,2,"TIN FISH",1224,18,,"TINNED MILK",1260,10,40,"BAR SOAP",1298,15,,"TOOTHPASTE",1222,,,"TOFFEES & CHEWING GUM",1114,9,,15,,45,4,1,945.561645507813,103072030
3,1,72,35,1,,,,,,,,,,,,,,,,,,,,,,,39,3,1,945.561645507813,103072035
3,1,72,46,1,,,,,,,,,,,,,,,,,,,,,,,47,2,1,945.561645507813,103072046
3,1,72,61,1,,,,,,,,,,,,,,,,,,,,,,,44,5,1,945.561645507813,103072061
3,1,72,63,1,,,,,,,,,,,,,,,,,,,,,,,51,1,1,945.561645507813,103072063
3,1,73,4,1,,,,,,,,,,,,,,,,,,,,,,,28,1,1,1101.10986328125,103073004
3,1,73,6,1,,,,,,,,,,,,,,,,,,,,,,,24,2,1,1101.10986328125,103073006
3,1,73,10,1,,,,,,,,,,,,,,,,,,,,,,,39,1,1,1101.10986328125,103073010
3,1,73,25,1,"ALCOHOLIC BEVERAGES",21,30,,"SOFT DRINKS",1043,15,,"CIGERATES",278,10,,,,,,,,,,,,45,2,1,1101.10986328125,103073025
3,1,73,29,1,,,,,,,,,,,,,,,,,,,,,,,45,1,1,1101.10986328125,103073029
3,1,73,45,1,,,,,,,,,,,,,,,,,,,,,,,43,1,1,1101.10986328125,103073045
3,1,73,52,1,,,,,,,,,,,,,,,,,,,,,,,27,1,1,1101.10986328125,103073052
3,1,73,53,1,,,,,,,,,,,,,,,,,,,,,,,29,2,1,1101.10986328125,103073053
3,1,73,55,1,,,,,,,,,,,,,,,,,,,,,,,53,1,1,1101.10986328125,103073055
3,1,73,70,1,,,,,,,,,,,,,,,,,,,,,,,29,1,1,1101.10986328125,103073070
3,1,73,80,1,"RICE",1244,1000,,"VEGETABLE OIL",1248,3000,,"TIN TOMATOES",1111,30,,"TIN FISH",1224,100,,"MAKRONI",1341,50,,20,,46,1,1,1101.10986328125,103073080
3,1,74,14,1,,,,,,,,,,,,,,,,,,,,,,,34,3,1,735.308837890625,103074014
3,1,74,26,1,,,,,,,,,,,,,,,,,,,,,,,51,6,1,735.308837890625,103074026
3,1,74,26,2,,,,,,,,,,,,,,,,,,,,,,,51,6,1,735.308837890625,103074026
3,1,74,30,1,,,,,,,,,,,,,,,,,,,,,,,26,1,1,735.308837890625,103074030
3,1,75,49,1,,,,,,,,,,,,,,,,,,,,,,,37,3,1,437.806823730469,103075049
3,1,75,58,1,,,,,,,,,,,,,,,,,,,,,,,54,5,1,437.806823730469,103075058
3,1,76,42,1,,,,,,,,,,,,,,,,,,,,,,,40,3,1,715.709533691406,103076042
3,1,76,45,2,,,,,,,,,,,,,,,,,,,,,,,58,5,1,715.709533691406,103076045
3,1,76,45,1,,,,,,,,,,,,,,,,,,,,,,,58,5,1,715.709533691406,103076045
3,1,76,70,1,,,,,,,,,,,,,,,,,,,,,,,35,2,1,715.709533691406,103076070
3,1,76,72,1,"TOFFES",1114,10,,"BISCUITS",121,4,,"CANDLES",192,5,,,,,,,,,,16,,39,2,1,715.709533691406,103076072
3,1,76,84,1,,,,,,,,,,,,,,,,,,,,,,,38,4,1,715.709533691406,103076084
3,1,76,90,1,,,,,,,,,,,,,,,,,,,,,,,41,1,1,715.709533691406,103076090
3,1,77,7,1,,,,,,,,,,,,,,,,,,,,,,,57,1,1,752.48046875,103077007
3,1,77,29,1,"KNIFE",624,20,,"BISCUTE CUTTER",1281,15,,"MBOZAH",1277,45,,,,,,,,,,,,29,2,1,752.48046875,103077029
3,1,77,33,1,"FISH (SMOKED)",435,50,,,,,,,,,,,,,,,,,,,,38,2,1,752.48046875,103077033
3,1,77,43,1,,,,,,,,,,,,,,,,,,,,,,,21,3,1,752.48046875,103077043
3,1,77,61,1,"TOMATOES",1228,5,,"ONIONS",1227,8,,"SALTED FISH",963,4,,"PEPPER",1230,15,,"TIN TOMATOES",1111,15,,30,,65,2,1,752.48046875,103077061
3,1,77,63,1,,,,,,,,,,,,,,,,,,,,,,,48,2,1,752.48046875,103077063
3,1,78,12,1,,,,,,,,,,,,,,,,,,,,,,,32,1,1,1076.48559570313,103078012
3,1,78,36,1,,,,,,,,,,,,,,,,,,,,,,,41,3,1,1076.48559570313,103078036
3,1,78,67,1,"ALCOHOLIC BEVERAGES",11200,1000,,"SOFT DRINKS",1043,100,,,,,,,,,,,,,,5,,43,3,1,1076.48559570313,103078067
3,1,79,4,1,,,,,,,,,,,,,,,,,,,,,,,38,2,1,487.746643066406,103079004
3,1,79,21,1,,,,,,,,,,,,,,,,,,,,,,,63,1,1,487.746643066406,103079021
3,1,79,27,1,"NECKLACE",755,20,0,,,,,,,,,,,,,,,,,,,50,1,1,487.746643066406,103079027
3,1,79,33,1,"EATING BOWLS",861,30,0,,,,,,,,,,,,,,,,,,,34,5,1,487.746643066406,103079033
3,1,79,45,1,,,,,,,,,,,,,,,,,,,,,,,36,1,1,487.746643066406,103079045
3,1,79,52,1,,,,,,,,,,,,,,,,,,,,,,,46,1,1,487.746643066406,103079052
3,1,80,21,1,"MEN'S TROUSERS",,70,0,"SHIRTS",,27,0,"BABY DRESSES",,14,0,,,,,,,,,,,32,4,1,143.27995300293,103080021
3,1,80,26,1,"CLOTHS",,370,,,,,,,,,,,,,,,,,,,,40,3,1,143.27995300293,103080026
3,1,80,26,2,"FROZEN FISH",,60,,"FROZEN MEAT",,50,,,,,,,,,,,,,,,,40,3,1,143.27995300293,103080026
3,1,80,30,1,"BREAD",,5,0,"SOFT DRINKS",,30,0,"MILK",,12,0,"ALCOHOLIC BEVER",21,40,0,"SUGAR",,30,,80,,51,5,1,143.27995300293,103080030
3,1,80,54,1,,,,,,,,,,,,,,,,,,,,,,,38,4,1,143.27995300293,103080054
3,1,80,64,1,"CHARCOAL",,10,,"TOMATOES",,5,,"GARI",,5,0,"SUGAR",,2,50,"SALT",,4,0,10,,53,6,1,143.27995300293,103080064
3,1,81,4,1,"SLIPPERS",99,800,,,,,,,,,,,,,,,,,,,,35,2,1,680.202758789063,103081004
3,1,81,17,1,,,,,,,,,,,,,,,,,,,,,,,62,3,1,680.202758789063,103081017
3,1,81,31,1,"//",,,,,,,,,,,,,,,,,,,,,,83,1,1,680.202758789063,103081031
3,1,81,34,1,,,,,,,,,,,,,,,,,,,,,,,35,2,1,680.202758789063,103081034
3,1,81,48,1,,,,,,,,,,,,,,,,,,,,,,,78,2,1,680.202758789063,103081048
3,1,81,70,1,,,,,,,,,,,,,,,,,,,,,,,55,4,1,680.202758789063,103081070
3,1,81,75,1,,,,,,,,,,,,,,,,,,,,,,,29,1,1,680.202758789063,103081075
3,1,81,76,1,,,,,,,,,,,,,,,,,,,,,,,27,1,1,680.202758789063,103081076
3,1,82,8,1,,,,,,,,,,,,,,,,,,,,,,,44,6,1,376.452331542969,103082008
3,1,82,23,1,"OKRO",1266,20,,"CURRY",1252,5,,"PAUL OIL",801,8,,,,,,,,,,,,55,4,1,376.452331542969,103082023
3,1,82,28,1,,,,,,,,,,,,,,,,,,,,,,,41,4,1,376.452331542969,103082028
3,1,82,30,1,,,,,,,,,,,,,,,,,,,,,,,31,3,1,376.452331542969,103082030
3,1,82,34,1,,,,,,,,,,,,,,,,,,,,,,,35,1,1,376.452331542969,103082034
3,1,82,41,1,,,,,,,,,,,,,,,,,,,,,,,39,4,1,376.452331542969,103082041
3,1,82,41,2,,,,,,,,,,,,,,,,,,,,,,,39,4,1,376.452331542969,103082041
3,1,83,8,1,"BUNDLE OF OLD NEWSPAPERS",1282,12,,,,,,,,,,,,,,,,,,,,70,3,1,852.727478027344,103083008
3,1,83,12,2,"SCULPTURE WORKS",1200,125,,,,,,,,,,,,,,,,,,,,45,5,1,852.727478027344,103083012
3,1,83,12,1,"SLIPPERS",1032,15,,,,,,,,,,,,,,,,,,,,45,5,1,852.727478027344,103083012
3,1,83,16,1,"BAGS OF SACHET WATER",1242,7,20,,,,,,,,,,,,,,,,,,,48,4,1,852.727478027344,103083016
3,1,83,48,1,"SOAP",356,3,50,"TOYS",1223,15,,,,,,,,,,,,,,,,52,4,1,852.727478027344,103083048
3,1,83,48,2,,,,,,,,,,,,,,,,,,,,,,,52,4,1,852.727478027344,103083048
3,1,83,55,1,,,,,,,,,,,,,,,,,,,,,,,35,4,1,852.727478027344,103083055
3,1,83,70,1,"SACHET WATER",1242,3,,,,,,,,,,,,,,,,,,,,54,5,1,852.727478027344,103083070
3,1,83,73,1,"PEPPER",1230,8,,"ONIONS",1227,5,,,,,,,,,,,,,,,,52,1,1,852.727478027344,103083073
3,1,84,18,1,,,,,,,,,,,,,,,,,,,,,,,28,1,1,484.371246337891,103084018
3,1,84,53,1,,,,,,,,,,,,,,,,,,,,,,,55,3,1,484.371246337891,103084053
3,1,84,62,1,,,,,,,,,,,,,,,,,,,,,,,41,6,1,484.371246337891,103084062
3,1,84,78,1,,,,,,,,,,,,,,,,,,,,,,,53,6,1,484.371246337891,103084078
3,1,84,92,1,,,,,,,,,,,,,,,,,,,,,,,40,4,1,484.371246337891,103084092
3,1,84,95,1,,,,,,,,,,,,,,,,,,,,,,,34,2,1,484.371246337891,103084095
3,1,84,117,1,,,,,,,,,,,,,,,,,,,,,,,39,4,1,484.371246337891,103084117
3,1,84,127,1,"MINERALS",1043,110,,"GUINESS",21,198,,"BEER",21,143,,,,,,,,,,,,31,2,1,484.371246337891,103084127
3,1,85,10,1,,,,,,,,,,,,,,,,,,,,,,,30,2,1,549.883117675781,103085010
3,1,85,14,1,"WATER IN BAGS",,52,5,,,,,,,,,,,,,,,,,,,37,3,1,549.883117675781,103085014
3,1,85,56,1,,,,,,,,,,,,,,,,,,,,,,,67,6,1,549.883117675781,103085056
3,1,85,57,1,,,,,,,,,,,,,,,,,,,,,,,41,4,1,549.883117675781,103085057
3,1,85,62,1,,,,,,,,,,,,,,,,,,,,,,,37,3,1,549.883117675781,103085062
3,1,85,70,1,,,,,,,,,,,,,,,,,,,,,,,64,4,1,549.883117675781,103085070
3,1,85,83,1,"COSMETICS",55,70,,"SHOES",85,100,,,,,,,,,,,,,,,,36,3,1,549.883117675781,103085083
3,1,85,83,2,,,,,,,,,,,,,,,,,,,,,,,36,3,1,549.883117675781,103085083
3,1,85,95,1,,,,,,,,,,,,,,,,,,,,,,,52,8,1,549.883117675781,103085095
3,1,85,116,1,,,,,,,,,,,,,,,,,,,,,,,52,3,1,549.883117675781,103085116
3,1,85,125,1,,,,,,,,,,,,,,,,,,,,,,,44,5,1,549.883117675781,103085125
3,1,86,20,1,"BAG OF RICE",,30,,"BAGS OF S.WATER",,,,"TOILET SOAP",,,,"CRATES OF MINER",,,,"GALLON OF OIL",,,,,,62,1,1,434.168670654297,103086020
3,1,86,24,1,,,,,,,,,,,,,,,,,,,,,,,34,4,1,434.168670654297,103086024
3,1,86,29,1,,,,,,,,,,,,,,,,,,,,,,,56,6,1,434.168670654297,103086029
3,1,86,37,1,"BISCUIT",,20,,"RICE",,66,,"TOFFEES",,10,,"KALYPPO",,,,"SOAP",,20,,30,,40,4,1,434.168670654297,103086037
3,1,86,46,1,,,,,,,,,,,,,,,,,,,,,,,28,2,1,434.168670654297,103086046
3,1,86,47,1,,,,,,,,,,,,,,,,,,,,,,,41,4,1,434.168670654297,103086047
3,1,86,58,1,,,,,,,,,,,,,,,,,,,,,,,36,3,1,434.168670654297,103086058
3,1,86,59,1,,,,,,,,,,,,,,,,,,,,,,,36,4,1,434.168670654297,103086059
3,1,86,63,1,"BISCUIT",,10,,"TOFFEES",,5,,"OMO",,7,,"TOOTHPASTE",,,,"SOFT DRINKS",,10,,15,,62,3,1,434.168670654297,103086063
3,41,87,12,1,,,,,,,,,,,,,,,,,,,,,,,54,7,2,494.692901611328,103087012
3,41,87,32,1,"BISCUIT",121,20,,"KEY SOAPS/SUNLIGHTS",356,15,,"TIN TOMATOES",1111,9,,"MILK",1260,12,,"SUGAR",1088,8,,104,,37,5,2,494.692901611328,103087032
3,41,87,44,1,,,,,,,,,,,,,,,,,,,,,,,33,2,2,494.692901611328,103087044
3,41,88,4,1,,,,,,,,,,,,,,,,,,,,,,,48,3,2,572.247497558594,103088004
3,41,88,11,1,"KEROSENE",1256,5,,,,,,,,,,,,,,,,,,,,70,1,2,572.247497558594,103088011
3,41,88,12,1,,,,,,,,,,,,,,,,,,,,,,,31,1,2,572.247497558594,103088012
3,41,88,19,1,,,,,,,,,,,,,,,,,,,,,,,85,7,2,572.247497558594,103088019
3,41,88,25,1,"GARI",489,10,,"MILO",,2,50,"SUGAR",1088,6,,"GROUNDNUT",1240,4,,"BISCUIT",212,10,,15,,32,3,2,572.247497558594,103088025
3,44,89,3,1,"IRON RODS",589,200,,"METAL BUCKET",707,150,,"GALVANISED BUCKET",482,100,,"ALUMINIUM SQUARE BAR",30,100,,"BRASS ROD",150,100,,300,,34,1,1,28980.7578125,103089003
3,44,89,4,1,,,,,,,,,,,,,,,,,,,,,,,67,4,1,28980.7578125,103089004
3,44,89,16,1,,,,,,,,,,,,,,,,,,,,,,,67,6,1,28980.7578125,103089016
3,44,89,16,2,,,,,,,,,,,,,,,,,,,,,,,67,6,1,28980.7578125,103089016
3,44,89,18,1,,,,,,,,,,,,,,,,,,,,,,,33,4,1,28980.7578125,103089018
3,44,89,18,2,"GUINESS",21,70,,"MALT",1043,55,,"MINERAL",1043,25,,,,,,,,,,,,33,4,1,28980.7578125,103089018
3,44,89,44,1,,,,,,,,,,,,,,,,,,,,,,,62,2,1,28980.7578125,103089044
3,44,89,53,1,"TRANSMISSION COIL",1136,200,,"WIRE(10MM)",1192,250,,"STEEL ANTENNA",1066,300,,"ELEMENT",409,400,,"CABLES",182,300,,500,,45,3,1,28980.7578125,103089053
3,44,89,53,2,,,,,,,,,,,,,,,,,,,,,,,45,3,1,28980.7578125,103089053
3,44,89,60,1,,,,,,,,,,,,,,,,,,,,,,,36,4,1,28980.7578125,103089060
3,44,89,63,1,,,,,,,,,,,,,,,,,,,,,,,34,5,1,28980.7578125,103089063
3,44,89,63,2,,,,,,,,,,,,,,,,,,,,,,,34,5,1,28980.7578125,103089063
3,44,89,99,1,,,,,,,,,,,,,,,,,,,,,,,29,4,1,28980.7578125,103089099
3,40,90,1,1,,,,,,,,,,,,,,,,,,,,,,,56,2,2,1044.35168457031,103090001
3,40,90,3,1,,,,,,,,,,,,,,,,,,,,,,,42,1,2,1044.35168457031,103090003
3,40,90,5,1,,,,,,,,,,,,,,,,,,,,,,,37,3,2,1044.35168457031,103090005
3,40,90,7,1,,,,,,,,,,,,,,,,,,,,,,,35,4,2,1044.35168457031,103090007
3,40,90,12,1,,,,,,,,,,,,,,,,,,,,,,,51,9,2,1044.35168457031,103090012
3,40,90,31,1,"NPK",423,150,,"MASTER",423,280,,"CHAMPION",423,50,,"COCIDE",423,200,,,,,,,,43,6,2,1044.35168457031,103090031
3,40,90,31,2,,,,,,,,,,,,,,,,,,,,,,,43,6,2,1044.35168457031,103090031
3,40,90,32,1,,,,,,,,,,,,,,,,,,,,,,,37,5,2,1044.35168457031,103090032
3,40,90,34,2,,,,,,,,,,,,,,,,,,,,,,,42,3,2,1044.35168457031,103090034
3,40,90,34,1,"BEDSHEET",105,12,,"PILLOWCASE",835,10,,,,,,,,,,,,,,,,42,3,2,1044.35168457031,103090034
3,44,91,10,1,,,,,,,,,,,,,,,,,,,,,,,28,1,1,415.062835693359,103091010
3,44,91,22,1,,,,,,,,,,,,,,,,,,,,,,,39,1,1,415.062835693359,103091022
3,44,91,76,1,,,,,,,,,,,,,,,,,,,,,,,43,7,1,415.062835693359,103091076
3,44,91,79,1,,,,,,,,,,,,,,,,,,,,,,,41,3,1,415.062835693359,103091079
3,44,91,84,1,,,,,,,,,,,,,,,,,,,,,,,52,5,1,415.062835693359,103091084
3,44,91,88,1,,,,,,,,,,,,,,,,,,,,,,,40,3,1,415.062835693359,103091088
3,44,91,89,1,"CRATES OF MINERAL",1237,20,,,,,,,,,,,,,,,,,,,,41,5,1,415.062835693359,103091089
3,44,91,99,1,"TV'S",1285,170,,"DVD'S",1218,100,,,,,,,,,,,,,,,,45,5,1,415.062835693359,103091099
3,44,91,99,2,"LADIES BAGS",1286,30,,"LADIES SHOES",635,50,,,,,,,,,,,,,,,,45,5,1,415.062835693359,103091099
3,44,91,108,1,"LADIES UNDERWEAR",639,75,,,,,,,,,,,,,,,,,,,,38,3,1,415.062835693359,103091108
3,44,91,113,1,,,,,,,,,,,,,,,,,,,,,,,29,3,1,415.062835693359,103091113
3,44,91,114,1,,,,,,,,,,,,,,,,,,,,,,,32,4,1,415.062835693359,103091114
3,44,91,131,1,"PINEAPPLE JUICE",838,90,,"HAIR POMADE",533,70,,"GARI",489,20,,"BISCUITS",121,70,,"DRINKING CHOCOLATE",389,30,,400,,45,6,1,415.062835693359,103091131
3,37,92,6,1,"MAIZE",1273,40,,,,,,,,,,,,,,,,,,,,60,3,1,395.404815673828,103092006
3,37,92,39,1,"GOATS",1293,200,,"ROPES",1266,2,,,,,,,,,,,,,,,,52,4,1,395.404815673828,103092039
3,37,92,39,2,"PLASTIC BOWLS",858,40,,"CUPS",855,20,,,,,,,,,,,,,,,,52,4,1,395.404815673828,103092039
3,37,92,47,1,"PURE WATER",1139,22,,"BISCUITS",121,15,,"SUNLIGHT/LUX",356,20,,"PAMPERS",1313,7,,"DRINKS",1043,15,,183,,26,3,1,395.404815673828,103092047
3,37,92,80,1,,,,,,,,,,,,,,,,,,,,,,,45,5,1,395.404815673828,103092080
3,37,92,107,1,,,,,,,,,,,,,,,,,,,,,,,45,1,1,395.404815673828,103092107
3,43,93,7,2,"WOODIN",289,2000,,,,,,,,,,,,,,,,,,,,42,5,1,499.223052978516,103093007
3,43,93,7,1,,,,,,,,,,,,,,,,,,,,,,,42,5,1,499.223052978516,103093007
3,43,93,8,2,"BEDSHEET",105,20,,,,,,,,,,,,,,,,,,,,30,5,1,499.223052978516,103093008
3,43,93,8,1,,,,,,,,,,,,,,,,,,,,,,,30,5,1,499.223052978516,103093008
3,43,93,17,1,,,,,,,,,,,,,,,,,,,,,,,60,7,1,499.223052978516,103093017
3,43,93,18,1,,,,,,,,,,,,,,,,,,,,,,,51,2,1,499.223052978516,103093018
3,43,93,18,2,,,,,,,,,,,,,,,,,,,,,,,51,2,1,499.223052978516,103093018
3,43,93,21,1,,,,,,,,,,,,,,,,,,,,,,,42,2,1,499.223052978516,103093021
3,43,93,34,1,"COCOA DRINK",1237,11,4,"PURE WATER",1242,8,,,,,,,,,,,,,,,,41,4,1,499.223052978516,103093034
3,43,93,38,2,"EARTHENWARE",402,6,,"BROOMS",162,1,60,"CHARCOAL",257,220,,,,,,,,,,,,50,5,1,499.223052978516,103093038
3,43,93,38,1,,,,,,,,,,,,,,,,,,,,,,,50,5,1,499.223052978516,103093038
3,43,93,55,1,,,,,,,,,,,,,,,,,,,,,,,55,4,1,499.223052978516,103093055
3,43,93,56,2,"TOMATOES",1228,2,,"PALM OIL",1248,15,,"ONION",1227,2,,"PEPPER",1230,1,,"MAGGI",1252,1,,20,,31,5,1,499.223052978516,103093056
3,43,93,56,1,,,,,,,,,,,,,,,,,,,,,,,31,5,1,499.223052978516,103093056
3,43,94,2,1,,,,,,,,,,,,,,,,,,,,,,,49,4,1,494.202117919922,103094002
3,43,94,14,1,"LACE",1318,100,,"SHIRT",995,70,,"MATERIAL",1318,130,,,,,,,,,,,,52,4,1,494.202117919922,103094014
3,43,94,18,1,,,,,,,,,,,,,,,,,,,,,,,43,4,1,494.202117919922,103094018
3,43,94,18,2,,,,,,,,,,,,,,,,,,,,,,,43,4,1,494.202117919922,103094018
3,43,94,38,1,,,,,,,,,,,,,,,,,,,,,,,25,1,1,494.202117919922,103094038
3,43,94,47,1,,,,,,,,,,,,,,,,,,,,,,,27,2,1,494.202117919922,103094047
3,43,94,49,1,,,,,,,,,,,,,,,,,,,,,,,56,4,1,494.202117919922,103094049
3,43,94,51,1,,,,,,,,,,,,,,,,,,,,,,,45,4,1,494.202117919922,103094051
3,43,94,53,1,"MINERAL",1237,20,,"BREAD",151,10,,"BISCUIT",121,5,,"TOFFEE",1114,4,,"OMO",,5,,15,,55,5,1,494.202117919922,103094053
3,43,94,60,1,,,,,,,,,,,,,,,,,,,,,,,43,4,1,494.202117919922,103094060
3,43,95,13,1,"PLANTAIN",1226,50,,"MAIZE",1273,30,,"PEPPER",1230,20,,"OIL PALM",1248,40,,"OKRO",1267,30,,120,,45,4,2,405.136413574219,103095013
3,43,95,33,1,,,,,,,,,,,,,,,,,,,,,,,42,6,2,405.136413574219,103095033
3,43,95,33,2,,,,,,,,,,,,,,,,,,,,,,,42,6,2,405.136413574219,103095033
3,43,95,34,1,,,,,,,,,,,,,,,,,,,,,,,41,3,2,405.136413574219,103095034
3,43,95,35,1,,,,,,,,,,,,,,,,,,,,,,,44,3,2,405.136413574219,103095035
3,43,95,52,1,,,,,,,,,,,,,,,,,,,,,,,24,2,2,405.136413574219,103095052
3,43,95,63,1,,,,,,,,,,,,,,,,,,,,,,,35,1,2,405.136413574219,103095063
3,43,95,74,1,"SHIRTS",289,60,,,,,,,,,,,,,,,,,,,,34,4,2,405.136413574219,103095074
3,43,96,8,1,,,,,,,,,,,,,,,,,,,,,,,68,2,2,975.385070800781,103096008
3,43,96,10,1,,,,,,,,,,,,,,,,,,,,,,,59,4,2,975.385070800781,103096010
3,43,96,27,1,,,,,,,,,,,,,,,,,,,,,,,27,3,2,975.385070800781,103096027
3,43,96,39,1,,,,,,,,,,,,,,,,,,,,,,,47,4,2,975.385070800781,103096039
3,43,96,50,1,"FIREWOOD",433,20,,,,,,,,,,,,,,,,,,,,35,2,2,975.385070800781,103096050
3,43,96,53,1,,,,,,,,,,,,,,,,,,,,,,,66,3,2,975.385070800781,103096053
3,43,96,81,1,"GALLONS OF OIL",1248,38,,"BAGS OF SACHET WATER",1139,30,,"BAGS OF RICE",1244,115,,"TOILET SOAP",356,60,,"TOILET ROLL",1112,40,,200,,39,4,2,975.385070800781,103096081
3,43,96,98,1,,,,,,,,,,,,,,,,,,,,,,,32,4,2,975.385070800781,103096098
3,43,97,5,1,,,,,,,,,,,,,,,,,,,,,,,34,3,1,614.819946289063,103097005
3,43,97,8,1,,,,,,,,,,,,,,,,,,,,,,,48,3,1,614.819946289063,103097008
3,43,97,12,1,,,,,,,,,,,,,,,,,,,,,,,30,4,1,614.819946289063,103097012
3,43,97,14,1,,,,,,,,,,,,,,,,,,,,,,,51,5,1,614.819946289063,103097014
3,43,97,14,2,"LIME",1334,25,,,,,,,,,,,,,,,,,,,,51,5,1,614.819946289063,103097014
3,43,97,33,1,,,,,,,,,,,,,,,,,,,,,,,61,7,1,614.819946289063,103097033
3,43,97,34,1,"TINS OF MILK",1260,10,,"TINS MILO",1330,14,,"SACHETS OF COWBELL",1249,10,,"BOX OF BISCUITS",121,15,,"BOXES OF SUGAR",1088,10,,,,49,3,1,614.819946289063,103097034
3,43,98,21,1,,,,,,,,,,,,,,,,,,,,,,,30,2,1,457.683990478516,103098021
3,43,98,57,1,"SHIRTS (LADIES & GENTS)",995,100,,,,,,,,,,,,,,,,,,,,42,3,1,457.683990478516,103098057
3,43,98,74,1,"MAGGI",1252,5,,"PEPPER",1230,5,,"BISCUIT",121,10,,"TOFFEE",1114,5,,"TOMATOES",1228,5,,90,,50,7,1,457.683990478516,103098074
3,43,98,90,1,,,,,,,,,,,,,,,,,,,,,,,38,3,1,457.683990478516,103098090
3,39,99,13,1,"HERBS",829,480,,,,,,,,,,,,,,,,,,,,57,1,2,580.195373535156,103099013
3,39,99,14,1,"CHARCOAL",257,20,,,,,,,,,,,,,,,,,,,,65,2,2,580.195373535156,103099014
3,39,99,16,1,"SALT",962,8,,,,,,,,,,,,,,,,,,,,63,8,2,580.195373535156,103099016
3,39,99,20,1,,,,,,,,,,,,,,,,,,,,,,,92,5,2,580.195373535156,103099020
3,39,99,21,1,,,,,,,,,,,,,,,,,,,,,,,89,3,2,580.195373535156,103099021
3,39,99,25,1,,,,,,,,,,,,,,,,,,,,,,,61,5,2,580.195373535156,103099025
3,39,99,25,2,"FISH",435,80,,,,,,,,,,,,,,,,,,190,,61,5,2,580.195373535156,103099025
3,39,99,29,1,,,,,,,,,,,,,,,,,,,,,,,80,2,2,580.195373535156,103099029
3,38,100,2,1,,,,,,,,,,,,,,,,,,,,,,,41,8,1,546.031555175781,103100002
3,38,100,4,1,,,,,,,,,,,,,,,,,,,,,,,58,2,1,546.031555175781,103100004
3,38,100,10,1,,,,,,,,,,,,,,,,,,,,,,,63,6,1,546.031555175781,103100010
3,38,100,10,2,,,,,,,,,,,,,,,,,,,,,,,63,6,1,546.031555175781,103100010
3,38,100,15,1,"SUGAR",1341,10,,"BEANS",98,3,,"GROUNDNUT",1240,5,,"RICE",1244,20,,,,,,,,75,1,1,546.031555175781,103100015
3,38,100,16,1,"POLYTHENE BAG",874,5,,"TOFFEES",1114,12,,"ICE CREAM",571,7,,"COWBELL",1249,71,,"MINERAL",1237,25,,50,,38,4,1,546.031555175781,103100016
3,38,100,17,1,,,,,,,,,,,,,,,,,,,,,,,88,1,1,546.031555175781,103100017
3,38,100,56,1,"MAIZE",673,400,,"POWERED CASSAVA",232,300,,,,,,,,,,,,,,200,,58,5,1,546.031555175781,103100056
3,38,100,57,1,,,,,,,,,,,,,,,,,,,,,,,36,5,1,546.031555175781,103100057
3,38,100,58,1,"PEPPER",1230,10,,"MAGGI",1252,5,,"BEEF",1236,7,,"OKRO",1267,8,,"PALM OIL",801,7,,30,,74,1,1,546.031555175781,103100058
3,38,100,68,1,,,,,,,,,,,,,,,,,,,,,,,37,2,1,546.031555175781,103100068
4,3,101,32,1,,,,,,,,,,,,,,,,,,,,,,,40,7,1,915.430725097656,104101032
4,3,101,38,1,,,,,,,,,,,,,,,,,,,,,,,27,2,1,915.430725097656,104101038
4,3,101,39,1,,,,,,,,,,,,,,,,,,,,,,,40,4,1,915.430725097656,104101039
4,3,101,52,1,,,,,,,,,,,,,,,,,,,,,,,55,1,1,915.430725097656,104101052
4,3,101,65,1,,,,,,,,,,,,,,,,,,,,,,,37,2,1,915.430725097656,104101065
4,3,101,69,1,,,,,,,,,,,,,,,,,,,,,,,25,2,1,915.430725097656,104101069
4,3,101,79,1,,,,,,,,,,,,,,,,,,,,,,,30,1,1,915.430725097656,104101079
4,3,102,3,1,,,,,,,,,,,,,,,,,,,,,,,34,5,1,674.936218261719,104102003
4,3,102,5,1,,,,,,,,,,,,,,,,,,,,,,,38,1,1,674.936218261719,104102005
4,3,102,5,2,,,,,,,,,,,,,,,,,,,,,,,38,1,1,674.936218261719,104102005
4,3,102,7,1,,,,,,,,,,,,,,,,,,,,,,,65,4,1,674.936218261719,104102007
4,3,102,8,1,,,,,,,,,,,,,,,,,,,,,,,30,4,1,674.936218261719,104102008
4,3,102,10,1,"CLOTH",289,28,,,,,,,,,,,,,,,,,,,,81,3,1,674.936218261719,104102010
4,3,102,21,1,,,,,,,,,,,,,,,,,,,,,,,62,6,1,674.936218261719,104102021
4,3,102,23,1,,,,,,,,,,,,,,,,,,,,,,,62,5,1,674.936218261719,104102023
4,3,102,29,1,,,,,,,,,,,,,,,,,,,,,,,54,1,1,674.936218261719,104102029
4,3,102,36,2,,,,,,,,,,,,,,,,,,,,,,,46,5,1,674.936218261719,104102036
