"id1","id2","hhno","plot_no","s4aii_a10","s4aii_a11","s4aii_a12","s4aii_a13","s4aii_a14","s4aii_a15a","s4aii_a15b","s4aii_a15c","s4aii_a16","s4aii_a17","area_ha"
3,39,103099016,1,4,1,1,1,2,,"2MILES",90,2,,1.6187778711319
3,39,103099023,1,3,1,1,1,3,,"6MILES",80,2,,1.21408331394196
3,39,103099023,2,5,1,1,1,5,,"8MILES",95,2,,2.02347230911255
3,41,103087005,1,2,1,1,1,3,,"0.8KM",25,2,,0.809388935565948
3,41,103087013,1,1,1,1,1,2,,"1.6KM",50,2,,0.404694467782974
3,41,103087022,1,1,1,1,2,,10,"0.2KM",5,1,1,0.404694467782974
3,41,103087024,1,0.5,1,1,2,,10,"0.2KM",5,1,2,0.202347233891487
3,41,103087032,1,1,1,1,1,3,,"0.8KM",20,2,,0.404694467782974
3,41,103087034,1,5,1,1,1,4,,"0.3KM",15,1,1,2.02347230911255
3,41,103087036,1,1,1,1,2,,3,"0.8KM",25,2,,0.404694467782974
3,41,103088001,2,4,3,1,2,,2,"125M",15,2,,0.945366263389587
3,41,103088001,1,1,1,1,3,1.5,,"110M",10,1,2,0.404694467782974
3,41,103088001,3,4,3,1,2,,2,"1KM",30,1,2,0.945366263389587
3,41,103088002,2,3.5,3,1,2,,2,"2KM",2,2,,0.827195465564728
3,41,103088002,1,1,1,1,3,,,"1KM",1,2,,0.404694467782974
3,41,103088003,2,1,1,1,1,2,,"1KM",15,2,,0.404694467782974
3,41,103088003,1,1,1,1,1,2,,"1KM",15,2,,0.404694467782974
3,41,103088004,3,4,3,1,2,,2,"400M",5,1,1,0.945366263389587
3,41,103088004,1,7,3,1,3,,,"400M",5,1,1,1.65439093112946
3,41,103088004,2,15,3,1,1,2,,"800M",10,1,1,3.54512333869934
3,41,103088004,4,6,3,1,3,,,"800M",10,1,1,1.41804933547974
3,41,103088005,1,1,1,1,3,1,,"1KM",60,2,,0.404694467782974
3,41,103088008,1,2,3,1,2,,2,"450YARDS",30,2,,0.472683131694794
3,41,103088010,1,4,1,1,1,4,,"1MILE",180,1,1,1.6187778711319
3,41,103088011,1,6,3,1,3,,,"2",20,1,2,1.41804933547974
3,41,103088017,1,1,1,1,1,2,,"1KM",5,1,1,0.404694467782974
3,41,103088019,4,100,1,1,1,200,,"1.5KM",15,1,1,40.4694442749023
3,41,103088019,3,100,1,1,1,200,,"1.5KM",15,1,1,40.4694442749023
3,41,103088019,2,100,1,1,1,200,,"1.5KM",15,1,1,40.4694442749023
3,41,103088019,1,100,1,1,1,200,,"1.5KM",15,1,1,40.4694442749023
3,41,103088020,1,2,1,1,1,2,,"1KM",15,1,1,0.809388935565948
3,41,103088021,1,10,1,1,1,10,,"2KM",,1,1,4.0469446182251
3,41,103088025,2,2,3,1,2,,3,,40,1,1,0.472683131694794
3,41,103088025,1,1,1,1,3,1,,,40,1,1,0.404694467782974
3,43,103094053,1,1,1,1,3,,,"8MILES",240,2,,0.404694467782974
3,43,103096023,1,1,1,1,1,1.5,,"1.5KM",30,1,1,0.404694467782974
3,43,103096050,1,2,1,1,1,2,,"200M",10,2,,0.809388935565948
3,43,103096058,1,9,1,1,1,10,,"2MILES",120,1,1,3.64225006103516
3,43,103096081,1,3,1,1,1,3,,"4KM",180,1,1,1.21408331394196
3,43,103096081,2,1,1,1,3,,,"2KM",90,1,1,0.404694467782974
3,43,103096085,1,3,1,1,1,3,,"2",45,2,,1.21408331394196
3,43,103096086,1,25,1,1,1,25,,"1MILE",90,2,,10.1173610687256
3,43,103096095,2,1,1,1,3,,,"5KM",1,1,1,0.404694467782974
3,43,103096095,3,1,1,1,3,,,"5KM",1,1,1,0.404694467782974
3,43,103096095,1,1,1,1,3,,,"5KM",1,1,1,0.404694467782974
3,43,103097017,1,1,1,1,3,,,"1MILE",30,2,,0.404694467782974
3,43,103098074,1,2,4,1,3,,,"100MILES",2,2,,0.204775393009186
4,3,104102002,1,0.5,1,1,2,,4,"800M",20,2,,0.202347233891487
4,3,104102002,2,0.5,1,1,2,,4,"600M",15,2,,0.202347233891487
4,3,104102010,1,0.5,1,1,2,,3,"300M",30,2,,0.202347233891487
4,3,104102013,1,1,1,1,2,,4,"1.6KM",,2,,0.404694467782974
4,3,104102019,1,0.5,1,1,2,,3,"500M",10,2,,0.202347233891487
4,3,104102025,1,2,1,1,2,,2,"1KM",35,2,,0.809388935565948
4,3,104103008,1,1.20000004768372,3,1,3,0.100000001490116,0.100000001490116,"3.2",75,1,2,0.28360989689827
4,6,104114002,1,3,1,1,3,,,"0.8KM",45,1,1,1.21408331394196
4,6,104114004,1,25,1,1,1,3,,"4.6",60,2,,10.1173610687256
4,6,104114006,1,1,1,1,3,,,"1KM",35,1,1,0.404694467782974
4,6,104114014,1,1,1,1,2,,3,"1.6KM",60,1,1,0.404694467782974
4,6,104114015,1,10,1,1,1,2,,"4.8KM",120,1,1,4.0469446182251
4,6,104114016,1,1,1,1,3,,,"0.5MILE",45,1,1,0.404694467782974
4,6,104114019,1,1,1,1,3,,,"0.8KM",30,1,1,0.404694467782974
4,6,104115009,1,0.5,1,1,2,0,5,"0.5KM",15,2,,0.202347233891487
4,6,104115010,1,1,1,1,,0,3,"1KM",35,1,1,0.404694467782974
4,6,104115011,1,0.5,1,1,2,0,5,"1000M",20,2,,0.202347233891487
4,6,104115012,1,0.5,1,1,2,,4,"1.5KILOMETERS",90,2,,0.202347233891487
4,6,104115016,1,0.5,1,1,2,,4,"3KILOMETERS",1,2,,0.202347233891487
4,6,104115017,1,0.5,1,,,,3,"1.5KM",70,2,,0.202347233891487
4,6,104115018,1,1,1,1,2,,3,"1",30,2,,0.404694467782974
4,6,104115020,1,1,1,1,2,0,1.5,"600M",100,1,2,0.404694467782974
4,6,104115023,1,2,1,1,2,1.5,,"1KM",30,1,1,0.809388935565948
4,6,104115027,1,1,1,1,2,0,2,"2KM",45,2,,0.404694467782974
4,6,104115031,1,0.5,1,1,1,,5,"1.6KM",80,2,,0.202347233891487
4,6,104115038,1,1,1,1,2,0,2,"2KM",1,2,2,0.404694467782974
4,6,104116001,1,3,1,1,1,2.5,,"1.5",25,1,2,1.21408331394196
4,7,104117010,1,1,1,1,2,,3,"2KM",40,2,,0.404694467782974
4,7,104117013,1,1,1,1,2,,2,"3KM",60,2,,0.404694467782974
4,7,104117016,1,1,3,1,3,,,"2KM",90,2,,0.236341565847397
4,7,104117019,1,6,1,1,1,3,,"3KM",60,2,,2.42816662788391
4,7,104119005,1,1,1,1,2,,2,"0.50KM",30,2,,0.404694467782974
4,7,104119027,1,1,1,1,2,,2,"0.30KM",10,2,,0.404694467782974
4,7,104119031,1,5,1,1,1,1.5,,"0.2KM",5,2,,2.02347230911255
4,7,104119039,1,5,1,1,2,,4,"300M",5,2,,2.02347230911255
4,46,104107015,1,0.5,1,1,2,,3,"1.6KM",20,2,,0.202347233891487
4,46,104107021,1,1,1,1,3,,,"1.6KM",30,2,,0.404694467782974
4,46,104107027,1,0.5,1,1,3,,,"0.4KM",10,1,1,0.202347233891487
4,46,104107031,1,1,1,1,3,,,"0.5KM",10,1,1,0.404694467782974
4,46,104107032,1,1,1,1,3,,,"1.6KM",30,2,,0.404694467782974
4,46,104107038,1,2,1,1,1,2,,"15KM",5,1,1,0.809388935565948
4,46,104107040,1,1,1,1,3,,,"1.6KM",60,1,1,0.404694467782974
4,46,104107045,1,0.5,1,1,2,,3,"1.2KM",60,1,1,0.202347233891487
4,46,104107048,1,0.5,1,1,2,,2.5,"3.2KM",60,2,,0.202347233891487
4,46,104107058,1,1,1,1,3,,,"0.4KM",30,1,1,0.404694467782974
4,46,104108003,1,2,1,1,1,1.5,,"1.5KM",25,1,1,0.809388935565948
4,46,104108005,1,1.5,1,1,1,2,,"1.6KM",20,2,,0.607041656970978
4,46,104108009,1,0.5,1,1,1,3,,"0.5KM",10,1,1,0.202347233891487
4,46,104108010,1,2,1,1,1,4,,"0.8KM",30,1,1,0.809388935565948
4,46,104108015,1,2,1,1,2,,12,"2.4KM",120,1,1,0.809388935565948
4,46,104108017,1,1,1,1,3,,,"0.5KM",5,2,,0.404694467782974
4,46,104108018,1,1,1,1,1,1.5,,"0.5KM",10,1,1,0.404694467782974
4,46,104108025,1,1.5,1,1,1,1.5,,"1.6KM",20,1,1,0.607041656970978
4,46,104108027,1,2,1,1,1,2,,"1.2KM",20,1,1,0.809388935565948
4,46,104108032,1,2,1,1,1,5,,"0.8KM",15,2,,0.809388935565948
4,46,104108036,1,4,1,1,1,5,,"0.8KM",20,2,2,1.6187778711319
4,46,104109002,1,8,1,1,1,6,,"2.4",2,1,1,3.23755574226379
4,46,104109005,1,0.5,1,1,2,,2,"0.8KM",5,2,,0.202347233891487
4,46,104109006,1,1.5,1,1,3,,,"2KM",30,2,,0.607041656970978
4,46,104109007,1,1.5,1,1,3,,,"1.5KM",30,1,1,0.607041656970978
4,46,104109022,1,0.5,1,1,3,,,"0.8KM",30,2,,0.202347233891487
4,46,104109025,1,2,1,1,1,3,,"1.6KM",1,1,1,0.809388935565948
4,46,104109029,1,12,1,1,1,5,,"6.4KM",4,1,1,4.85633325576782
4,46,104109045,1,4,1,1,1,8,,"1.6KM",30,2,,1.6187778711319
4,46,104109048,1,3,1,1,3,,,"1KM",20,1,1,1.21408331394196
4,46,104109051,1,1,1,1,1,2,,"1.6KM",35,2,,0.404694467782974
4,46,104109054,1,2,1,1,1,2,,"3.2KM",1,2,,0.809388935565948
4,49,104120001,1,2,1,1,3,,,"1.5",25,2,,0.809388935565948
4,49,104120001,2,8,1,1,1,4,,"55MILES",360,2,,3.23755574226379
4,49,104120010,1,1,1,1,2,,2.5,"0.60KM",50,2,,0.404694467782974
4,49,104120013,1,0.5,1,1,2,,4,"1MILE",50,2,,0.202347233891487
4,49,104120016,1,1,1,1,3,,,"1.6KM",45,1,1,0.404694467782974
4,49,104120024,1,2,4,1,3,,,"1.2KM",50,1,1,0.204775393009186
4,49,104120024,2,0.5,4,1,2,,6,"0.4KM",20,1,1,0.0511938482522964
4,49,104120025,1,2,1,1,2,,2,"1KM",60,2,,0.809388935565948
4,49,104120039,1,2,4,1,2,,3,"1.6KM",30,1,1,0.204775393009186
4,49,104120039,2,20,1,1,1,30,,"1.6KM",30,1,1,8.0938892364502
4,49,104120041,1,4,4,1,3,,,"1.6KM",45,1,1,0.409550786018372
4,49,104120060,2,1,1,1,2,,2,"10KM",15,2,,0.404694467782974
4,49,104120060,1,1,1,1,2,,2,"2KM",60,2,,0.404694467782974
4,49,104121003,2,6,1,1,1,3,,"2KM",60,2,,2.42816662788391
4,49,104121003,1,2,1,1,3,,,"1KM",30,2,,0.809388935565948
4,49,104121015,1,2,1,1,3,,,"3KM",45,2,,0.809388935565948
4,49,104121016,1,2,1,1,3,,,"3KM",45,2,,0.809388935565948
4,49,104121016,2,1,1,1,2,,2,"3KM",45,2,,0.404694467782974
4,49,104121023,1,2,1,1,3,,,"0.40KM",30,2,,0.809388935565948
4,49,104121023,2,2,1,1,3,,,"1KM",60,2,,0.809388935565948
4,49,104121024,1,1,1,1,2,,2,"1KM",60,2,,0.404694467782974
4,49,104121035,1,0.200000002980232,,1,3,,,"1.5MILES",60,2,,
4,49,104121035,2,4,,1,1,2,,"2MILES",80,2,,
4,49,104121049,1,3,3,1,1,1.5,,"0.4KM",20,1,1,0.709024667739868
4,49,104121084,1,1,1,1,1,2,,"2KM",60,1,1,0.404694467782974
4,49,104121091,1,2,1,1,2,,2,"2KM",20,2,,0.809388935565948
4,49,104121102,1,1,1,1,2,,2,"1MILE",30,2,,0.404694467782974
4,49,104121102,2,4,1,1,1,2,,"1MILE",30,2,,1.6187778711319
4,49,104121103,4,1.5,1,1,,1.5,,"0.3KM",20,1,1,0.607041656970978
4,49,104121103,2,3,1,1,1,3,,"0.3KM",15,1,1,1.21408331394196
4,49,104121103,3,1,1,1,3,,,"0.3KM",15,1,1,0.404694467782974
4,49,104121103,1,4,1,1,1,4,,"0.7KM",45,1,1,1.6187778711319
4,49,104121112,1,4,3,1,3,,,"5KM",60,1,1,0.945366263389587
4,49,104121112,2,2,3,1,2,,2,"1KM",40,1,1,0.472683131694794
4,49,104121130,3,1,1,1,2,,2,"3KM",60,2,,0.404694467782974
4,49,104121130,1,2,1,1,3,,,"20KM",90,2,,0.809388935565948
4,49,104121130,2,1,1,1,2,,2,"3KM",60,2,,0.404694467782974
4,49,104123005,2,10,1,1,1,60,,"4KM",45,2,,4.0469446182251
4,49,104123005,1,4,1,1,1,24,,"1KM",5,2,,1.6187778711319
4,49,104123009,1,2,1,1,1,6,,"3MILES",90,2,,0.809388935565948
4,49,104123009,2,1,1,1,1,3,,"3MILES",90,2,,0.404694467782974
4,49,104123012,1,1,1,1,1,2,,"0.2KM",20,1,1,0.404694467782974
4,49,104123017,2,2,1,1,1,4,,"2KM",60,1,1,0.809388935565948
4,49,104123017,1,2,1,1,1,4,,"1KM",30,1,1,0.809388935565948
4,49,104123017,3,1,1,1,1,2,,"0.2KM",15,1,1,0.404694467782974
4,49,104123028,2,2,1,1,1,4,,"1KM",60,1,1,0.809388935565948
4,49,104123028,1,1,1,1,1,2,,"0.7KM",45,1,1,0.404694467782974
4,49,104123029,3,1,1,1,1,2,,"3KM",60,2,,0.404694467782974
4,49,104123029,1,5,1,1,1,10,,"3KM",90,2,,2.02347230911255
4,49,104123029,4,2,1,1,,7,,"2KM",60,2,,0.809388935565948
4,49,104123029,2,2,1,1,1,7,,"3KM",90,2,,0.809388935565948
4,49,104123031,2,3,1,1,1,5,,"2KM",60,2,,1.21408331394196
4,49,104123031,1,3,1,1,1,5,,"3KM",90,2,,1.21408331394196
4,49,104123031,3,4,1,1,1,6,,"3KM",90,2,,1.6187778711319
4,49,104123031,4,1,1,1,1,3,,"3KM",90,2,,0.404694467782974
4,49,104123032,2,1,1,1,1,3,,"2KM",60,2,,0.404694467782974
4,49,104123032,3,1,1,1,1,3,,"2KM",60,2,,0.404694467782974
4,49,104123032,1,2,1,1,1,6,,"3KM",90,2,,0.809388935565948
4,49,104123036,2,1,1,1,1,2,,"3KM",60,2,,0.404694467782974
4,49,104123036,1,1,1,1,1,2,,"3KM",60,2,,0.404694467782974
4,49,104123040,2,1,1,1,1,2,,"1KM",45,2,,0.404694467782974
4,49,104123040,1,1,1,1,1,2,,"2KM",60,2,,0.404694467782974
4,49,104124005,1,2,3,1,2,,4,"1KM",60,1,1,0.472683131694794
4,49,104124010,1,2,3,1,2,,4,"0.2KM",20,1,1,0.472683131694794
4,49,104124023,1,1,1,1,2,,2,"500M",15,2,,0.404694467782974
4,49,104124025,2,1,3,1,2,,4,"1KM",30,2,,0.236341565847397
4,49,104124025,1,1,3,1,2,,4,"1KM",30,2,,0.236341565847397
4,49,104124026,1,4,1,1,1,2,,"0.50KM",20,2,,1.6187778711319
4,49,104124028,1,1,1,1,2,,2,"0.50KM",20,2,,0.404694467782974
4,49,104124029,1,0.5,1,1,2,,4,"300METERS",10,2,,0.202347233891487
4,49,104124033,1,1.5,1,1,3,,,"1KM",30,2,,0.607041656970978
4,49,104124037,2,3,1,1,1,1.5,,"2KM",60,2,,1.21408331394196
4,49,104124037,1,1,1,1,2,,2,"2KM",60,2,,0.404694467782974
4,49,104124048,1,2,1,1,1,3,,"1KM",20,2,,0.809388935565948
4,49,104124052,1,0.5,1,1,2,,3,"0.5KM",30,1,1,0.202347233891487
4,49,104124052,2,0.5,1,1,2,,4,"0.5KM",30,1,1,0.202347233891487
4,49,104124057,1,5,3,1,1,1.20000004768372,,"0.7KM",50,1,1,1.18170785903931
4,50,104126002,1,0.5,1,1,2,,4,"0.5KM",30,1,1,0.202347233891487
4,50,104126003,1,2,4,1,2,,3,"0.3",20,1,1,0.204775393009186
4,50,104126007,1,2,1,1,3,,,"1KM",50,2,,0.809388935565948
4,50,104126014,1,3,4,1,2,,2,"1KM",30,2,,0.307163089513779
4,50,104126017,1,1,1,1,3,,,"2KM",70,2,,0.404694467782974
4,50,104126019,1,5,1,1,1,3,,"3MILES",90,2,,2.02347230911255
4,50,104126020,1,1,1,1,2,,2,"3KM",45,2,,0.404694467782974
4,50,104126021,1,2,1,1,3,,,"5MILE",10,2,,0.809388935565948
4,50,104126021,2,6,1,1,1,3,,"1MILE",30,2,,2.42816662788391
4,50,104126022,1,1,1,1,2,,2,"3MILES",60,2,,0.404694467782974
4,50,104126023,1,0.5,1,1,2,,3,"1.5MILE",30,2,,0.202347233891487
4,50,104126041,1,4,1,1,1,2,,"1KM",45,2,,1.6187778711319
4,50,104342001,2,3,1,1,1,1.5,,"1KM",60,2,,1.21408331394196
4,50,104342001,3,2,1,1,3,,,"1KM",60,2,,0.809388935565948
4,50,104342001,1,4,1,1,1,2,,"1KM",60,2,,1.6187778711319
4,50,104342002,1,1,3,1,2,,3,"0.7KM",25,2,,0.236341565847397
4,50,104342003,2,2,1,1,3,,,"1KM",45,2,,0.809388935565948
4,50,104342003,1,8,1,1,1,4,,"1KM",45,2,,3.23755574226379
4,50,104342004,1,2,1,1,3,,,"1KM",60,2,,0.809388935565948
4,50,104342004,2,1,3,1,2,,2,"1KM",60,2,,0.236341565847397
4,50,104342006,1,5,1,1,1,2.5,,"1.5MILE",30,2,,2.02347230911255
4,50,104342007,2,3,1,1,3,1,,"1KM",50,2,,1.21408331394196
4,50,104342007,1,10,1,1,1,4,,"1KM",50,2,,4.0469446182251
4,50,104342008,1,2,1,1,3,,,"1.5",45,2,,0.809388935565948
4,50,104342012,1,4,1,1,1,2,,"1KM",45,2,,1.6187778711319
4,50,104342013,1,4,1,1,1,2,,"1MILE",30,2,,1.6187778711319
4,50,104342013,2,2,1,1,1,1.5,,"1MILE",30,2,,0.809388935565948
4,50,104342014,2,0.5,1,1,2,,1,"0.6KM",40,1,1,0.202347233891487
4,50,104342014,1,3,1,1,1,3,,"0.6KM",40,1,1,1.21408331394196
4,50,104342014,4,0.5,1,1,2,,1,"0.6KM",40,1,1,0.202347233891487
4,50,104342014,3,2,1,1,1,2,,"0.6KM",40,1,1,0.809388935565948
4,50,104342017,3,3,1,1,1,3,,"1KM",60,1,1,1.21408331394196
4,50,104342017,2,6,1,1,1,5,,"0.2KM",15,1,1,2.42816662788391
4,50,104342017,1,3,1,1,1,3,,"1KM",60,1,1,1.21408331394196
4,50,104342019,6,2.5,1,1,1,3,,"0.3KM",15,1,1,1.01173615455627
4,50,104342019,2,3,1,1,1,4,,"0.4KM",22,1,1,1.21408331394196
4,50,104342019,1,2,1,1,1,3,,"0.5KM",30,1,1,0.809388935565948
4,50,104342019,3,1.5,1,1,1,2,,"0.2KM",10,1,1,0.607041656970978
4,50,104342019,4,1,1,1,1,2,,"0.3KM",12,1,1,0.404694467782974
4,50,104342019,5,1.5,1,1,1,2,,"0.2KM",10,1,1,0.607041656970978
4,50,104342021,1,3,1,1,1,3,,"0.5KM",45,1,1,1.21408331394196
4,50,104342022,3,2,4,1,1,2,,"3KM",120,1,1,0.204775393009186
4,50,104342022,2,1,4,1,3,,,"0.4",20,1,1,0.102387696504593
4,50,104342022,1,2,4,1,1,2,,"0.2KM",12,1,1,0.204775393009186
4,50,104342026,1,4,1,1,1,6,,"0.5KM",25,2,,1.6187778711319
4,50,104342026,2,1,1,1,1,2,,"0.8KM",30,2,,0.404694467782974
4,51,104127003,1,4,1,1,1,2,,"1KM",30,2,,1.6187778711319
4,51,104127006,1,2,2,1,3,,,"1KM",40,2,,0.819101572036743
4,51,104127007,1,4,1,1,1,2,,"2KM",60,2,,1.6187778711319
4,51,104127008,1,4,1,1,1,2,,"2KM",45,2,,1.6187778711319
4,51,104127009,1,10,3,1,3,,,"0.25",20,1,1,2.36341571807861
4,51,104127011,1,1,1,1,2,,2,"0.25KM",20,1,1,0.404694467782974
4,51,104127012,2,0.5,1,1,2,,4,"1.5KM",45,1,1,0.202347233891487
4,51,104127012,1,3,1,1,1,1.5,,"1.5KM",45,1,1,1.21408331394196
4,51,104127014,1,1,1,1,2,,2,"0.5KM",20,1,1,0.404694467782974
4,51,104127015,1,2,1,1,3,,,"0.25",15,1,1,0.809388935565948
4,51,104127023,1,4,1,1,1,2.5,,"0.40KM",50,2,,1.6187778711319
4,51,104127025,1,2,1,1,3,,,"0.30KM",20,2,,0.809388935565948
4,51,104127028,1,1.5,1,1,3,,,"3KM",40,2,,0.607041656970978
4,51,104127037,1,2,1,1,3,,,"0.40KM",40,2,,0.809388935565948
4,51,104127041,1,1.5,1,1,3,,,"0.30KM",20,2,,0.607041656970978
4,51,104127042,1,3,1,1,1,2,,"1KM",30,2,,1.21408331394196
4,51,104133003,1,4,1,1,1,2,,"1KM",60,2,,1.6187778711319
4,51,104133005,1,2,1,1,3,,,"0.5MILE",45,2,,0.809388935565948
4,51,104133006,1,2,1,1,3,,,"2MILES",45,2,,0.809388935565948
4,51,104133009,1,1,1,1,2,,2,"0.5KM",50,1,1,0.404694467782974
4,51,104133009,2,5,3,1,2,,0.200000002980232,"0.3KM",20,1,1,1.18170785903931
4,51,104133018,1,1,1,1,1,1.5,,"0.3KM",20,1,1,0.404694467782974
4,51,104133019,1,6,5,1,1,3,,"2KM",60,2,,
4,51,104133021,1,4,1,1,1,2,,"1KM",60,2,,1.6187778711319
4,51,104133025,2,4,3,,2,,2,"1KM",40,2,,0.945366263389587
4,51,104133025,1,5,1,,1,4,,"1KM",40,2,,2.02347230911255
4,51,104133028,1,3,1,1,1,3,,"3KM",45,,,1.21408331394196
4,51,104133028,2,1,1,1,1,2,,"3KM",45,,,0.404694467782974
4,51,104133029,1,1,1,1,1,,2,"0.5",45,1,1,0.404694467782974
4,51,104133033,1,1,1,1,2,,2,"1KM",75,2,,0.404694467782974
4,51,104133038,2,5,1,1,1,2.5,,"1KM",30,2,,2.02347230911255
4,51,104133038,1,3,1,1,1,1.5,,"3KM",60,2,,1.21408331394196
4,51,104133043,1,5,3,1,2,,2,"1KM",30,2,,1.18170785903931
4,51,104133045,1,2,1,1,1,2,,"1.5KM",50,1,1,0.809388935565948
4,53,104105022,1,1,1,1,1,1.5,,"1.6KM",60,1,1,0.404694467782974
4,53,104105023,1,3,1,1,1,3,,"3KM",50,1,1,1.21408331394196
4,53,104105024,1,3,1,1,1,3,,"3KM",45,1,1,1.21408331394196
4,53,104105027,1,1,1,1,3,,,"6KM",90,1,1,0.404694467782974
4,53,104105032,1,2,1,1,1,4,0,"50M",,2,,0.809388935565948
4,53,104105033,1,4,1,1,1,3,0,"1.6KM",20,2,,1.6187778711319
4,53,104105035,1,2,1,1,2,,2,"3.2KM",25,2,,0.809388935565948
4,53,104105036,1,2,1,1,1,2,,"3.2KM",35,1,1,0.809388935565948
4,53,104105043,1,2,1,1,3,,,"0.8KM",60,1,1,0.809388935565948
4,54,104104013,1,2,1,1,3,,,"1.6KM",30,2,,0.809388935565948
4,54,104104014,1,4,1,1,1,3.5,,"0.8KM",30,1,1,1.6187778711319
4,54,104104020,1,3,1,1,1,1.5,,"5.12KM",40,2,,1.21408331394196
4,54,104104041,1,1,5,1,3,,,"31KM",3,1,1,
4,54,104104044,1,1,4,1,3,,,"1KM",15,1,1,0.102387696504593
4,54,104104046,1,2,1,1,2,,4,"6.8KM",30,1,1,0.809388935565948
4,55,104122003,1,1,1,1,1,2,,"1.6",60,1,1,0.404694467782974
4,55,104122004,1,1,4,1,2,,3,"3.2KM",180,1,1,0.102387696504593
4,55,104122006,1,1,4,1,2,,2,"2.5KM",45,1,1,0.102387696504593
4,55,104122006,2,1,4,1,2,,2,"3KM",60,1,1,0.102387696504593
4,55,104122008,1,2,4,1,3,,,"0.0625KM",5,2,2,0.204775393009186
4,55,104122009,1,1,4,1,2,,2,"1.6KM",30,1,1,0.102387696504593
4,55,104122009,2,1,4,1,2,,2,"1.6KM",30,1,1,0.102387696504593
4,55,104122010,1,1,1,1,1,1.5,,"0.5KM",30,2,,0.404694467782974
4,55,104122015,1,3,3,1,2,,4,"2KM",90,1,1,0.709024667739868
4,55,104122016,1,3,3,1,2,,3,"0.5KM",30,1,1,0.709024667739868
4,55,104122016,2,0.5,3,1,2,,18,"0.5KM",30,1,1,0.118170782923698
4,55,104122018,2,1,1,1,1,1.20000004768372,,"1KM",45,1,1,0.404694467782974
4,55,104122018,1,1,1,1,1,1.20000004768372,,"3.2KM",100,1,1,0.404694467782974
4,55,104122018,3,0.5,1,1,2,,2,"0.5KM",20,1,1,0.202347233891487
4,58,104129001,2,3,1,1,1,2,,"0.50KM",20,2,,1.21408331394196
4,58,104129001,1,2,1,1,1,1.5,,"0.50KM",20,2,,0.809388935565948
4,58,104129012,1,1,1,1,2,,2,"0.30KM",15,2,,0.404694467782974
4,58,104129017,,,,,,,,,,,,
4,58,104129020,1,4,1,1,1,2,,"1.5KM",30,1,1,1.6187778711319
4,58,104129020,2,4,1,1,1,2,,"2KM",40,1,1,1.6187778711319
4,58,104129020,3,2,1,1,3,,,"2KM",40,1,1,0.809388935565948
4,58,104129025,1,2,1,1,3,,,"1KM",40,2,,0.809388935565948
4,58,104129026,1,20,1,1,1,10,,"1KM",45,2,,8.0938892364502
4,58,104129031,1,3,1,1,1,3,,"1KM",45,2,,1.21408331394196
4,58,104129033,1,2,1,1,3,,,"1KM",40,2,,0.809388935565948
4,58,104130003,1,4,1,1,1,2,,"7KM",240,1,1,1.6187778711319
4,58,104130009,1,2,1,1,3,,,"2KM",60,1,1,0.809388935565948
4,58,104130016,2,2,1,1,3,,,"3KM",30,1,1,0.809388935565948
4,58,104130016,3,1,1,1,2,,2,"2KM",15,1,1,0.404694467782974
4,58,104130016,1,1,1,1,2,,2,"2KM",15,1,1,0.404694467782974
4,58,104130018,1,3,1,1,1,2,,"7KM",240,2,,1.21408331394196
4,58,104130021,1,2,1,1,3,,,"5KM",60,2,,0.809388935565948
4,58,104130027,2,2,1,1,3,,,"18MILES",30,2,,0.809388935565948
4,58,104130027,1,3,1,1,1,1.5,,"18MILES",30,2,,1.21408331394196
4,58,104130027,3,1,1,1,2,,2,"18MILES",30,2,,0.404694467782974
4,58,104130028,1,6,1,1,1,3,,"20KM",30,2,,2.42816662788391
4,58,104130028,3,4,1,1,1,2,,"20KM",30,2,,1.6187778711319
4,58,104130028,2,8,1,1,1,4,,"20KM",30,2,,3.23755574226379
4,58,104131007,1,6,1,1,1,3,,"3KM",60,2,,2.42816662788391
4,58,104131009,1,3,1,1,3,,,"1KM",30,2,,1.21408331394196
4,58,104131015,1,4,1,1,1,2,,"3MILES",60,2,,1.6187778711319
4,58,104131018,1,2,1,1,3,,,"7KM",100,2,,0.809388935565948
4,58,104131021,2,1,1,1,2,,2,"3MILES",60,2,,0.404694467782974
4,58,104131021,1,2,1,1,3,,,"3MILES",60,2,,0.809388935565948
4,58,104131021,3,3,1,1,1,1.5,,"0.50KM",25,2,,1.21408331394196
4,58,104131024,1,3,1,1,1,2,,"2KM",50,1,1,1.21408331394196
4,58,104131024,2,3,1,1,1,2,,"2KM",50,1,1,1.21408331394196
4,58,104131028,1,3,1,1,3,,,"1KM",60,1,1,1.21408331394196
4,58,104131053,1,8,1,1,1,5,,"2KM",90,2,,3.23755574226379
4,58,104131056,1,1,1,1,2,,1.5,"7MILES",120,2,,0.404694467782974
4,58,104131059,1,2,1,1,3,,,"0.5KM",30,1,1,0.809388935565948
4,58,104132004,1,8,1,1,1,4,,"9.6",180,1,1,3.23755574226379
4,58,104132004,2,9,1,1,1,5,,"9.6",180,1,1,3.64225006103516
4,58,104132006,2,2,1,1,3,,,"6.4",180,1,1,0.809388935565948
4,58,104132006,1,2,1,1,3,,,"6.4",180,1,1,0.809388935565948
4,58,104132006,3,4,1,1,1,2,,"6.4",180,1,1,1.6187778711319
4,58,104132009,1,10,1,1,1,5,,"6.4KM",60,1,1,4.0469446182251
