"id1","id2","id3","id4","entno","s5a_31ii","s5a_32ii","s5a_4ii","s5a_5ii","s5a_6","s5a_7i","s5a_7ii","s5a_b","s5a_9i","s5a_9ii","s5a_10i","s5a_10ii","s5a_11","s5a_11i","s5a_11ii","s5a_11iii","s5a_11iv","s5a_11v","s5a_11vi","s5a_11vii","s5a_11viii","s5a_11ix","s5a_11x","s5a_11xi","s5a_11xii","s5a_12","s5a_13","s5a_14ii","s5a_15","s5a_16","s5a_17","s5a_18","s5a_19","s5a_20","s5a_20i","s5a_20ii","s5a_20iii","s5a_20iv","s5a_20v","s5a_20vi","s5a_20vii","s5a_20viii","s5a_20ix","s5a_20x","s5a_20xi","s5a_20xii","s5a_20ia","s5a_20iia","s5a_20iiia","s5a_20iva","s5a_20va","s5a_20via","s5a_20viia","s5a_20viiia","s5a_20ixa","s5a_20xa","s5a_21i","s5a_21ii","s5a_22i","s5a_22ii","s5a_23","s5a_23i","s5a_23ii","s5a_23iii","s5a_23iv","s5a_23v","s5a_23vi","s5a_23vii","s5a_23viii","s5a_23ix","s5a_23x","s5a_23xi","s5a_23xii","s5a_24i","s5a_24ii","s5a_25i","s5a_25ii","s5a_26i","s5a_26ii","s5a_27i","s5a_27ii","s5a_28i","s5a_28ii","s5a_29i","s5a_29ii","hhno"
4,54,104,46,1,2,,,2,"SALE OF FRIED FISH","RETAIL TRADE",5252,,,,3,,"1-11",1,1,1,1,1,1,1,1,1,1,1,,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAHHAA","A","A","A","A","A","A","A","H","H","A","A",,250,0,125,0,75,0,185,,110,,45,,104104046
2,29,44,31,1,1,,,1,"HAIRDRESSING","SERVICE ACTIVITY",9302,,,,5,,"1-8",1,1,1,1,1,1,1,1,,,,,1,,,3,1,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAH","A","A","A","A","A","A","A","H",,,,,70,0,50,0,15,0,60,,30,,10,,102044031
1,5,4,1,2,1,,,1,"MANUFACTURING OF COCONUT OIL","WHOLESALE TRADE",1514,,,,40,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,2,25,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NANNANNANNAN","N","A","N","N","A","N","N","A","N","N","A","N",0,0,400,0,0,0,,,220,,,,101004001
6,99,231,49,1,1,,,1,"SELLS FURNITURE","TRADING",5233,,,,,2,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHLLLAAAAHH","H","H","H","L","L","L","A","A","A","A","H","H",350,0,150,0,120,0,120,,100,,90,,106231049
5,11,166,19,1,1,,,1,"BEAD MAKING",,3691,,,,19,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLAHHHHAAAA","L","L","L","A","H","H","H","H","A","A","A","A",100,0,70,0,50,0,80,,55,,40,,105166019
1,8,16,154,1,1,,,1,"SALE OF DRINKS","RETAIL TRADE",5220,,,,12,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHAHAAAAAAAH","H","H","A","H","A","A","A","A","A","A","A","H",160,0,105,0,0,0,123,80,97,80,,,101016154
6,1,178,72,1,1,,,2,"CUTTING OF WOOD, FORMING SHAPES(SAWMILLING)","MANUFACTURING",2010,,,,,6,"6-12",,,,,,1,1,1,1,1,1,,2,80,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAAHH",,,,,,"L","L","A","A","H","H",,220,0,180,0,150,0,,,,,,,106178072
7,125,270,5,1,2,,,,"REATAILING OF MANGO","RETAILING OF MANGO",5220,,,,1,,"1,2",,1,1,,,,,,,,,,1,,,5,2,5,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AA",,"A","A",,,,,,,,,,17,0,15,0,15,0,12,,12,,12,,107270005
8,152,289,47,1,7,,,7,"MAKING OF SHEA-BUTTER","MANUFACTURING",1514,,,,12,,"1,2,3-12",1,1,1,1,,,,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHH   ALLAA","H","H","H","H",,,,"A","L","L","A","A",60,0,30,0,20,0,20,,20,,20,,108289047
6,11,223,68,1,2,,,,"SALES OF CLOTHS","RETAIL TRADE",5232,,,,,2,"10,11",,,,,,,,,,1,1,,1,,,5,2,10,1,1,"4",2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,100,0,0,0,0,0,0,200,,100,,"LH",,,,,,,,,,"L","H",,200,0,0,0,100,0,150,,,,80,,106223068
7,126,272,11,1,1,,,1,"SALE OF FISH","FISHING",5211,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHALLLLAAAHH","H","H","A","L","L","L","L","A","A","A","H","H",520,0,370,0,250,0,180,,140,,100,,107272011
2,20,48,58,1,1,,,1,"ALCOHOL DISTILLATION",,1551,,,,7,,"JAN,FEB,SEPT-DEC",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHNNNNNNAALH","H","H","N","N","N","N","N","N","A","A","L","H",300,0,250,0,200,0,130,0,110,0,90,0,102048058
5,80,146,42,1,1,,,,"SALE OF KENKEY",,5520,,,,22,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHHHHHHHHHH","H","H","H","H","H","H","H","H","H","H","H","H",12,0,0,0,0,0,10,,,,,,105146042
3,39,99,16,1,2,,,2,"SALE OF SALT","RETAIL TRADE",5252,,,,14,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,300,0,0,0,,,190,,,,103099016
6,16,234,52,1,1,,,1,"FURNITURE","CARPENTRY",2022,,,,,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAAAAAAAAHH","L","L","A","A","A","A","A","A","A","A","H","H",30,0,20,0,5,0,10,,5,,2,,106234052
7,122,266,12,1,1,,,,"COLLECTING FARM PRODUCE","TRANSPORT",6301,,,,5,,"ALL",1,1,1,1,1,,1,1,1,1,1,1,1,,,5,3,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLL HHHAAH","L","L","L","L","L",,"H","H","H","A","A","H",100,0,60,0,20,0,,,,,,,107266012
9,162,318,14,1,5,,5,5,"SELLING AND BUYING OF FOOD INGREDIENTS",,5122,,,,30,,"ALL",1,1,1,1,1,1,1,1,,,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"ALHHANNA  HH","A","L","H","H","A","N","N","A",,,"H","H",50,0,30,0,20,0,40,0,25,0,20,0,109318014
8,149,306,5,1,1,,,1,"WELDING OF METALS, BEDS, TV STAND ETC",,2811,,,,27,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLHHHAALLAA","L","L","L","H","H","H","A","A","L","L","A","A",300,0,250,0,130,0,200,,130,,90,,108306005
8,144,280,12,1,3,,,3,"PROCESSES FISH FOR SALE","FOOD PROCESSING",1512,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"ALHHHHHLLLLA","A","L","H","H","H","H","H","L","L","L","L","A",500,0,350,0,200,0,250,,220,,100,,108280012
5,71,148,53,1,1,,,1,"SELLING SMOKE FISH","TRADING",5219,,,,14,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAALLAAHHHHL","A","A","A","L","L","A","A","H","H","H","H","L",400,0,250,0,180,0,300,,180,,120,,105148053
2,29,43,7,1,1,,,1,"FRYS AND SELLS POOLO","FOOD PROCESSING",5520,,,,,1,"JAN,DEC",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LNNNNNNNNNNL","L","N","N","N","N","N","N","N","N","N","N","L",0,0,0,0,15,0,,,,,10,,102043007
7,112,246,19,1,1,,,1,"DRESSMAKING","TAILORING",1810,,,,3,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAALLLLLHHH","A","A","A","A","L","L","L","L","L","H","H","H",180,0,120,0,80,0,50,,30,,10,,107246019
6,108,229,13,1,2,,,2,"PETTY TRADING","TRADE",5252,,,,7,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAALLLAAAA","H","H","H","A","A","L","L","L","A","A","A","A",200,0,150,0,120,0,120,,120,,120,,106229013
7,155,269,12,1,2,,,,"RETAILING OF YAM","RETAILING OF YAM",5219,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAAALHHHLL","H","H","H","A","A","A","L","H","H","H","L","L",80,0,50,0,30,0,50,,30,,25,,107269012
7,126,272,3,1,1,,,,"FISHING","FISHING",501,,,,14,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,2,100,,5,2,11,1,1,"5",2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,0,100,0,0,0,0,0,70,,100,,"AAAAAAAHHHAA","A","A","A","A","A","A","A","H","H","H","A","A",40,0,10,0,1,0,400,,150,,20,,107272003
4,58,129,20,1,2,,,1,"SELLING OF WAKYE",,5211,,,,5,,"1,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,3,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LNNNNNNNHHAA","L","N","N","N","N","N","N","N","H","H","A","A",120,0,85,0,60,0,90,,60,,45,,104129020
7,112,241,26,2,2,,,2,"SELLING","RETAIL TRADE",5219,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAALLLLAAAHH","H","A","A","L","L","L","L","A","A","A","H","H",70,0,50,0,30,0,40,,30,,10,,107241026
5,10,164,21,1,1,,,1,"HERBAL MEDICINE","HOSPITAL ACTIVITIES",8511,,,,40,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,1,13,4,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAHHHAAAAALL","A","A","H","H","H","A","A","A","A","A","L","L",50,0,30,0,10,0,,,,,,,105164021
6,1,179,119,1,1,,,1,"MANUFACTURING BRICKS","NON-METALIC MINERAL PRODUCTS",2692,"SELLING BRICKS","RETAIL TRADE",5234,1,,"1,2,4,8,11,12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,1,1,"5",2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,0,100,0,0,0,0,0,40,,,,"LLNANNNANNAA","L","L","N","A","N","N","N","A","N","N","A","A",30,0,20,0,10,0,,,15,,40,,106179119
6,100,198,73,1,1,,,1,"CARPENTRY","MANUFACTURE OF WOODEN FURNITURE",3611,,,,4,,"1,5-7,10-12",1,,,,1,1,1,,,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"A   LHH  AHH","A",,,,"L","H","H",,,"A","H","H",200,0,120,0,60,0,,,,,,,106198073
6,91,185,56,1,2,,,,"SALE OF PORRIDGE","FOOD & BEVERAGE",5219,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,1,"5",2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,0,100,0,0,0,0,0,580,,580,,"HHHAAAAAALLL","H","H","H","A","A","A","A","A","A","L","L","L",15,0,12,0,10,0,10,,9,,8,,106185056
4,54,106,32,1,1,,,1,"SALE OF KENKEY","FOOD",5520,,,,1,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAAAHHAALLL","L","L","A","A","A","H","H","A","A","L","L","L",12,0,9,0,7,0,30,,25,,20,,104106032
5,69,135,59,1,1,,,1,"SALE OF BREAD & EGGS","RETAIL OF FOOD",5220,,,,4,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAAAAAALLL","H","H","H","A","A","A","A","A","A","L","L","L",600,0,420,0,300,0,520,,340,,220,,105135059
8,9,297,52,1,1,,,1,"MANUFACTURE OF LOCAL FIBRE","MANUFACTURING",1723,,,,34,1,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,3,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLAAHHALLLL","L","L","L","A","A","H","H","A","L","L","L","L",20,0,10,0,5,0,,,,,,,108297052
9,162,321,30,1,1,,1,1,"SALE OF AKPETESHIE","ACHOLIC",5520,"NA",,,4,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,2,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAALLLLHHHA","A","A","A","A","L","L","L","L","H","H","H","A",530,0,400,0,270,0,490,,370,,250,,109321030
3,40,90,5,1,1,,,1,"TAXI CAB SERVICE","TRANSPORT",6010,,,,,1,"12",,,,,,,,,,,,1,1,,,3,2,1,3,2,"1",1,2,2,2,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"A",,,,,,,,,,,,"A",0,0,280,0,0,0,,,400,,,,103090005
8,138,278,4,1,2,,,1,"SALE OF FRIED FISH","PROCESSING",5520,,,,12,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHAAANNLLLLH","H","H","A","A","A","N","N","L","L","L","L","H",50,0,20,0,15,0,10,,10,,10,,108278004
7,112,242,22,1,1,,,1,"PROCESSING","MANUFACTURING OF OIL PALM",1514,,,,2,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HALAALAALALH","H","A","L","A","A","L","A","A","L","A","L","H",100,0,80,0,40,0,50,,45,,20,,107242022
7,117,253,35,1,1,,,,"RETAIL OF BUSH MEAT","RETAIL",5211,,,,18,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHHHHHHHHHH","H","H","H","H","H","H","H","H","H","H","H","H",700,0,0,0,0,0,500,,,,,,107253035
2,9,55,7,1,1,,,1,"MANUFACTURES ALCOHOLIC BEVERAGES","MANUFACTURING",1551,,,,5,,"9-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NNNNNNNNLLLL","N","N","N","N","N","N","N","N","L","L","L","L",0,0,0,0,50,0,,,,,10,,102055007
7,112,239,25,1,2,,,2,"RETAIL SALE VIA STALLS AND MARKETS",,5252,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,2,"3",2,2,1,2,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAALLLHHHH","A","A","A","A","A","L","L","L","H","H","H","H",250,0,130,0,90,0,200,,100,,70,,107239025
7,132,262,1,2,2,,,2,"SELLING OF AKPETESHIE","RETAILING",5211,,,,10,,"ALL",1,1,1,1,,,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAH  LLLHHH","A","A","A","H",,,"L","L","L","H","H","H",232,0,212,0,200,0,152,,152,,152,,107262001
2,29,44,31,2,1,,,1,"SALE OF SLIPPERS","RETAIL TRADE",5259,,,,1,,"1-8",1,1,1,1,1,1,1,1,,,,,1,,,5,1,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLLLLL","L","L","L","L","L","L","L","L",,,,,150,0,120,0,100,0,140,,100,,70,,102044031
2,25,47,5,2,1,,,2,"DRIVING","SERVICE",6022,,,,20,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAALLAHHAALL","A","A","A","L","L","A","H","H","A","A","L","L",100,0,50,0,30,0,40,,20,,10,,102047005
3,43,95,63,1,1,,,1,"PAINTING OF HOUSES",,4540,,,,6,,"1,2 9-12",1,1,,,,,,,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LL      AAAH","L","L",,,,,,,"A","A","A","H",350,0,280,0,150,0,150,,150,,50,,103095063
8,135,311,1,1,5,,,5,"SALES OF PETROL","RETAILING",5050,,,,,1,"2",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NANNNNNNNNNN","N","A","N","N","N","N","N","N","N","N","N","N",0,0,36,0,0,0,,,60,,,,108311001
6,1,178,106,1,2,,2,,"SELLS FISH",,5211,,,,2,5,"1-12",1,1,1,1,1,1,1,1,,1,1,,1,,,5,2,1,3,2,"1",1,2,2,2,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAA HH","A","A","A","A","A","A","A","A",,"H","H",,200,0,100,0,80,0,50,,30,,20,,106178106
6,16,235,16,1,1,,1,1,"SELLING","RETAIL SALE VIA STALLS & MARKET",5252,,,,15,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,1,"2",2,1,2,2,2,2,2,2,2,2,0,0,0,100,0,0,0,0,0,0,0,0,500,,500,,"ALAALHALLLLH","A","L","A","A","L","H","A","L","L","L","L","H",800,0,600,0,110,0,600,,500,,400,,106235016
2,28,58,122,1,1,,,1,"SALE OF DRINKS/BAR","RETAIL TRADE",5252,,,,3,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,10,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAAAAHLLLH","H","H","H","A","A","A","A","H","L","L","L","H",60,0,60,0,56,0,50,,50,,40,,102058122
2,19,49,14,1,1,,,1,"MANUFACTURES KENKEY","MANUFACTURING",5520,,,,,10,"1,4-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"ANNAAAAAAAAA","A","N","N","A","A","A","A","A","A","A","A","A",0,0,55,0,0,0,,,40,,,,102049014
8,152,288,5,1,1,,,1,"DISTILING AND SALES OF ""AKPETESI""","MANUFACTURING",1551,,,,6,,"1,2,3,11,12",1,1,1,,,,,,,,1,1,1,,,5,1,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHA       HH","H","H","A",,,,,,,,"H","H",150,0,100,0,50,0,100,0,70,0,50,0,108288005
7,125,270,37,1,1,,,1,"RETAIL OF VEGETABLES,ETC","RETAIL",5211,"RETAIL OF CHARCOAL","RETAIL",5239,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,100,0,0,0,,,70,,,,107270037
1,17,24,39,2,2,,,2,"RETAILING (TRADING)",,5220,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAALLAAHHHH","L","L","A","A","L","L","A","A","H","H","H","H",20,0,10,0,5,0,12,,5,,3,,101024039
7,121,265,39,1,1,,,1,"CARVING OF PESTLES LADIES, PESTLES & MORTARS","MANUFACTURING",2029,,,,10,,"1,2,11,12",1,1,,,,,,,,,1,1,1,,,5,1,13,4,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HH        HH","H","H",,,,,,,,,"H","H",100,0,0,0,0,0,10,,,,,,107265039
5,67,151,1,1,1,,,1,"MANUFACTURE OF CLOTHES",,1810,,,,,4,"1,10,11,12",1,,,,,,,,,1,1,1,1,,,3,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"A        LAH","A",,,,,,,,,"L","A","H",200,0,100,0,50,0,80,,80,,30,,105151001
8,142,276,4,1,1,,,1,"SALES OF DRINKS","TRADE",5520,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHALLLAAHHH","H","H","H","A","L","L","L","A","A","H","H","H",150,0,100,0,50,0,20,0,20,0,20,0,108276004
4,53,105,42,1,1,,,1,"SALE OF SOAP (MINI BARS)","PETTY TRADING",5252,,,,1,,"1-11",1,1,1,1,1,1,1,1,1,1,1,,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAAAAAAAAAA","L","A","A","A","A","A","A","A","A","A","A",,26,50,24,50,19,50,21,50,21,50,12,,104105042
5,15,177,10,3,1,,,1,"FERRY TRANSPORT SERVICES","INLAND WATER TRANSPORT",6120,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,3,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLHHHAAHHHA","L","L","L","H","H","H","A","A","H","H","H","A",240,0,180,0,130,0,180,,120,,100,,105177010
5,11,166,60,2,2,,,2,"WHOLESALE AND RETAIL OF CHARCOAL","RETAIL SALE VIA STALLS AND MARKETS",5252,,,,13,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HLLAHHHAALLL","H","L","L","A","H","H","H","A","A","L","L","L",225,0,126,0,84,0,150,,96,,50,,105166060
1,5,4,24,1,2,,,2,"RETAIL SALE OF SACHET WATER","RETAIL TRADE",5252,,,,,6,"JAN, AUG-DEC",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LNNNNNNAAAAA","L","N","N","N","N","N","N","A","A","A","A","A",0,0,180,0,120,0,,,96,,64,,101004024
6,89,187,60,1,1,2,,1,"MANUFACTURING OF PALM OIL","MANUFACTURING",1514,,,,4,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLHLLLAALAHH","L","L","H","L","L","L","A","A","L","A","H","H",100,0,80,0,60,0,10,,5,,4,,106187060
4,49,121,84,1,1,,,1,"SELLING DRINK","RETAILING",5220,,,,3,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAALLLAAHHHH","H","A","A","L","L","L","A","A","H","H","H","H",270,0,220,0,180,0,150,,120,,85,,104121084
2,20,48,98,1,2,,,2,"MAKES AND SELLS MAIZE PORRIDGE","MEALS PREPARATION",5220,,,,10,,"AUG-NOV",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NNNNNNNAAAAN","N","N","N","N","N","N","N","A","A","A","A","N",0,0,30,0,0,0,,,12,,,,102048098
5,66,172,40,1,1,,,1,"RETAIL OF CLOTH",,5232,"RETAIL OF PLASTIC PROD. A",,5233,8,,"1,2,3,4",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"AAHLNNNNNNNN","A","A","H","L","N","N","N","N","N","N","N","N",200,0,150,0,100,0,170,0,120,0,80,0,105172040
6,88,238,80,1,1,,,1,"SELLING","RETAIL FOOD SALE",5220,,,,30,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAHHAAALLHHA","A","A","H","H","A","A","A","L","L","H","H","A",1200,0,900,0,450,0,900,,600,,300,,106238080
8,138,278,9,1,1,,,1,"BUYING & SELLING OF PROVISIONS","TRADE",5252,,,,7,,"1-4,12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHALLLLLLLL","H","H","H","A","L","L","L","L","L","L","L","L",70,0,50,0,30,0,50,,35,,20,,108278009
