"id1","id2","id3","id4","s4aiv_plotno","s4aiv_a41","s4aiv_a42","s4aiv_a43","s4aiv_a44","s4aiv_a45","s4aiv_a46","s4aiv_a47i","s4aiv_a47ii","s4aiv_a48i","s4aiv_a48ii","s4aiv_a49i","s4aiv_a49ii","s4aiv_a50","s4aiv_a51i","s4aiv_a51ii","s4aiv_a52i","s4aiv_a52ii","s4aiv_a53i","s4aiv_a53ii","s4aiv_a54i","s4aiv_a54ii","s4aiv_a55i","s4aiv_a55ii","s4aiv_a56","s4aiv_a57i","s4aiv_a57ii","s4aiv_a58","s4aiv_a59","s4aiv_a60","s4aiv_a61","s4aiv_a62","s4aiv_a63","s4aiv_a64ii","s4aiv_a65","s4aiv_a66i","s4aiv_a66ii","s4aiv_a67","s4aiv_a68","s4aiv_a69","s4aiv_a70","s4aiv_a71","s4aiv_a72","s4aiv_a73ii","s4aiv_a74i","s4aiv_a74ii","s4aiv_a75i","s4aiv_a75ii","s4aiv_a76","s4aiv_a77","hhno"
5,9,161,3,3,2,,,,3,,,,,,,,,,,20,,,,20,,20,,2,,,1,2,6,"9",2,2,-8,2,,,,,,,,,,,,,,,2,105161003
5,9,161,3,5,2,,,,3,,,,,,,,,,,15,,,,20,,15,,2,,,1,2,6,"1",2,2,,2,,,,,,,,,,,,,,,2,105161003
5,9,161,3,4,2,,,,3,,,,,,,,,,,15,,,,20,,15,,2,,,1,2,6,"9",2,2,,2,,,,,,,,,,,,,,,2,105161003
5,9,161,3,2,2,,,,3,,,,,,,,,,,20,,,,20,,20,,2,,,1,2,6,"9",2,2,-8,2,,,,,,,,,,,,,,,2,105161003
5,9,161,3,7,2,,,,3,,,,,,,,,,,10,,,,15,,10,,2,,,1,2,6,"1",1,2,-8,1,1,,4,2,2,2,1,1,,,,,,3,2,105161003
5,9,161,3,8,2,,,,3,,,,,,,,,,,10,,,,15,,10,,2,,,1,2,6,"1",1,2,-8,1,1,,4,2,2,2,1,5,,,,,,3,2,105161003
5,9,161,6,1,2,,,,2,,,,,,,,3,15000,,,,,,,,,,,,,,,4,"12",2,2,-8,2,,,,,,,,,,,,,,,1,105161006
5,9,161,11,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",,,,2,,,,,,,,,,,,,,,2,105161011
5,9,161,13,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"11",1,2,-8,2,,,,,,,,,,,,,,,1,105161013
5,9,161,13,2,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"11",1,2,-8,1,1,,4,2,2,2,3,5,,,,,,3,2,105161013
5,9,161,15,5,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",,2,-8,2,,,,,,,,,,,,,,,1,105161015
5,9,161,15,3,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",,2,-8,2,,,,,,,,,,,,,,,1,105161015
5,9,161,15,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",,2,-8,2,,,,,,,,,,,,,,,1,105161015
5,9,161,15,2,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",,2,-8,2,,,,,,,,,,,,,,,1,105161015
5,9,161,15,4,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",,2,-8,1,1,,5,2,2,2,1,2,,,,,,2,2,105161015
5,9,161,16,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105161016
5,9,161,17,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,3,2,2,"9",1,1,-8,2,,,,,,,,,,,,,,,1,105161017
5,9,161,18,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,4,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105161018
5,9,161,29,1,2,,,,2,,,,,,,,4,1500,,,,,,,,,,,,,,,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105161029
5,9,161,30,1,2,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,4,"1",1,2,,2,,,,,,,,,,,,,,,1,105161030
5,9,161,33,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,11,6,"5",2,2,-8,2,,,,,,,,,,,,,,,1,105161033
5,9,161,33,1,2,,,,3,,,,,,,,,,,20,,,,2009,,30,,2,,,1,2,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105161033
5,9,161,35,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,3,2,6,"1",1,1,-8,2,,,,,,,,,,,,,,,1,105161035
5,9,161,36,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,3,10,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105161036
5,9,161,38,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105161038
5,9,162,1,1,1,1,"7",1,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105162001
5,9,162,5,1,1,1,"1",1,3,,,,,,,,,,,100,0,1,6,2009,,100,0,2,,,1,10,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162005
5,9,162,5,2,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",1,1,-8,2,,,,,,,,,,,,,,,1,105162005
5,9,162,8,1,1,1,"1",2,3,,,,,,,,,,,50,0,1,,2009,,50,0,2,,,1,10,5,"1",1,1,,2,,,,,,,,,,,,,,,1,105162008
5,9,162,8,2,1,1,"7",2,4,,,,,,,,,,,,,,,,,,,1,50,0,4,11,6,"1",1,1,-8,2,,,,,,,,,,,,,,,1,105162008
5,9,162,9,1,1,1,"7",2,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"8",2,2,-8,2,,,,,,,,,,,,,,,1,105162009
5,9,162,9,3,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162009
5,9,162,9,2,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"8",2,2,-8,2,,,,,,,,,,,,,,,1,105162009
5,9,162,15,3,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105162015
5,9,162,15,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,1,5,"1",1,2,,2,,,,,,,,,,,,,,,2,105162015
5,9,162,15,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",1,2,,2,,,,,,,,,,,,,,,1,105162015
5,9,162,17,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",2,1,-8,2,,,,,,,,,,,,,,,2,105162017
5,9,162,17,2,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162017
5,9,162,19,2,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"9",2,2,,2,,,,,,,,,,,,,,,1,105162019
5,9,162,19,4,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,6,"1",2,2,,2,,,,,,,,,,,,,,,2,105162019
5,9,162,19,5,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"9",2,2,,2,,,,,,,,,,,,,,,1,105162019
5,9,162,19,1,1,1,"1",2,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"9",2,2,,2,,,,,,,,,,,,,,,1,105162019
5,9,162,19,3,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,6,"1",2,2,,2,,,,,,,,,,,,,,,1,105162019
5,9,162,20,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,1,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162020
5,9,162,20,2,1,1,"1",1,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162020
5,9,162,24,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162024
5,9,162,24,1,2,,,,3,,,,,,,,,,,200,0,10,0,10,,160,0,2,,,1,2,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162024
5,9,162,27,2,2,,,,3,,,,,,,,,,,500,0,20,,10,,500,0,2,,,1,10,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162027
5,9,162,27,1,1,,"1",1,3,,,,,,,,,,,1000,0,20,,15,,1000,0,2,,,1,10,6,"8",2,2,-8,2,,,,,,,,,,,,,,,1,105162027
5,9,162,27,3,2,,,,3,,,,,,,,,,,300,0,20,,2,,150,0,2,,,1,10,6,"8",2,2,-8,2,,,,,,,,,,,,,,,1,105162027
5,9,162,28,1,2,,,,3,,,,,,,,,,,40,0,2,,2,,40,0,2,,,1,10,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162028
5,9,162,28,2,2,,,,2,,,,,,,,2,300,,,,,,,,,,,,,,,4,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105162028
5,9,162,29,1,2,,,,3,,,,,,,,,,,,,,,,,,,2,,,1,1,1,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162029
5,9,162,29,3,2,,,,3,,,,,,,,,,,,,,,,,,,2,,,1,10,1,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162029
5,9,162,29,2,2,,,,3,,,,,,,,,,,,,,,,,,,2,,,1,3,1,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162029
5,9,162,31,2,2,,,2,3,,,,,,,,,,,400,0,10,,1,,400,0,2,,,1,2,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162031
5,9,162,31,1,1,1,"1",1,2,,,,,,,,4,3000,,,,,,,,,,,,,,,4,"9",2,2,-8,2,,,,,,,,,,,,,,,1,105162031
5,9,162,35,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,4,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105162035
5,9,163,53,1,2,,,,3,,,,,,,,,,,120,,1,,3,,360,,2,,,1,2,6,"1",1,1,-8,2,,,,,,,,,,,,,,,1,105163053
5,9,163,65,3,2,,,,1,2002,740,,,,,,3,3100,,,,,,,,,,,,,,,6,"1",1,1,,2,,,,,,,,,,,,,,,1,105163065
5,9,163,65,2,2,,,,1,1995,30,,,,,,3,1000,,,,,,,,,,,,,,,6,"1",1,2,-8,1,7,,5,2,3,2,1,1,-8,,,,,,2,105163065
5,9,163,65,1,2,,,,1,2001,160,,,,,,3,500,,,,,,,,,,,,,,,6,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105163065
5,9,163,79,1,2,,,,3,,,,,,,,,,,750,,5,,,,150,,2,,,1,10,6,"1",2,2,,2,,,,,,,,,,,,,,,1,105163079
5,10,164,6,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,3,2,6,"12",1,2,-8,2,,,,,,,,,,,,,,,2,105164006
5,10,164,6,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,3,2,4,"12",2,2,-8,2,,,,,,,,,,,,,,,1,105164006
5,10,164,6,3,1,3,"1",2,4,,,,,,,,,,,,,,,,,,,2,,,3,2,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105164006
5,10,164,8,1,2,,,,2,,,,,,,,4,1000,,,,,,,,,,,,,,,4,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105164008
5,10,164,20,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105164020
5,10,164,26,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",1,1,27,2,,,,,,,,,,,,,,,1,105164026
5,10,164,29,2,2,,,,2,,,,,,,,4,3000,,,,,,,,,,,,,,,4,"9",2,2,-8,2,,,,,,,,,,,,,,,1,105164029
5,10,164,29,4,2,,,,4,,,,,,,,,,,,,,,,,,,,,,4,2,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105164029
5,10,164,29,1,2,,,,2,,,,,,,,4,2000,,,,,,,,,,,,,,,4,"9",2,2,-8,2,,,,,,,,,,,,,,,1,105164029
5,10,164,29,3,2,,,,2,,,,,,,,4,1000,,,,,,,,,,,,,,,4,"9",2,2,-8,2,,,,,,,,,,,,,,,1,105164029
5,10,164,29,5,2,,,,4,,,,,,,,,,,,,,,,,,,,,,4,2,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105164029
5,10,164,30,4,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",2,2,,2,,,,,,,,,,,,,,,2,105164030
5,10,164,30,1,1,1,"1",1,4,,,,,,,,,,,,,,,,,,,2,,,2,2,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105164030
5,10,164,30,3,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",2,2,,1,1,,4,2,2,2,3,2,-8,,,,,3,1,105164030
5,10,164,30,2,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",2,2,,2,,,,,,,,,,,,,,,1,105164030
5,10,164,31,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,1,5,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105164031
5,10,164,33,1,2,,,,2,,,,,,,,4,500,,,,,,,,,,,,,,,4,"14",1,2,-8,2,,,,,,,,,,,,,,,1,105164033
5,10,164,38,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105164038
5,10,165,5,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105165005
5,10,165,10,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,3,6,"1",1,2,-8,2,,,,,,,,,,,,,,,2,105165010
5,10,165,10,2,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",2,2,,2,,,,,,,,,,,,,,,1,105165010
5,10,165,19,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",1,2,,2,,,,,,,,,,,,,,,1,105165019
5,10,165,19,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,5,"1",1,2,,2,,,,,,,,,,,,,,,2,105165019
5,10,165,20,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105165020
5,10,165,27,2,2,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,4,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105165027
5,10,165,27,1,2,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,4,"1",1,2,-8,2,,,,,,,,,,,,,,,2,105165027
5,10,165,31,1,2,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,4,"8",1,2,-8,2,,,,,,,,,,,,,,,1,105165031
5,10,165,42,1,2,,,,2,,,,,,,,3,7500,,,,,,,,,,,,,,,4,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105165042
5,10,165,53,1,1,1,"1",2,2,,,,,,,,4,4000,,,,,,,,,,,,,,,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105165053
5,10,165,58,1,2,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,4,"8",1,2,-8,2,,,,,,,,,,,,,,,1,105165058
5,11,166,1,3,2,,,,3,,,,,,,,,,,30,,1,,2008,,30,,2,,,1,5,6,"1",1,1,8,2,,,,,,,,,,,,,,,2,105166001
5,11,166,1,4,2,,,,3,,,,,,,,,,,30,,1,,2008,,30,,2,,,1,5,6,"1",2,2,,2,,,,,,,,,,,,,,,2,105166001
5,11,166,1,1,2,,,,3,,,,,,,,,,,30,,1,,2009,,30,,2,,,1,5,6,"5",1,1,-8,2,,,,,,,,,,,,,,,2,105166001
5,11,166,1,2,2,,,,3,,,,,,,,,,,30,,1,,2009,,30,,2,,,1,5,6,"1",1,1,8,2,,,,,,,,,,,,,,,2,105166001
5,11,166,8,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,3,6,"1",1,1,,2,,,,,,,,,,,,,,,1,105166008
5,11,166,8,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,3,3,6,"1",1,1,,2,,,,,,,,,,,,,,,1,105166008
5,11,166,12,1,2,,,,3,,,,,,,,,,,25,,1,,2009,,25,,2,,,1,10,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105166012
5,11,166,12,2,2,,,,3,,,,,,,,,,,35,,2,,2009,,35,,2,,,1,10,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105166012
5,11,166,19,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",1,1,-8,2,,,,,,,,,,,,,,,1,105166019
5,11,166,27,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105166027
5,11,166,27,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,2,5,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105166027
5,11,166,31,1,2,,,,3,,,,,,,,,,,30,,1,,,4,30,,2,,,1,2,6,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105166031
5,11,166,31,2,2,,,,3,,,,,,,,,,,25,,1,,,7,25,,2,,,1,2,6,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105166031
5,11,166,39,2,2,,,,2,,,,,,,,2,,,,,,,,,,,,,,,1,4,"8",2,2,-8,2,,,,,,,,,,,,,,,1,105166039
5,11,166,39,1,2,,,,3,,,,,,,,,,,80,,1,,0,,80,,2,,,1,2,4,"1",1,1,-8,2,,,,,,,,,,,,,,,1,105166039
5,11,166,47,2,2,,,,3,,,,,,,,,,,30,,1,,,7,30,,2,,,1,2,5,"1",1,1,-8,2,,,,,,,,,,,,,,,1,105166047
5,11,166,47,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",1,,-8,2,,,,,,,,,,,,,,,1,105166047
5,11,166,52,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,3,2,5,"1",1,1,60,2,,,,,,,,,,,,,,,2,105166052
5,11,166,52,3,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,3,2,6,"1",1,1,-8,2,,,,,,,,,,,,,,,2,105166052
5,11,166,52,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",1,1,62,2,,,,,,,,,,,,,,,1,105166052
5,11,166,56,1,2,,,,2,,,,,,,,4,2000,,,,,,,,,,,,,,,5,"1",1,1,49,2,,,,,,,,,,,,,,,2,105166056
5,11,166,56,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105166056
5,11,166,60,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,"1",2,2,-8,2,,,,,,,,,,,,,,,2,105166060
5,11,166,60,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105166060
5,11,166,60,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105166060
5,11,166,60,4,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,"1",2,2,-8,1,10,,6,1,2,2,1,6,-8,,,,,2,2,105166060
5,11,166,62,1,2,,,,2,,,,,,,,2,8000,,,,,,,,,,,,,,,4,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105166062
5,11,166,62,2,2,,,,2,,,,,,,,2,4000,,,,,,,,,,,,,,,4,"1",1,2,-8,1,2,,3,2,2,2,2,6,-8,,,15,,2,2,105166062
5,12,168,52,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,7,5,"1",1,2,,2,,,,,,,,,,,,,,,1,105168052
5,12,168,82,2,2,,,,3,,,,,,,,,,,100,,10,,5,,400,,2,,,1,2,6,"1",2,2,,2,,,,,,,,,,,,,,,1,105168082
5,12,168,82,1,2,,,,3,,,,,,,,,,,7,50,1,,7,,52,50,2,,,1,2,6,"1",2,2,,2,,,,,,,,,,,,,,,1,105168082
5,12,169,3,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,1,"10",,,,2,,,,,,,,,,,,,,,1,105169003
5,12,169,3,3,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,5,6,"1",1,2,,2,,,,,,,,,,,,,,,1,105169003
5,12,169,3,2,1,1,"1",1,5,,,,,,,,,,,,,,,,,,,,,,,1,1,"1",1,2,,2,,,,,,,,,,,,,,,1,105169003
5,12,169,4,3,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,1,6,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105169004
5,12,169,4,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,1,6,"1",1,2,-8,2,,,,,,,,,,,,,,,2,105169004
5,12,169,4,1,1,1,"1",1,2,,,,,,,,2,8000,,,,,,,,,,,,,,,6,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105169004
5,12,169,7,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",1,,,2,,,,,,,,,,,,,,,2,105169007
5,12,169,7,2,1,1,"1",1,4,,,,,,,,,,,,,,,,,,,2,,,4,2,5,"1",1,2,,2,,,,,,,,,,,,,,,2,105169007
5,12,169,7,3,2,,,,3,,,,,,,,,,,25,0,1,,1,,25,0,2,,,1,2,6,"1",1,1,,2,,,,,,,,,,,,,,,2,105169007
5,12,169,8,1,2,,,,3,,,,,,,,,,,60,0,2,0,10,,60,0,2,,,1,2,6,"1",1,2,,2,,,,,,,,,,,,,,,1,105169008
5,12,169,8,2,1,1,"1",1,3,,,,,,,,,,,40,0,2,0,10,,40,0,2,,,1,2,6,"1",1,2,,2,,,,,,,,,,,,,,,1,105169008
5,12,169,8,3,2,,,,3,,,,,,,,,,,20,0,2,0,10,,20,0,2,,,1,2,6,"1",1,2,,2,,,,,,,,,,,,,,,1,105169008
5,12,169,14,1,2,,,,2,,,,,,,,2,5000,0,,,,,,,,,,,,,,5,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105169014
5,12,169,15,3,2,,,,2,,,,,,,,3,500,0,,,,,,,,,,,,,,1,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105169015
5,12,169,15,1,2,,,,2,,,,,,,,4,1000,0,,,,,,,,,,,,,,1,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105169015
5,12,169,15,2,2,,,,2,,,,,,,,3,500,0,,,,,,,,,,,,,,1,"1",1,2,-8,2,,,,,,,,,,,,,,,2,105169015
5,12,169,16,2,2,,,,3,,,,,,,,,,,25,0,2,,2009,,50,0,2,,,1,3,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105169016
5,12,169,16,1,2,,,,3,,,,,,,,,,,50,0,2,,2009,,50,0,2,,,1,2,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105169016
5,12,169,17,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,3,1,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105169017
5,12,169,17,1,2,,,,2,,,,,,,,4,10000,0,,,,,,,,,,,,,,1,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105169017
5,12,169,23,1,2,,,,3,,,,,,,,,,,60,0,4,,2008,,50,0,2,,,3,1,6,"1",1,2,-8,2,,,,,,,,,,,,,,,1,105169023
5,12,169,23,2,2,,,,2,,,,,,,,4,900,0,,,,,,,,,,,,,,1,"1",1,2,-8,2,,,,,,,,,,,,,,,2,105169023
5,12,169,23,3,2,,,,2,,,,,,,,4,600,0,,,,,,,,,,,,,,1,"1",1,2,-8,2,,,,,,,,,,,,,,,2,105169023
5,12,169,24,1,2,,,,3,,,,,,,,,,,40,0,4,,,6,20,0,2,,,1,3,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105169024
5,12,169,27,1,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,2,4,"1",1,1,40,2,,,,,,,,,,,,,,,1,105169027
5,12,169,32,4,2,,,,2,,,,,,,,4,350,0,,,,,,,,,,,,,,4,"1",2,2,,2,,,,,,,,,,,,,,,1,105169032
5,12,169,32,1,2,,,,2,,,,,,,,4,700,0,,,,,,,,,,,,,,4,"1",2,2,,2,,,,,,,,,,,,,,,1,105169032
5,12,169,32,3,2,,,,2,,,,,,,,4,350,0,,,,,,,,,,,,,,4,"1",2,2,,2,,,,,,,,,,,,,,,1,105169032
5,12,169,32,2,2,,,,2,,,,,,,,4,700,0,,,,,,,,,,,,,,4,"1",2,2,,2,,,,,,,,,,,,,,,1,105169032
5,12,169,35,1,2,,,,3,,,,,,,,,,,80,0,3,0,2009,3,80,0,2,,,1,5,2,"9",1,1,-8,2,,,,,,,,,,,,,,,1,105169035
5,12,169,35,2,2,,,,3,,,,,,,,,,,40,0,3,0,2009,3,80,0,2,,,1,5,2,"9",1,1,-8,2,,,,,,,,,,,,,,,1,105169035
5,12,169,36,1,1,2,"4",1,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",2,2,,2,,,,,,,,,,,,,,,2,105169036
5,12,169,36,2,1,2,"4",1,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",2,2,,2,,,,,,,,,,,,,,,2,105169036
5,12,169,36,5,1,2,"4",1,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",2,2,,2,,,,,,,,,,,,,,,1,105169036
5,12,169,36,4,1,1,"4",1,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",1,1,-8,2,,,,,,,,,,,,,,,2,105169036
5,12,169,36,3,1,2,"4",1,4,,,,,,,,,,,,,,,,,,,2,,,4,2,6,"1",2,2,,2,,,,,,,,,,,,,,,2,105169036
5,12,169,38,2,2,,,,3,,,,,,,,,,,50,,3,,1998,1,50,,2,,,1,2,6,"1",2,2,,2,,,,,,,,,,,,,,,1,105169038
5,12,169,38,1,2,,,,3,,,,,,,,,,,80,,6,,1996,12,80,,2,,,1,2,6,"1",2,2,,2,,,,,,,,,,,,,,,1,105169038
5,12,170,1,2,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,5,4,"1",2,2,,2,,,,,,,,,,,,,,,1,105170001
5,12,170,1,3,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,5,6,"1",1,1,,2,,,,,,,,,,,,,,,1,105170001
5,12,170,1,1,2,,,,4,,,,,,,,,,,,,,,,,,,1,21,0,3,5,6,"1",2,2,,2,,,,,,,,,,,,,,,1,105170001
5,12,170,1,4,2,,,,4,,,,,,,,,,,,,,,,,,,2,,,4,5,5,"1",2,2,,2,,,,,,,,,,,,,,,1,105170001
5,12,170,7,2,2,,,,2,,,,,,,,4,400,0,,,,,,,,,,,,,,4,"11",,2,,1,1,,4,1,2,2,3,1,-8,,,,,2,2,105170007
5,12,170,7,3,2,,,,2,,,,,,,,4,400,0,,,,,,,,,,,,,,4,"11",,2,,1,1,,4,1,2,2,3,1,-8,,,,,2,2,105170007
5,12,170,7,1,2,,,,2,,,,,,,,4,1000,0,,,,,,,,,,,,,,4,"11",,2,,2,,,,,,,,,,,,,,,1,105170007
5,12,170,8,3,1,1,"7",2,3,,,,,,,,,,,30,0,3,,2007,,30,,2,,,1,10,6,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105170008
5,12,170,8,2,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"1",2,2,-8,2,,,,,,,,,,,,,,,1,105170008
5,12,170,8,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,"5",2,2,-8,2,,,,,,,,,,,,,,,1,105170008
