"id1","id2","id3","id4","s4aix2_plotno","s4aix_299i","s4aix_299ii","s4aix_299iii","s4aix_300i","s4aix_300ii","s4aix_300iii","s4aix_301i","s4aix_301ii","s4aix_301iii","s4aix_302i","s4aix_302ii","s4aix_302iii","s4aix_303i","s4aix_303ii","s4aix_303iii","s4aix_304i","s4aix_304ii","s4aix_304iii","s4aix_305i","s4aix_305ii","s4aix_305iii","s4aix_306i","s4aix_306ii","s4aix_306iii","s4aix_307i","s4aix_307ii","s4aix_307iii","hhno"
5,12,170,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170011
5,12,170,11,1,,,,,,,,,,50,6,1,50,6,1,,,,,,,,,,,,,105170011
5,12,170,12,2,,,,,,,,,,20,5,1,20,5,1,,,,,,,,,,,,,105170012
5,12,170,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170012
5,12,170,12,4,,,,,,,,,,15,6,1,15,6,1,,,,,,,,,,,,,105170012
5,12,170,12,1,,,,,,,,,,10,5,1,10,5,1,,,,,,,,,,,,,105170012
5,12,170,19,1,1,6,8,,,,,,,,,,50,2,1,,,,1,2,2,,,,,,,105170019
5,12,170,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170019
5,12,170,21,2,,,,,,,,,,5,6,1,5,6,1,,,,,,,,,,,,,105170021
5,12,170,21,1,,,,,,,,,,20,7,1,3,7,1,,,,,,,,,,,,,105170021
5,12,170,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170021
5,12,170,22,2,,,,,,,,,,30,6,1,,,,,,,,,,,,,14,5,1,105170022
5,12,170,22,1,8,7,2,,,,,,,20,5,1,5,5,1,,,,,,,,,,,,,105170022
5,12,170,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170025
5,12,170,25,1,,,,,,,,,,1,5,1,1,5,1,,,,,,,,,,,,,105170025
5,12,170,25,2,,,,,,,,,,2,5,1,2,5,1,,,,,,,,,,,,,105170025
5,12,170,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170027
5,12,170,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170027
5,12,170,30,1,21,4,5,,,,,,,,,,,,,,,,,,,14,4,1,14,4,1,105170030
5,12,170,35,1,,,,,,,,,,,,,7,5,1,,,,,,,,,,,,,105170035
5,12,170,35,2,,,,,,,,,,,,,7,5,1,,,,,,,,,,,,,105170035
5,12,170,36,2,1,6,1,,,,,,,,,,7,4,1,7,4,2,,,,,,,,,,105170036
5,12,170,36,1,1,6,1,,,,,,,,,,7,4,1,7,4,2,,,,,,,,,,105170036
5,12,170,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170037
5,12,170,37,1,,,,,,,,,,24,4,1,,,,,,,4,2,1,,,,,,,105170037
5,12,170,37,3,,,,,,,,,,24,4,1,,,,,,,4,2,,,,,,,,105170037
5,13,171,3,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,105171003
5,13,171,3,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,105171003
5,13,171,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105171003
5,13,171,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105171004
5,13,171,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105171005
5,13,171,10,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,105171010
5,13,171,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105171018
5,13,171,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105171018
5,13,171,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105171018
5,13,171,22,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,4,3,1,0,0,0,105171022
5,13,171,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105171023
5,13,171,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105171025
5,13,171,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105171029
5,14,173,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173001
5,14,173,1,2,8,8,2,,,,,,,,,,4,2,1,,,,,,,,,,,,,105173001
5,14,173,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173001
5,14,173,3,1,,,,,,,,,,,,,60,6,1,,,,,,,,,,,,,105173003
5,14,173,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173004
5,14,173,5,1,,,,,,,,,,,,,40,8,1,,,,,,,,,,20,8,4,105173005
5,14,173,6,2,3,8,2,,,,,,,3,3,2,,,,,,,,,,,,,,,,105173006
5,14,173,6,1,,,,,,,,,,21,6,1,,,,,,,,,,,,,,,,105173006
5,14,173,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173009
5,14,173,9,1,,,,,,,,,,60,6,1,60,6,1,10,6,3,,,,,,,,,,105173009
5,14,173,13,1,,,,,,,,,,14,6,1,,,,,,,,,,,,,,,,105173013
5,14,173,19,1,2,9,4,,,,,,,10,9,1,10,9,1,5,7,2,,,,,,,,,,105173019
5,14,173,19,2,3,9,3,,,,,,,15,9,1,15,9,1,6,8,2,,,,,,,,,,105173019
5,14,173,19,4,3,9,4,,,,,,,15,8,1,15,8,1,8,7,2,,,,,,,,,,105173019
5,14,173,19,3,2,9,4,,,,,,,20,8,1,20,8,1,5,8,2,,,,,,,,,,105173019
5,14,173,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173019
5,14,173,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173023
5,14,173,25,2,,,,,,,,,,20,8,1,20,8,2,14,8,2,,,,,,,,,,105173025
5,14,173,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173025
5,14,173,25,1,,,,,,,,,,15,8,1,15,8,1,7,8,2,,,,,,,,,,105173025
5,14,173,28,1,,,,,,,,,,,,,14,8,1,,,,,,,,,,14,8,2,105173028
5,14,173,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173028
5,14,173,29,1,,,,,,,,,,,,,60,4,1,,,,,,,12,4,2,12,4,1,105173029
5,14,173,31,2,14,8,1,,,,,,,14,8,1,14,8,1,,,,,,,,,,,,,105173031
5,14,173,31,1,6,8,3,,,,,,,21,7,1,21,7,1,,,,,,,,,,,,,105173031
5,14,173,32,2,2,8,3,,,,,,,7,6,1,7,6,1,7,6,1,,,,,,,,,,105173032
5,14,173,32,1,2,8,2,,,,,,,7,6,1,7,6,1,7,6,1,,,,,,,,,,105173032
5,14,174,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105174003
5,14,174,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105174003
5,14,174,3,1,4,6,1,,,,,,,60,6,1,,,,,,,,,,,,,,,,105174003
5,14,174,7,1,,,,,,,,,,40,9,1,40,6,1,,,,,,,,,,,,,105174007
5,14,174,7,2,,,,,,,,,,21,9,1,21,6,1,,,,,,,,,,,,,105174007
5,14,174,8,1,2,7,2,,,,,,,,,,30,8,2,,,,,,,,,,,,,105174008
5,14,174,11,1,4,8,2,,,,,,,,,,40,8,2,,,,,,,,,,,,,105174011
5,14,174,29,1,,,,,,,,,,10,6,1,10,6,1,10,6,2,,,,,,,,,,105174029
5,14,174,31,1,2,8,1,,,,,,,,,,3,6,1,,,,,,,,,,,,,105174031
5,14,174,32,1,3,6,2,,,,,,,,,,4,6,1,,,,,,,,,,,,,105174032
5,14,174,40,1,3,6,2,,,,,,,7,8,1,3,2,1,,,,,,,,,,,,,105174040
5,14,174,52,1,,,,,,,,,,3,10,1,3,8,1,3,3,3,,,,,,,,,,105174052
5,14,174,53,1,,,,,,,,,,,,,60,10,1,,,,,,,,,,,,,105174053
5,14,174,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105174053
5,14,174,54,1,,,,,,,,,,20,8,1,40,8,1,,,,,,,,,,20,8,4,105174054
5,14,174,55,1,,,,,,,,,,60,4,1,60,4,1,,,,,,,,,,,,,105174055
5,14,174,61,3,,,,,,,,,,20,3,1,20,3,2,,,,,,,,,,,,,105174061
5,14,174,61,1,,,,,,,,,,60,10,1,20,10,2,,,,,,,,,,,,,105174061
5,14,174,61,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,105174061
5,14,174,61,2,,,,,,,,,,20,3,1,20,3,2,,,,,,,,,,,,,105174061
5,14,174,70,2,,,,,,,,,,,,,30,8,1,,,,,,,,,,,,,105174070
5,14,174,70,1,,,,,,,,,,,,,40,8,1,,,,,,,,,,,,,105174070
5,15,176,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176003
5,15,176,3,3,30,5,1,,,,,,,60,5,1,60,5,1,,,,,,,,,,,,,105176003
5,15,176,3,1,40,5,2,,,,,,,15,5,1,15,5,1,,,,,,,,,,,,,105176003
5,15,176,3,2,30,6,1,,,,,,,40,6,1,40,6,1,,,,,,,,,,,,,105176003
5,15,176,5,4,5,5,2,,,,,,,,,,10,5,1,,,,18,5,1,,,,10,5,3,105176005
5,15,176,5,3,,,,,,,,,,,,,25,7,1,,,,,,,,,,25,7,1,105176005
5,15,176,5,1,,,,,,,,,,,,,30,6,1,,,,,,,,,,12,5,3,105176005
5,15,176,5,2,,,,,,,,,,,,,40,5,1,,,,,,,,,,20,5,1,105176005
5,15,176,6,2,2,5,2,,,,,,,25,5,1,25,5,1,8,5,3,25,5,2,,,,,,,105176006
5,15,176,6,3,2,5,2,,,,,,,10,5,1,10,5,1,4,5,3,10,5,2,,,,,,,105176006
5,15,176,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176006
5,15,176,8,3,20,5,2,,,,,,,,,,80,6,1,,,,,,,,,,32,6,2,105176008
5,15,176,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176008
5,15,176,8,2,10,5,4,,,,,,,,,,60,7,1,,,,,,,,,,,,,105176008
5,15,176,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176013
5,15,176,13,3,30,5,1,,,,,,,60,6,1,,,,,,,,,,40,6,1,10,6,2,105176013
5,15,176,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176013
5,15,176,22,2,3,5,2,,,,,,,,,,50,6,1,,,,,,,,,,,,,105176022
5,15,176,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176022
5,15,176,22,1,4,5,3,,,,10,5,3,,,,30,5,1,,,,,,,,,,,,,105176022
5,15,176,47,1,6,5,3,,,,,,,,,,30,5,1,,,,,,,,,,,,,105176047
5,15,176,47,2,,,,,,,,,,,,,40,4,1,,,,,,,,,,,,,105176047
5,15,176,90,2,,,,,,,,,,,,,30,5,1,,,,,,,,,,,,,105176090
5,15,176,90,1,,,,,,,,,,,,,50,6,1,,,,,,,,,,,,,105176090
5,15,176,90,3,,,,,,,,,,,,,60,9,1,,,,,,,,,,,,,105176090
5,15,176,92,1,,,,,,,,,,,,,48,6,1,,,,,,,,,,,,,105176092
5,15,176,92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176092
5,15,177,1,1,,,,,,,,,,60,6,1,60,6,1,,,,,,,,,,,,,105177001
5,15,177,2,1,,,,,,,,,,30,5,1,30,8,1,,,,,,,,,,,,,105177002
5,15,177,2,2,,,,,,,,,,,,,30,8,1,,,,,,,10,3,1,,,,105177002
5,15,177,4,1,1,8,3,,,,,,,15,6,1,,,,,,,,,,,,,6,6,2,105177004
5,15,177,8,1,,,,,,,,,,24,4,1,24,4,1,,,,,,,,,,,,,105177008
5,15,177,9,2,,,,,,,,,,100,8,1,100,8,1,,,,,,,,,,,,,105177009
5,15,177,9,1,,,,,,,,,,100,8,1,100,8,1,,,,,,,,,,,,,105177009
5,15,177,10,1,,,,,,,,,,14,6,1,,,,14,6,3,,,,,,,,,,105177010
5,15,177,12,1,,,,,,,,,,14,6,1,14,6,1,,,,,,,,,,,,,105177012
5,15,177,13,1,,,,,,,,,,4,8,1,8,8,1,7,8,3,,,,,,,,,,105177013
5,15,177,27,1,,,,,,,,,,,,,14,6,1,,,,,,,,,,,,,105177027
5,15,177,28,1,,,,,,,,,,3,4,1,3,4,1,,,,,,,,,,,,,105177028
5,15,177,39,1,,,,,,,,,,20,5,1,10,3,1,,,,,,,,,,,,,105177039
5,15,177,39,2,,,,,,,,,,20,5,1,10,3,1,,,,,,,,,,,,,105177039
5,66,172,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,105172003
5,66,172,3,1,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,3,3,1,0,0,0,105172003
5,66,172,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,0,0,0,0,0,0,105172003
5,66,172,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,105172003
5,66,172,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,105172009
5,66,172,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,105172015
5,66,172,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,105172016
5,66,172,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105172016
5,66,172,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,7,4,1,0,0,0,105172019
5,66,172,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,0,0,0,105172026
5,66,172,28,1,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105172028
5,66,172,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172031
5,66,172,31,1,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105172031
5,66,172,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172031
5,66,172,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172031
5,66,172,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,105172033
5,66,172,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,105172033
5,66,172,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,105172034
5,66,172,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,105172034
5,66,172,46,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105172046
5,67,149,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149002
5,67,149,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149002
5,67,149,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149002
5,67,149,4,1,10,14,2,,,,,,,,,,,,,,,,,,,,,,,,,105149004
5,67,149,5,1,6,12,2,,,,,,,,,,,,,,,,,,,10,5,1,,,,105149005
5,67,149,13,2,6,12,3,,,,,,,,,,,,,,,,,,,,,,,,,105149013
5,67,149,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149013
5,67,149,15,1,14,3,16,,,,,,,,,,,,,,,,,,,,,,,,,105149015
5,67,149,29,1,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,105149029
5,67,149,29,2,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,105149029
5,67,149,43,1,,,,,,,,,,,,,,,,,,,10,5,1,10,3,1,,,,105149043
5,67,149,44,2,8,5,5,,,,,,,,,,,,,,,,10,5,1,,,,,,,105149044
5,67,149,44,1,10,5,5,,,,,,,,,,,,,,,,12,5,1,,,,,,,105149044
5,67,149,46,1,6,5,3,,,,,,,,,,,,,,,,6,5,1,6,4,1,,,,105149046
5,67,149,49,1,3,5,6,,,,,,,,,,,,,,,,3,5,1,,,,,,,105149049
5,67,149,67,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,105149067
5,67,149,67,3,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,105149067
5,67,149,67,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,105149067
5,67,149,69,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,105149069
5,67,149,69,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,105149069
5,67,149,122,1,,,,,,,,,,5,6,1,,,,,,,,,,,,,,,,105149122
5,67,150,1,3,7,5,6,,,,,,,,,,,,,,,,4,1,1,,,,,,,105150001
5,67,150,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105150001
5,67,150,1,4,6,5,5,,,,,,,,,,,,,,,,4,1,1,,,,,,,105150001
5,67,150,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105150001
5,67,150,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105150006
5,67,150,6,1,8,5,2,,,,,,,,,,,,,,,,,,,8,3,1,,,,105150006
5,67,150,8,3,2,5,1,,,,,,,,,,,,,,,,6,5,1,1,3,1,,,,105150008
5,67,150,8,1,3,5,6,,,,,,,,,,,,,,,,7,5,1,4,3,1,,,,105150008
5,67,150,8,2,3,5,5,,,,,,,,,,,,,,,,7,5,1,4,3,1,,,,105150008
5,67,150,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105150016
5,67,150,17,1,7,5,9,,,,,,,,,,,,,,,,10,5,1,5,4,1,,,,105150017
5,67,150,17,2,,,,,,,,,,,,,,,,,,,14,5,1,7,4,1,,,,105150017
5,67,150,21,2,,,,,,,,,,,,,,,,,,,7,5,2,4,2,1,,,,105150021
5,67,150,21,1,,,,,,,,,,,,,,,,,,,3,5,2,,,,,,,105150021
5,67,150,21,3,5,5,2,,,,,,,,,,,,,,,,5,5,1,,,,,,,105150021
5,67,150,28,1,,,,,,,,,,,,,,,,,,,,,,5,5,1,,,,105150028
5,67,150,33,1,14,4,3,,,,,,,,,,,,,,,,14,4,1,7,3,1,,,,105150033
5,67,150,33,2,4,5,2,,,,,,,,,,,,,,,,6,5,1,4,3,1,,,,105150033
5,67,150,33,3,7,4,2,,,,,,,,,,,,,,,,7,4,1,4,3,1,,,,105150033
5,67,150,45,3,,,,,,,,,,,,,,,,,,,14,4,1,14,3,1,,,,105150045
5,67,150,45,2,,,,,,,,,,,,,,,,,,,14,4,1,14,3,1,,,,105150045
5,67,150,45,1,,,,,,,,,,,,,,,,,,,14,4,1,14,3,1,,,,105150045
5,67,150,53,1,20,5,5,,,,,,,,,,,,,,,,20,4,1,10,2,1,,,,105150053
5,67,150,53,3,14,5,4,,,,,,,,,,,,,,,,14,5,1,10,2,1,,,,105150053
5,67,150,53,4,14,5,5,,,,,,,,,,,,,,,,10,5,1,,,,,,,105150053
5,67,150,53,2,14,5,5,,,,,,,,,,,,,,,,14,5,1,,,,,,,105150053
5,67,150,55,2,,,,,,,,,,,,,,,,,,,10,5,1,10,3,1,,,,105150055
5,67,150,55,1,,,,,,,,,,,,,,,,,,,14,5,1,14,3,1,,,,105150055
5,67,150,58,4,,,,,,,,,,,,,,,,,,,4,5,1,,,,,,,105150058
5,67,150,58,3,,,,,,,,,,,,,,,,,,,4,5,1,,,,,,,105150058
5,67,150,58,2,,,,,,,,,,,,,,,,,,,3,5,1,3,3,1,,,,105150058
5,67,150,58,1,,,,,,,,,,,,,,,,,,,3,5,1,3,3,1,,,,105150058
5,67,150,61,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,105150061
5,67,150,61,1,,,,,,,,,,,,,,,,,,,12,5,2,10,3,1,,,,105150061
5,67,150,61,3,,,,,,,,,,,,,,,,,,,7,5,2,5,3,1,,,,105150061
5,67,150,61,2,,,,,,,,,,,,,,,,,,,12,5,2,10,3,1,,,,105150061
5,67,150,66,2,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,105150066
5,67,150,66,3,4,5,5,,,,,,,,,,,,,,,,,,,6,2,1,,,,105150066
5,67,150,66,1,6,5,9,,,,,,,,,,,,,,,,,,,,,,,,,105150066
5,67,150,66,4,4,5,5,,,,,,,,,,,,,,,,,,,6,2,1,,,,105150066
5,67,151,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105151006
5,67,151,7,1,4,2,2,,,,,,,,,,,,,,,,,,,4,5,2,,,,105151007
5,67,151,12,1,,,,,,,,,,,,,,,,,,,30,8,1,,,,,,,105151012
5,67,151,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105151014
5,67,151,18,1,,,,,,,,,,,,,,,,,,,14,3,3,3,,,,,,105151018
5,67,151,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105151018
5,67,151,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105151018
5,67,151,29,1,,,,,,,,,,,,,,,,,,,,,,10,3,1,,,,105151029
5,67,152,5,1,2,3,2,,,,,,,,,,,,,,,,,,,2,1,1,,,,105152005
5,67,152,5,2,2,3,2,,,,,,,,,,,,,,,,,,,2,1,1,,,,105152005
5,67,152,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105152006
5,67,152,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105152010
5,67,152,11,2,17,5,3,,,,,,,,,,,,,,,,,,,10,3,1,,,,105152011
5,67,152,11,1,20,5,3,,,,,,,,,,,,,,,,15,5,1,,,,,,,105152011
5,67,152,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105152015
5,67,152,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105152015
5,67,152,20,1,,,,,,,,,,,,,,,,,,,30,5,1,,,,,,,105152020
5,67,152,23,1,,,,4,3,3,,,,,,,,,,,,,,,,4,3,1,,,,105152023
5,67,152,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105152028
5,67,152,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105152028
5,67,152,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105152028
5,67,152,32,1,,,,,,,,,,,,,,,,,,,1,4,1,,,,,,,105152032
5,67,152,32,2,,,,,,,,,,,,,,,,,,,1,6,1,,,,,,,105152032
5,67,152,32,3,,,,,,,,,,,,,,,,,,,1,4,1,,,,,,,105152032
5,67,152,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105152041
5,67,152,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105152041
5,67,152,44,2,2,5,3,,,,,,,,,,,,,,,,2,3,1,2,3,1,,,,105152044
5,67,152,44,1,2,5,3,,,,,,,,,,,,,,,,5,5,1,2,3,1,,,,105152044
5,67,152,45,1,2,5,3,,,,,,,,,,,,,,,,2,5,1,2,4,1,,,,105152045
5,67,152,45,2,2,5,3,,,,,,,,,,,,,,,,2,5,1,2,3,1,,,,105152045
5,67,152,55,1,,,,,,,,,,,,,,,,,,,5,5,1,5,3,1,,,,105152055
5,67,152,55,3,,,,,,,,,,,,,,,,,,,5,5,1,5,3,1,,,,105152055
5,67,152,55,2,,,,,,,,,,,,,,,,,,,5,5,1,5,3,1,,,,105152055
5,67,153,4,2,,,,,,,,,,,,,,,,,,,,,,15,6,1,,,,105153004
5,67,153,4,1,,,,,,,,,,,,,,,,,,,,,,7,6,1,,,,105153004
5,67,153,10,1,,,,,,,,,,,,,,,,,,,,,,10,8,1,,,,105153010
5,67,153,13,1,,,,,,,,,,,,,,,,,,,,,,10,6,1,5,6,1,105153013
5,67,153,19,1,,,,,,,,,,,,,,,,,,,,,,10,6,1,6,6,1,105153019
5,67,153,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,105153024
5,67,153,24,1,,,,,,,,,,,,,,,,,,,,,,12,5,1,,,,105153024
5,67,153,25,1,,,,,,,,,,,,,,,,,,,,,,,,,6,15,3,105153025
5,67,153,29,1,,,,,,,,,,,,,,,,,,,,,,5,4,1,,,,105153029
5,67,153,30,1,,,,,,,,,,,,,,,,,,,,,,10,5,1,10,5,1,105153030
5,67,153,30,3,,,,,,,,,,,,,,,,,,,,,,10,6,1,10,6,1,105153030
5,67,153,30,2,,,,,,,,,,,,,,,,,,,,,,5,5,1,5,5,1,105153030
5,67,153,37,1,,,,,,,,,,,,,,,,,,,,,,10,5,1,10,10,2,105153037
5,67,153,53,1,,,,,,,,,,,,,,,,,,,,,,10,6,1,,,,105153053
5,67,153,53,2,,,,,,,,,,,,,,,,,,,,,,8,5,1,,,,105153053
5,67,154,4,1,4,16,4,,,,,,,,,,,,,,,,,,,,,,,,,105154004
5,67,154,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,105154004
5,67,154,4,2,4,16,4,,,,,,,,,,,,,,,,,,,,,,,,,105154004
5,67,154,11,3,,,,,,,,,,,,,,,,,,,,,,6,6,1,6,9,3,105154011
5,67,154,11,2,,,,,,,,,,,,,,,,,,,,,,6,5,1,5,12,3,105154011
5,67,154,11,1,,,,,,,,,,,,,,,,,,,,,,12,4,1,8,4,3,105154011
5,67,154,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105154021
5,67,154,22,1,6,18,3,,,,,,,,,,,,,,,,,,,,,,,,,105154022
5,67,154,22,2,,,,,,,,,,,,,,,,,,,,,,4,6,1,,,,105154022
5,67,154,22,3,2,10,2,,,,,,,,,,,,,,,,,,,6,6,1,,,,105154022
5,67,154,32,3,,,,,,,,,,,,,,,,,,,,,,5,4,1,4,12,3,105154032
5,67,154,32,2,3,10,2,,,,,,,,,,,,,,,,,,,,,,,,,105154032
5,67,154,32,1,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,105154032
5,67,154,42,1,5,12,2,,,,,,,,,,,,,,,,,,,3,6,1,,,,105154042
5,67,154,42,2,2,6,2,,,,,,,,,,,,,,,,,,,2,4,1,,,,105154042
5,67,154,43,1,4,20,4,,,,,,,,,,,,,,,,,,,,,,,,,105154043
5,67,154,43,2,4,16,4,,,,,,,,,,,,,,,,,,,,,,,,,105154043
5,67,154,44,1,,,,,,,,,,,,,,,,,,,,,,12,3,1,,,,105154044
5,67,154,51,1,,,,,,,,,,,,,,,,,,,7,4,1,3,3,1,,,,105154051
5,67,154,51,2,,,,,,,,,,,,,,,,,,,7,3,1,3,3,1,,,,105154051
5,67,154,52,1,,,,,,,,,,,,,,,,,,,,,,5,10,2,5,15,3,105154052
5,67,154,61,1,,,,,,,,,,,,,,,,,,,,,,10,4,1,10,6,3,105154061
5,67,154,61,2,,,,,,,,,,,,,,,,,,,,,,6,3,1,3,6,3,105154061
5,67,154,61,3,,,,,,,,,,,,,,,,,,,,,,6,3,1,3,6,3,105154061
5,68,137,11,2,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,105137011
5,68,137,11,1,7,15,3,,,,,,,,,,,,,,,,,,,,,,,,,105137011
5,68,137,13,5,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,105137013
5,68,137,13,4,4,14,4,,,,,,,,,,,,,,,,,,,,,,,,,105137013
5,68,137,13,6,6,18,3,,,,,,,,,,,,,,,,,,,,,,,,,105137013
